dataset_rows,rows_with_plantae_host,unique_papers_with_plantae_host_ids,unique_plantae_accepted_ids_in_dataset,unique_plantae_species_matched_to_gbif,gbif_species_missing_phylum_before_backfill,gbif_species_missing_phylum_after_backfill,gbif_species_phylum_backfilled_from_lineage,total_known_plant_species_gbif_raw,pbdb_extinct_species_name_count,pbdb_extinct_only_species_name_count,gbif_species_removed_by_pbdb_extinct_filter,total_known_plant_species_gbif,coverage_percent
65294,53020,15261,4259,3190,1260,1260,0,392126,16920,16859,10814,381312,0.8365852635112454
