"iso_a3","country_name","centroid_lon","centroid_lat","study_count","gdp_year","gdp_current_usd"
"GIN","Guinea",-10.9406661160513,10.4362159331311,6,2024,25008678293.4084
"MNE","Montenegro",19.2388393924741,42.7889025929079,6,2024,8270016670.86774
"SGS","S. Geo. and S. Sandw. Is.",-36.4331838822598,-54.4648824801507,6,NA,NA
"SYR","Syria",38.5078820425316,35.0254738939699,6,2022,23622827079.5047
"BGR","Bulgaria",25.2155290863233,42.7689031797158,5,2024,113343355779.985
"HND","Honduras",-86.615166096335,14.8268816519178,5,2024,37093565854.0437
"IRL","Ireland",-8.13793568666849,53.1754487039966,5,2024,609157459747.205
"JEY","Jersey",-2.126899379445,49.2183737667958,5,NA,NA
"JOR","Jordan",36.7713610401975,31.2457909120754,5,2024,53352289577.4648
"KAZ","Kazakhstan",67.2914935687295,48.1568806660835,5,2024,291480274648.826
"MDG","Madagascar",46.7047367428284,-19.3718958676506,5,2024,17420501490.1231
"MMR","Myanmar",96.4884332104181,21.1856659926903,5,2024,74068349523.8095
"NAM","Namibia",17.2096356670219,-22.1303256842151,5,2024,13372354511.716
"ROU","Romania",24.972930393288,45.8524312742408,5,2024,382564217988.866
"SGP","Singapore",103.817255920043,1.3587608707501,5,2024,547386645891.847
"BLR","Belarus",28.0320930702574,53.5313137685052,4,2024,75961865471.9129
"COG","Congo",15.2196576195159,-0.837874631183659,4,2024,15719986076.6464
"PYF","Fr. Polynesia",-144.904943869346,-14.7222740899056,4,2024,6323716355.05009
"GRL","Greenland",-41.3419112699936,74.7105128864225,4,2023,3326543974.39193
"GUY","Guyana",-58.9820245893054,4.79378034012318,4,2024,24662709832.1343
"ISL","Iceland",-18.5739616708052,64.9957538606732,4,2024,33255181468.9382
"LBY","Libya",18.0086616871671,27.0309449491384,4,2024,48487151215.345
"MLT","Malta",14.4052331642552,35.9214963220544,4,2024,24971574502.4475
"ZWE","Zimbabwe",29.8514412019219,-19.0042041882168,4,2024,41539411516.4448
"AZE","Azerbaijan",47.5459987891546,40.2882723471047,3,2024,74315882352.9412
"BMU","Bermuda",-64.7545588981642,32.3136780208339,3,2024,9233600000
"BRN","Brunei",114.722030353813,4.51968957502799,3,2024,15340808592.48
"LUX","Luxembourg",6.07182201066392,49.7672536068142,3,2024,93279851863.4062
"MUS","Mauritius",57.5712055060798,-20.2776870433232,3,2024,14937861786.17
"MOZ","Mozambique",35.5336754258895,-17.2738164259247,3,2024,22745341305.0622
"NCL","New Caledonia",165.684923735377,-21.2999180580178,3,2024,8548919387.12607
"AFG","Afghanistan",66.0047336557855,33.8352307278467,2,2023,17152234636.8715
"BEN","Benin",2.32785254448766,9.64175970225451,2,2024,21482643706.4249
"BTN","Bhutan",90.4018815525414,27.4110658857804,2,2023,3012896789.24928
"BIH","Bosnia and Herz.",17.7687673323019,44.1745012472211,2,2024,29613572022.8993
"BDI","Burundi",29.8751215644644,-3.35939665747007,2,2024,3082433067.32634
"COD","Dem. Rep. Congo",23.6439610660394,-2.87746288969974,2,2024,70962185790.7094
"DOM","Dominican Rep.",-70.5056889612129,18.8943308233396,2,2024,124282245638.568
"ERI","Eritrea",38.8461701124591,15.3618661840118,2,2011,2065001626.01626
"JAM","Jamaica",-77.3148259326597,18.1569487765389,2,2024,22014397089.7689
"LVA","Latvia",24.9123598331549,56.8508516268283,2,2024,43684254432.3609
"LBN","Lebanon",35.880160714965,33.9230663056786,2,2023,20078620356.9931
"NIC","Nicaragua",-85.0305296950586,12.8470942896472,2,2024,19693982967.5926
"QAT","Qatar",51.1847963211614,25.3060118762669,2,2024,219162637362.637
"SEN","Senegal",-14.4734923972823,14.3662417312827,2,2024,32808056600.9436
"YEM","Yemen",47.5867618877328,15.9092800504541,2,2018,21606160663.0318
"ZMB","Zambia",27.7747594636932,-13.4582415186469,2,2024,25303185342.2511
"ALB","Albania",20.0498339610888,41.1424498947452,1,2024,27046429296.6673
"BRB","Barbados",-59.5597970021157,13.1814542822248,1,2024,7498050000
"BWA","Botswana",23.798533677294,-22.1840321328432,1,2024,19402063512.9066
"TCD","Chad",18.6449251290913,15.3333375849825,1,2024,19518819751.283
"CIV","Côte d'Ivoire",-5.56921569979731,7.62842620235422,1,2024,87113179149.284
"DMA","Dominica",-61.3577259987166,15.4394702028659,1,2024,688881481.481481
"GTM","Guatemala",-90.3648200857734,15.6940366349636,1,2024,113199581158.203
"GNB","Guinea-Bissau",-14.9497244459171,12.0474494814859,1,2024,2218393804.54798
"IMN","Isle of Man",-4.53873952325526,54.2241891077143,1,2022,7431257410.92713
"LAO","Lao PDR",103.737724120427,18.5021743316029,1,2024,16502933121.3379
"MWI","Malawi",34.289355987054,-13.2180808805933,1,2024,11316411329.4619
"MDA","Moldova",28.4567337241307,47.1949880441786,1,2024,18200340853.6517
"TLS","Timor-Leste",125.844389820665,-8.82889162046551,1,2024,1865608515.41321
"TGO","Togo",0.962328449768552,8.52531356140525,1,2024,10651180146.531
"TTO","Trinidad and Tobago",-61.2656792334682,10.4573340810069,1,2024,25633544529.4849
"VUT","Vanuatu",167.686446357051,-16.2264090884342,1,2024,1117972034.22642
"ALA","Aland",19.9532876760377,60.2148868755776,0,NA,NA
"ASM","American Samoa",-170.718025745597,-14.3044599708154,0,2022,8.71e+08
"AND","Andorra",1.56054377917923,42.5422910218718,0,2024,4039842405.48117
"AGO","Angola",17.5373676815489,-12.2933605437937,0,2024,100998916781.079
"AIA","Anguilla",-63.0649892653569,18.2239595022826,0,NA,NA
