metric_source,metric_label,n_countries,spearman_r,spearman_p,median_study_density_per_1000_km2,median_metric_density_per_1000_km2
WB_TOTAL,Total species,216,-0.11973289037321082,0.07911948806475527,0.019222648865265077,162.0430779281794
WB_SMALL50XENDEMIC100,Endemic species,216,0.03965413419607888,0.5621569043912961,0.019222648865265077,0.9215739889366966
