continent,num_countries,countries_with_studies,total_studies,median_studies,mean_studies,max_studies,coverage_pct,studies_per_country,concentration
Asia,51,40,2378,3,44.867924528301884,1034,78.43137254901961,46.627450980392155,41.580695925861164
North America,38,16,1068,0,28.105263157894736,708,42.10526315789474,28.105263157894736,18.674593460395176
Europe,50,37,776,5.5,15.52,141,74,15.52,13.568805735268405
South America,13,11,564,17,43.38461538461539,285,84.61538461538461,43.38461538461539,9.86186396223116
Africa,54,33,524,1,9.703703703703704,158,61.111111111111114,9.703703703703704,9.162440986186397
Oceania,24,10,337,0,14.041666666666666,192,41.666666666666664,14.041666666666666,5.892638573177129
Antarctica,1,1,64,64,64,64,100,64,1.1190767616716208
Seven seas (open ocean),8,2,8,0,1,6,25,1,0.1398845952089526
