"code","iso","country","GHP.raw.1960","GHP.raw.1961","GHP.raw.1962","GHP.raw.1963","GHP.raw.1964","GHP.raw.1965","GHP.raw.1966","GHP.raw.1967","GHP.raw.1968","GHP.raw.1969","GHP.raw.1970","GHP.raw.1971","GHP.raw.1972","GHP.raw.1973","GHP.raw.1974","GHP.raw.1975","GHP.raw.1976","GHP.raw.1977","GHP.raw.1978","GHP.raw.1979","GHP.raw.1980","GHP.raw.1981","GHP.raw.1982","GHP.raw.1983","GHP.raw.1984","GHP.raw.1985","GHP.raw.1986","GHP.raw.1987","GHP.raw.1988","GHP.raw.1989","GHP.raw.1990","GHP.raw.1991","GHP.raw.1992","GHP.raw.1993","GHP.raw.1994","GHP.raw.1995","GHP.raw.1996","GHP.raw.1997","GHP.raw.1998","GHP.raw.1999","GHP.raw.2000","GHP.raw.2001","GHP.raw.2002","GHP.raw.2003","GHP.raw.2004","GHP.raw.2005","GHP.raw.2006","GHP.raw.2007","GHP.raw.2008","GHP.raw.2009","GHP.raw.2010","GHP.raw.2011","GHP.raw.2012","GHP.raw.2013","GHP.raw.2014","GHP.raw.2015","GHP.raw.2016","GHP.raw.2017","GHP.raw.2018","GHP.raw.2019","GHP.raw.2020","GHP.raw.2021","GHP.raw.2022"
144,"LKA","Sri Lanka",0.00108652185920418,0.00104439204798451,0.0010541446753132,0.00107436839890892,0.00109081369323996,0.00109789733394935,0.00105759059228448,0.00106050544485465,0.00108238969063286,0.0011383839797101,0.00109026144568177,0.00105254790297365,0.00105235055356283,0.00105794922673233,0.00102202668631587,0.000969989646907199,0.000974154342378605,0.000992840322505066,0.00102786391727768,0.001039531534429,0.00101968381396116,0.00106068124878035,0.00106016724441762,0.00108589368134232,0.00105385661892614,0.00104600951662982,0.00101550578186478,0.00100700236754267,0.000984218595355447,0.000954118445286743,0.000983705372416164,0.000959701404444784,0.00101971231822778,0.0010164779566318,0.00105323810503244,0.00106134347505954,0.00108405852521241,0.00111032016579055,0.00106776046397738,0.00113268620645619,0.0012121814588409,0.00120069707772395,0.00123897982305183,0.00123773240809352,0.00127170725876078,0.00129739396351532,0.0012771172316734,0.00127136257083772,0.00130873448721164,0.00131704601586835,0.00134300991153852,0.00142233545911422,0.00145095869347864,0.00138518454951221,0.00149192661280889,0.0016276449644259,0.00174540192999269,0.00168277564864031,0.00158119110739509,0.00163711558642345,0.0016510454268084,0.00159497079930928,0.00146085138159941
275,"PSE","State of Palestine",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,0.000435253820552327,0.000426819795586426,0.000423370221081526,0.000412926994408391,0.000408780297325189,0.000381995792563522,0.000400661979129033,0.000319489469495492,0.000526526272722296,0.000479798176610211,0.000568003112773356,0.000449782906306792,0.000375291062254887,0.000405308578309327,0.000678093792733544,0.00082540516251676,0.000664747496869068,0.000664752799831506,0.000571228601964879,0.000566121971787691,0.000537092849458858,0.00057842907494387,0.000553189108546944,0.000597859049278182,0.000679694228741857,0.000703903532964941,0.000740437624986327,0.000733654559514951,0.000647642562481776,0.000696945404771046,0.000692634953403609,0.000696296192491279,0.000693331691623245
729,"SDN","Sudan",0.00244473837975049,0.00248723675375943,0.00242326167997121,0.00249250983899673,0.00254565708138109,0.00251343882349002,0.00258802655229478,0.00270987217377831,0.00276514538526896,0.00273545110209063,0.00277040331773121,0.00273143831673754,0.00270743078731816,0.0027786509438147,0.00266821765875211,0.00259129150542454,0.00249565570321449,0.00244106236542928,0.00232956134573995,0.00237956410735115,0.00246890865301513,0.00240030884449294,0.00245495144736293,0.0023605308806825,0.00231508149770701,0.0023167182100272,0.00221055298367729,0.00214317073212737,0.00221466659336779,0.00222090731675415,0.0023498165582424,0.00238871912677243,0.00255363091635688,0.00264268043534235,0.00281958324556175,0.00281619973401717,0.00286554160944461,0.00292686056703363,0.00292904358434603,0.0029852311690358,0.00306152619559201,0.00304634863910027,0.00312599429203668,0.00317893944678916,0.00322482193000539,0.00320256091169272,0.0031503194838043,0.00317992424342138,0.00312903095253639,0.00309936231383436,0.00302617974082038,0.00290306574330578,0.00297397725662387,0.00299649761452404,0.00293618097713841,0.0029774877597524,0.00290613833984805,0.00283214644729181,0.00279892838702617,0.00272918798302819,0.00266620541064544,0.00262791195645289,0.00253259015933269
740,"SUR","Suriname",0.00349600217588936,0.00341860423284611,0.0036090235213725,0.00365834925768043,0.003890488836178,0.00451150064316393,0.00525892238861692,0.00595218264361795,0.00617168352706854,0.00609666012001589,0.00630026479398186,0.00643246108335014,0.00637514815964596,0.00749134504430867,0.00621946903588149,0.00736970787346756,0.0074012578477529,0.00731327040626809,0.00882255541460552,0.008781244556748,0.00920696675627263,0.0084657060920575,0.0081231417053228,0.00684360987776769,0.00731649150653805,0.00726141429868032,0.00765362727236311,0.00761162315029708,0.00772072106775578,0.0076048267561552,0.00694333964176048,0.0077166170382455,0.00798657289432071,0.00769755080724529,0.00766411001028388,0.0076040211896266,0.00753825875596543,0.00724500572264042,0.00710544533225573,0.00691769434622865,0.00679709313348352,0.00708291748110184,0.00498964295329236,0.00504703022457698,0.00505213465117903,0.00494527334856063,0.00526699360373961,0.00520443367049355,0.00564921997516195,0.00584943104872902,0.00649988129269259,0.00717397460765901,0.00658670070478303,0.00768810972775658,0.0078080029092642,0.00682628388369608,0.00720661574854072,0.00625886680359654,0.00550910878157766,0.00647967855315137,0.00689262350410478,0.0080307881167553,0.00782508069785012
752,"SWE","Sweden",0.00902447895054824,0.0090647107271189,0.00939404351989237,0.0098924792137795,0.0105162051066408,0.0107490551776706,0.0119661615100021,0.0114759189639664,0.0125890791607251,0.0136754453075769,0.0142026671290695,0.0131359938648315,0.0131492958090403,0.0135832087886981,0.0126369247657508,0.0126197147251162,0.0134620537549053,0.0130664692413009,0.0123321089211119,0.0130024916550778,0.0113778512308685,0.0110692230786963,0.0101481292154371,0.00972738554697799,0.00966275699007339,0.0102233846639293,0.0100957712795648,0.00977390143756128,0.0094472738802792,0.00916697333827223,0.009353574236934,0.00926294082745916,0.00918667830077776,0.00919644472195075,0.00942021958429571,0.00925782657147165,0.00967457046847726,0.00921748401230898,0.00915268021720474,0.00884132124458928,0.00874057860984999,0.00876959647871831,0.00888051359129461,0.0089315545181555,0.00887060055452485,0.00888693666928477,0.00907357868641242,0.00886532862061497,0.00836137916481627,0.00774342000152011,0.00833110726212322,0.00779952541253286,0.00736380141775996,0.00710472827670956,0.00683390197017336,0.00674562598059004,0.00666769575347831,0.00651619170220376,0.00631251430797548,0.00606174967991727,0.00566742792202387,0.00579827018297526,0.0056607208240532
756,"CHE","Switzerland",0.0053005357214158,0.00540634960241371,0.00598338409794826,0.00671480537356664,0.0064531134457926,0.00682748349816307,0.006984217214071,0.00711531529664501,0.00763469191981675,0.0079052483246166,0.00820073259285694,0.00841504168275874,0.00853430928494755,0.0090593042944379,0.00826819428555866,0.00788204069145046,0.00817081096063582,0.0083092867244213,0.00850388235163631,0.00812664402254893,0.00820363314889613,0.00785333790055665,0.00744337920538469,0.00797795955297319,0.00780758677441025,0.0078708693404964,0.00820166926828809,0.00780605304630935,0.00781469867757585,0.00756940613192648,0.00815485752254352,0.00833349956333635,0.00818831648568103,0.0077027642789288,0.00748956761260439,0.00755063567731571,0.00761793755437193,0.00742310170316724,0.0076303368374484,0.00754939701095092,0.00738861221685139,0.00756354731168682,0.00727435813706058,0.00737096149798629,0.00741150312495281,0.00745846612786607,0.00736021342977896,0.00703042949416519,0.00714814370772559,0.00685068285473588,0.00697951666468843,0.00638836546915078,0.00648837740978564,0.00654457859170544,0.00599222415928431,0.00586344610761227,0.00585005390220412,0.00567876619521058,0.00547901779466263,0.00540452307791824,0.00507703370567586,0.00522438979454578,0.0051428856019999
760,"SYR","Syria",0.0016923491968781,0.00154827993210143,0.00160195575247951,0.00175026255826772,0.00199196582642,0.00179822059225146,0.00213819946758185,0.00202679033686963,0.00237302347767667,0.00269304382458646,0.00251562564679378,0.00277392874597677,0.00259692202605218,0.0024782044469603,0.00279938624646189,0.00330815026354845,0.00362630099405911,0.0035641258022249,0.00362762697612968,0.00429169415673715,0.00405129714494506,0.00461331573410617,0.00423619813159132,0.00454272884551629,0.00488324686577977,0.00440994291628777,0.00451086444950371,0.00497888648616531,0.00508892665842868,0.0050370418917435,0.0053386756695448,0.00596312231740808,0.00578821012630979,0.00602128772451473,0.00596517476358587,0.00583453532204499,0.00576054152447633,0.00571917625401377,0.00581038522416583,0.00580860398975136,0.00569380973124409,0.00494912676585929,0.00399990311180818,0.00476756730969264,0.00438391387648304,0.00431430003764409,0.00426511931132689,0.00464875236157921,0.0044524339374388,0.00421234475134069,0.0040305090560818,0.00381995493318442,0.00305180913792758,0.00250157986598241,0.00248471370321489,0.00244361029154784,0.00237831155428945,0.00242444605504436,0.00252836392639155,0.00236653449251724,0.00220762702155089,0.00216954252981482,0.00210873360829319
158,"TWN","Taiwan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00542993672999155,0.00486260247707394,0.00479477171342159,0.00515483962685142,0.00518177169956174,0.00511257971852326,0.00555319318190814,0.00569621335574641,0.00638987564681187,0.00683022893396403,0.00683653742463605,0.00726203532951568,0.00764445031966543,0.00819097880447726,0.00850861271130418,0.00884165379032636,0.00918250871080139,0.00977006852780205,0.0101722194354508,0.01045958718088,0.0111876150289536,0.0113817995179863,0.0137832245459793,0.0142513337757133,0.014793084754727,0.014491884057971,0.0141288193381999,0.0144259517379563,0.0136138342666146,0.012745964532872,0.0130536093601589,0.0132780753498385,0.0129941499399554,0.013031218447848,0.0131379790048647,0.0130411374084795,0.0131427145284622,0.0133574943786857,0.0133371825851032,0.0128985086641529,0.0128087128556938,0.0137578486850652,0.013214800650872
762,"TJK","Tajikistan",0.00522653998840915,0.00515948333885729,0.00525663975803262,0.00537808447890435,0.0053939176371833,0.00545064374350271,0.00556804019979685,0.00561606649210183,0.00557426865661107,0.00555240479024837,0.00556032976105554,0.0056495258215387,0.00568415381507105,0.00569183028569346,0.00569534049614706,0.00573043314046856,0.00570770833295151,0.0056489691375562,0.00562724964038381,0.0055086986190248,0.00549733669548699,0.00530510798899435,0.00523427195313996,0.00514624997582089,0.00504703457349059,0.00511742345634891,0.0048655980324753,0.00468573705766525,0.00471572370920475,0.00454218218337962,0.00410314846831338,0.00380894399920498,0.00308810482758511,0.00237489617644761,0.00178410076219504,0.00177432553907362,0.00167049643178957,0.0015161335853248,0.00154907471321795,0.00156075890150147,0.00159767811556613,0.00149049293846822,0.00152056024829135,0.00138484490461491,0.0016794485211736,0.00156554769831784,0.00162968661197149,0.00181063411826096,0.0015524817850793,0.00144319815933276,0.00140171415179204,0.0013210321267585,0.00142337841970582,0.00138259703350571,0.00157442521803943,0.00166217476745334,0.00169667522826369,0.00181483311601571,0.00191452342783357,0.00201335569269716,0.00203622677912927,0.00205605302127478,0.00204403790694345
834,"TZA","Tanzania",0.00223821339357357,0.00219660741247901,0.00217497399156118,0.00217779793563252,0.0021612318500391,0.00224002040134978,0.00215081579025472,0.00214744139912924,0.0021112021380428,0.00209481570504229,0.00241548691149113,0.00197178292432516,0.001948729765599,0.00200750026026131,0.00184814519493956,0.00191917227551624,0.00188609901216024,0.00187019304097854,0.0018762457406494,0.0020051403813982,0.00183142121883089,0.00175834035453108,0.00180514344239627,0.00176051685772439,0.00155505370512559,0.00153694623851334,0.00150096414200573,0.00162032188617497,0.00144503999659011,0.00146418711587708,0.00160192283161321,0.00158567241460406,0.00154715625777428,0.00154010713836423,0.00149942019780743,0.00158020215874613,0.00149510949571861,0.00147241189715991,0.00155414281413934,0.00155766897306702,0.0014667436949932,0.00147058846394753,0.00156396406612245,0.00165523589503306,0.00159856564070871,0.00166162879162339,0.00156665252474647,0.00158323327867332,0.00159170907832456,0.00157819017041268,0.00162443440833996,0.00164857010974265,0.00166762080086788,0.00169705609816507,0.00166422424951525,0.00168009301732447,0.00163570743734861,0.00159572027687804,0.00158227683140473,0.00161383556929659,0.00160108332328484,0.0015895364852865,0.00155593592354749
764,"THA","Thailand",0.00231084534971872,0.0022541386369899,0.0023138827491247,0.00228743630935816,0.00228540877176376,0.00223902373123812,0.00243106998589585,0.00233711270756837,0.00252155362155123,0.00245614726665252,0.00239510490864627,0.0024445170938833,0.00241448710654966,0.00253969870257672,0.0024344410243028,0.00251853800332784,0.00258587013121769,0.00268838309293776,0.00275759115851104,0.00270639347732021,0.00275433133481866,0.00269427459070855,0.0026531133232725,0.00273907143887641,0.00277664779752852,0.00283732468967523,0.00278810714634444,0.00285503310369457,0.00303627218601594,0.00323228591139317,0.00340701758423663,0.00359250678772585,0.00374717975030819,0.00397260871383992,0.00417708027924993,0.00436774674464709,0.00465184203417735,0.00476654974457707,0.00431289182586722,0.00444764459881526,0.00441489994327427,0.00450329505548314,0.00468825375657695,0.0048646423770945,0.00513285871840056,0.0052631657618189,0.00528032391436152,0.00549672062349736,0.00548692214372948,0.00558586091986856,0.00583894580972588,0.0058296909431251,0.00609118250015354,0.00607749771590654,0.0061068009282801,0.00606031951900037,0.00620882336090156,0.00620087424967592,0.00622655886672178,0.00610354204521475,0.00601134680824704,0.0060302915446584,0.00608782061541454
626,"TLS","Timor-Leste",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,0.00106141469636162,0.00101829514832418,0.00117040526891024,0.00126756858278994,0.00141331352767417,0.00138191102608013,0.00182400680346177,0.0020019727786587,0.00350339137953918,0.00373507623003408,0.00407190403767319,0.00356532475176906,0.00337749888193325,0.00363310111065709,0.00380069140695587,0.00356260712904357,0.00284992731127492,0.00284566641419291,0.00256910897733165,0.00243966416182781,0.00237846133609798,0.00232970364799255,0.00205870855740396,0.00200754074001145,0.00190226942318306
768,"TGO","Togo",0.000983003596414365,0.000985514073248081,0.000984723884650064,0.00100657696765757,0.00103135843921988,0.0010342267286898,0.00104567910678485,0.00103180423306376,0.00101274021282492,0.000996155928405092,0.00102216331882062,0.00098442641642088,0.00103588160362366,0.00104791435930109,0.000953805848896739,0.000947503758397873,0.000947689996112343,0.00102940159490555,0.000932569057696592,0.00130192160044038,0.00110210279552104,0.000995205246758832,0.00109006852864838,0.000957063955839783,0.000980603224434247,0.000938488619916943,0.00101046532201458,0.00104282855643439,0.00107458251782655,0.00108748767210972,0.00113180897403259,0.00110128273464912,0.00104634125860448,0.00107308400901885,0.00107361006194478,0.00105927820718269,0.00109634486557563,0.00106268761363513,0.00122089348448289,0.00127293325864056,0.00118278166985654,0.00107155617435758,0.0011369360591555,0.00123940596948792,0.00117485766056244,0.00131191346308222,0.00118124659530424,0.00111529735163257,0.00113378680725794,0.00134456533154628,0.00129584234588256,0.00133538272418633,0.00124217444689954,0.00118977336643669,0.00110692563768946,0.00119941205144961,0.00124357109879346,0.00118697476939696,0.00122466283448473,0.0012450600715556,0.00128242414827617,0.0012606391390422,0.00125849344211582
