"code","iso","country","TCL.raw.2005","TCL.raw.2006","TCL.raw.2007","TCL.raw.2008","TCL.raw.2009","TCL.raw.2010","TCL.raw.2011","TCL.raw.2012","TCL.raw.2013","TCL.raw.2014","TCL.raw.2015","TCL.raw.2016","TCL.raw.2017","TCL.raw.2018","TCL.raw.2019","TCL.raw.2020","TCL.raw.2021","TCL.raw.2022"
68,"BOL","Bolivia",0.00290411313684929,0.00313967370058109,0.00317422018622537,0.00381305090151156,0.0038813035617937,0.00450438567374026,0.00485752208407945,0.00511663304249431,0.00452759478836211,0.00462564311257448,0.00374071612126737,0.00417580114293214,0.0047636689679324,0.0051419409456752,0.00698687267087118,0.00780367077966162,0.00807580439471748,0.00848745636081554
70,"BIH","Bosnia and Herzegovina",0.000541164351373775,0.000468918569410549,0.000618570979610878,0.00071217425237672,0.00049957009239641,0.000524929380954416,0.000557634418807907,0.000538991255304798,0.000615908233793493,0.000653019890544778,0.000628178985851412,0.00072880922072284,0.000646457717886357,0.000653956994940049,0.000612020287492233,0.000706947076113002,0.000609938068095622,0.000663705225368536
72,"BWA","Botswana",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
76,"BRA","Brazil",0.00648600783062138,0.00653625680161514,0.00619525119264635,0.00588545225371629,0.00510312620622341,0.00479585127519965,0.00442856930600325,0.00454290678842309,0.00435075972112691,0.00468791462123265,0.00450835569458186,0.00583946643348963,0.00645627635451539,0.00684263227073468,0.006844024640045,0.00725567528710866,0.00633618678256582,0.00586972610691695
92,"VGB","British Virgin Islands",0.000409297609826361,0.000374051010926106,0.000458249160243578,0.000597261765042726,0.000665797340587123,0.000671660323698019,0.00100847212987719,0.000867483763103374,0.000753915798644109,0.000628587042875808,0.00065355641565691,0.00023499091612799,0.0078880302947143,0.00800309667344281,0.00801533974677093,0.00641423026571186,0.00644752583896809,0.000356425271289956
96,"BRN","Brunei Darussalam",0.00211884301311474,0.00203158724363641,0.00221142936395634,0.00240063660289608,0.00276801470153336,0.00265038418709797,0.00325749943359583,0.00336025024725904,0.00320472601623002,0.00322559429685425,0.00352569844523244,0.00350764607839378,0.00317059449863878,0.00313972923507619,0.00274067619885553,0.00251592680728897,0.00190406048025484,0.00189459723854084
100,"BGR","Bulgaria",0.00158383001593481,0.00143735824223827,0.00167502941460619,0.00173540317192477,0.0016353378705741,0.00149048846416919,0.00140160437089155,0.0014219101974378,0.00128876662425015,0.00131722425290057,0.00149717771465486,0.0016935004623731,0.00158286128098141,0.00187574811780135,0.00175188494799966,0.0016311740857766,0.00159683494290308,0.00142313649841791
854,"BFA","Burkina Faso",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
108,"BDI","Burundi",0.00198210125115026,0.00158272220894622,0.00190810528179381,0.00215891211921586,0.00225893444163931,0.00260088306452435,0.0028303970469764,0.00246194950862296,0.00224107258271563,0.00267422107384503,0.0025082149521987,0.00273708505597014,0.00307335918159985,0.00361976023367057,0.00374589224917295,0.00389411328868391,0.0041531464024364,0.00409168693158263
132,"CPV","Cabo Verde",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
116,"KHM","Cambodia",0.0064493889538222,0.00763023267049181,0.00814814779186443,0.00875337219837635,0.00970163079078454,0.0136342969087636,0.0161688794078816,0.0188452435452163,0.0212651704667338,0.022190842060714,0.0198030643703265,0.0195820248841829,0.0178286467981476,0.0160830898766321,0.0156633357321979,0.0159082109464737,0.0150416520888314,0.0147127046113207
120,"CMR","Cameroon",0.000899433070739568,0.000878976971684544,0.000988000905518582,0.00105028292010959,0.00113336614588566,0.00134209824009102,0.00128911366966963,0.00132313568986394,0.00163764214862738,0.00256441956330218,0.00269778549835567,0.00326338863631913,0.00412808245009332,0.00435823068800688,0.00397646774714504,0.00476367953440017,0.00509540030623317,0.00484446330818935
124,"CAN","Canada",0.00521905705535318,0.00572042931415064,0.00562523524079216,0.00578871395202571,0.00523565095845777,0.00484532268233006,0.00472788210688841,0.00493243978378693,0.00534305807714041,0.00586605396036971,0.00616675363797692,0.00613026430511886,0.0061370774793081,0.00581923357456891,0.00559539733131864,0.0048595498342636,0.00507031070991168,0.0049459803010064
136,"CYM","Cayman Islands",0.00132063677327826,0.00128018331739908,0.00146246191462886,0.00184915583298756,0.00159325955328057,0.00204848292304797,0.00237267164339177,0.0022443285786681,0.00203270307191544,0.00170312532419371,0.00111284894556116,0.00156291446392119,0.00251984778585323,0.00288070883341309,0.00292610775460079,0.00305250013766621,0.0021615276517745,0.0014575088636988
140,"CAF","Central African Republic",0.000523999694453686,0.000637017776533861,0.000649298293523463,0.000726340000751834,0.000869367415874742,0.000951101269576938,0.000913954824891529,0.00099895267859658,0.00105130784765312,0.00109209216358519,0.00100185681177136,0.00101040446244329,0.00103842994750479,0.0010245390544489,0.000987041018834995,0.00110524275193473,0.00117334314906298,0.00111861761829159
148,"TCD","Chad",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
152,"CHL","Chile",0.0044204808687223,0.00461970179899429,0.00507152121936857,0.00548863544982506,0.00551806236663289,0.00535805695355771,0.00543506715784847,0.00598628818649849,0.00577033474846174,0.006089393620795,0.00624090593343681,0.0063918324604517,0.00680690822347682,0.00654408824556022,0.0061230842831787,0.00575480874354106,0.00531623585075978,0.00379237137708972
156,"CHN","China",0.00199858646732685,0.0024224841589947,0.00291874374090363,0.00350402657232875,0.00362453075239563,0.00392466917467789,0.00395336832764479,0.00389441323432179,0.00352979513417123,0.00344627991048453,0.00327745351109777,0.00342504616187711,0.00347326153417716,0.00363071555181164,0.00358810889945834,0.00350426150388507,0.00328056266623946,0.00324081598276509
170,"COL","Colombia",0.00238941915585147,0.00229139782037858,0.0025036203987503,0.00277117777969248,0.00273218285533031,0.00275253406543721,0.00275220501670042,0.00265117392161109,0.00242391180324602,0.00233622833454533,0.00219879311175232,0.00244604495988718,0.00292810056295686,0.00345018660148754,0.00361248770385098,0.00406068187383672,0.00399762993377905,0.00360863480747952
174,"COM","Comoros",0.000343917778037556,0.000308290398366551,0.000362487356506136,0.000374803765882807,0.000481377843265056,0.000489897252688206,0.000652599508487799,0.000726145919866645,0.00324094075218911,0.00526143884055735,0.00576173756969416,0.00576433830387453,0.0060323970359385,0.00378945229099978,0.00201867338152832,0.00177539540340272,0.00183500610867981,0.00162226391378677
184,"COK","Cook Islands",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
188,"CRI","Costa Rica",0.00323744946584875,0.00296132694990829,0.00286721742769952,0.0035630652699304,0.00421204796731938,0.00403737411185952,0.00405967586937236,0.00400443497788693,0.00328430833314657,0.00269499253559395,0.00219177049568433,0.00236021101647679,0.00295966601305365,0.00319233736341353,0.00322051129817915,0.00347409168067032,0.00317031833399308,0.00247866263742341
384,"CIV","Cote d'Ivoire",0.00627894863480702,0.00594369144411823,0.00522162539029291,0.0057766382885131,0.00659461648502089,0.00696000046419382,0.00732177671851564,0.0073925640701437,0.00804078568821483,0.0112401739226732,0.01204622574331,0.0133427852747532,0.0168545259863518,0.018857952481026,0.0174510565033251,0.0187429491030587,0.0182339418051372,0.01574861258185
191,"HRV","Croatia",0.00139282650759753,0.00129622904517398,0.00137001098307342,0.00154701588440906,0.00123241247620198,0.00129427859523869,0.00135305280848875,0.00149843269964459,0.00142497473066828,0.00156126287872805,0.00149297039200372,0.0016948595587024,0.00176413141363406,0.00219908976034801,0.00231575085818651,0.00259402400129419,0.00258508757978867,0.0027479452103199
192,"CUB","Cuba",0.0037534315564113,0.0034227481161835,0.00306594677327018,0.00359038419704442,0.00330573236029234,0.0030952254015942,0.00329487948841934,0.00341799076351417,0.00286938533354328,0.00235135549082716,0.00225759234747605,0.00513408513420571,0.00844543370377199,0.00888799475730368,0.00896781028412181,0.00926136203688036,0.00605647258725491,0.00247333265013127
531,"CUW","Curacao",0.000163065217634562,0.00026031115487724,0.00037184096900318,0.000549178165195993,0.000703649402594956,0.000743665694048994,0.00066359907541919,0.000783835083140272,0.000812443636493713,0.000723790585407813,0.000692352014106665,0.000732392267272936,0.000483447127039328,0.000274622130047394,0.000268870943927782,0.000308912089448899,0.000371868258678481,0.000532093090982902
196,"CYP","Cyprus",0.000589171744363194,0.000546425029988666,0.00202895610285425,0.00220017730621658,0.00215028033523245,0.00221976170860638,0.00233371615187225,0.000900141964574121,0.000732755775107466,0.000700068611052999,0.00062551125820416,0.00152443749916187,0.00231859836762215,0.00235853658932363,0.00234895582282498,0.00235614055891002,0.00246341604212126,0.00272818896956129
203,"CZE","Czech Republic",0.00345188903049529,0.00378603853834324,0.00473128789746731,0.00557191233430284,0.00557584714340464,0.00491888101037222,0.00577894234456961,0.00530375216917603,0.00470553896268132,0.00473315341748281,0.00425304173580775,0.00431506040971214,0.00512701556638072,0.00717529968700621,0.0110290777387215,0.0170160735640612,0.0191900908009845,0.019725377243753
180,"COD","Dem. Rep. Congo",0.00213774844682749,0.00213539386402624,0.00208363456643347,0.0022141942101749,0.00245021280445458,0.00277680529331353,0.00275308958262216,0.0029217917513689,0.00343942435584377,0.00414470330616257,0.00426252973714069,0.00521769856047466,0.00605767248986029,0.00651250925759006,0.00639430107271568,0.006777537361655,0.00664363556542166,0.00639495487638887
208,"DNK","Denmark",0.00560193375555785,0.00586864242098779,0.00682669418546424,0.00817804215309362,0.00945423108569135,0.00806066825701002,0.00743301058899139,0.00745428461061483,0.00623431509206292,0.0058347671223071,0.00527852973181012,0.00573810444107779,0.00571048143855375,0.00605615460975507,0.00722006945073195,0.00740413448487922,0.00744596429012572,0.00714612313764438
262,"DJI","Djibouti",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
212,"DMA","Dominica",0.000545886286472032,0.000553189642017027,0.000633345759120198,0.000819838937349932,0.000804118825449125,0.000916342476410067,0.00097014727946632,0.00126461069917214,0.00106367944028425,0.000890156442189957,0.00063562008180835,0.000530327736665245,0.0658008043107448,0.0679338982773283,0.0680649220371046,0.0682447056101505,0.0683102264938352,0.00272080761203551
214,"DOM","Dominican Republic",0.00596740009310334,0.00613562576241784,0.00657212818612183,0.00741812218472831,0.0069972991134741,0.00614453431083949,0.00610933102252586,0.00625266968653594,0.005561080685785,0.0055386695843628,0.0056153562435827,0.0065427634885821,0.00725362061689692,0.00735200195652798,0.00744924502697795,0.00794222223603969,0.00710965753674566,0.00602898268164207
218,"ECU","Ecuador",0.00174783389591013,0.00164903118540634,0.00197194982056466,0.00237194172649642,0.00258633061248001,0.00251688482246121,0.00260126570035568,0.00274491482785041,0.00270805328560594,0.00242697277915168,0.00238813703745783,0.00239247337210443,0.00235990787360687,0.00225822624875898,0.00230805772411139,0.00250605983074454,0.00236132517694388,0.00216654787583061
818,"EGY","Egypt",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
222,"SLV","El Salvador",0.00618615771326382,0.00519607651500546,0.00485580321136619,0.00431796928626575,0.00426311026654743,0.00365480569106046,0.00337930737373223,0.00328861113652106,0.00303151801443618,0.00263428226139035,0.00253635100987732,0.0030422699310613,0.00348924323053167,0.003620744542711,0.00360644110736288,0.00356992114392242,0.00270933558950205,0.00207965542892118
226,"GNQ","Equatorial Guinea",0.0007958049524587,0.00062027508716081,0.000631984346320685,0.000847496564018766,0.00124404773366683,0.00161957702149379,0.00210558327520746,0.00224204203322309,0.00242798030514164,0.0034470684594747,0.00351304143521924,0.00365156120487447,0.00417783393658798,0.00421805153032282,0.00348837303446344,0.00329262311414374,0.0032444611103156,0.00292974982331543
232,"ERI","Eritrea",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
233,"EST","Estonia",0.00586095120707826,0.00622916205373071,0.00579499301047158,0.00675459075536038,0.00680888431795752,0.0073149154248147,0.00772921104607177,0.00784260802736766,0.0077510722303958,0.00811129489325705,0.00840862566811675,0.0091008649832961,0.0107051170749142,0.0124441038138643,0.0141369150235934,0.0149996072410442,0.0148229899163601,0.0148501528542122
748,"SWZ","Eswatini",0.0111651290771601,0.012314484954524,0.0134519314522264,0.0129497889647935,0.0152047097150049,0.0161105575974219,0.0132081373104209,0.011954045545808,0.0113333868872013,0.00890653115175045,0.00743834825721885,0.00836752593273284,0.00958203457953355,0.00906791712365522,0.00870836312694533,0.0084817394339702,0.00778191465260726,0.00588981387333136
231,"ETH","Ethiopia",0.00113322868376,0.00113536635862675,0.00134357459380416,0.00151088863979711,0.00177471446575502,0.0018463988947874,0.00190265638743245,0.00216881776494155,0.00228247909567768,0.00233972089165435,0.00217514599196256,0.00224356449092028,0.00214010509434123,0.00194148957762313,0.001822843816276,0.0019508188379087,0.00195363927693939,0.00169680049406569
234,"FRO","Faeroe Islands",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
238,"FLK","Falkland Islands",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
242,"FJI","Fiji",0.000914666233619335,0.00101445745648239,0.00120015641594626,0.00130487728800366,0.00126773461436192,0.00135525161732376,0.00118543907477872,0.00106611171200722,0.00110621943084874,0.00135012595826584,0.00128480089706196,0.00228960578578232,0.0025301173444936,0.00235890999007239,0.0020719727400739,0.00210132971948837,0.00195046353149549,0.0016803090199222
246,"FIN","Finland",0.00701527514261263,0.00730047625411879,0.00738745518469783,0.00841404625166505,0.00868694520684866,0.0081082448712096,0.00790052414828337,0.00798152012669964,0.00750015283957149,0.00759385188853557,0.00764046386459719,0.00838837372721664,0.0100075642421414,0.0111246733880158,0.0120916936598409,0.0128456664097642,0.0130955215992874,0.0123558106857003
250,"FRA","France",0.00185651702618991,0.00201746278690265,0.00214300041325181,0.00264703943070077,0.00256114100861919,0.00332722929763749,0.00339966947381636,0.00360304673480229,0.0031526916993192,0.00299720414091599,0.00215503789165037,0.00215107611439044,0.00211121815320395,0.00240768350238969,0.00267642718424456,0.00300834391604466,0.00338885731126005,0.00330321324762398
258,"PYF","French Polynesia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
266,"GAB","Gabon",0.000595038532414576,0.000629205879035863,0.000650668216112352,0.000654896043368601,0.00072188869651511,0.000664986633951143,0.00065575162519044,0.000663646066139659,0.0008830118314808,0.00113006672487593,0.00124993540055085,0.00136325590187564,0.0015347175907615,0.00139166225126813,0.00122810994118958,0.0012001622579445,0.00108811327007539,0.00101368405548304
270,"GMB","Gambia",0.0053764877339356,0.00550786404018553,0.00592201930618241,0.0184875041553875,0.0161162840619212,0.0169177173608367,0.0179754024403737,0.0175845956187056,0.00509149745869301,0.00546285800065353,0.00485850005825954,0.0037515487952879,0.00232262850852342,0.00205650870388176,0.00217145604505156,0.0021649724005671,0.0027728387026275,0.00316719015615426
268,"GEO","Georgia",0.000255110207017557,0.000246511054754916,0.000275513643588819,0.000304364318792511,0.000207772744034278,0.00022491925792553,0.000225451051016665,0.000192413366530814,0.000161034360757333,0.000139751639191931,9.04132277407829e-05,8.93770061448337e-05,7.25161631009737e-05,7.55562626579989e-05,7.88918716129519e-05,9.02958459159058e-05,8.37347298452529e-05,8.89989483400606e-05
276,"DEU","Germany",0.00194330458073975,0.00238023257846285,0.00362429311535683,0.00450636423003622,0.00424806259339847,0.00482186519627235,0.0046880505545319,0.00361488934948376,0.00287732066974486,0.002756105163389,0.00175427542414537,0.0016362164672522,0.00174786406999147,0.00233441316281715,0.00372444584935186,0.00650265614230197,0.0093030686979821,0.0101564356101407
288,"GHA","Ghana",0.00592224919318754,0.00544758738157205,0.00434855040104248,0.00471928159383821,0.00531238881334506,0.00468422781603473,0.00494607251402687,0.00484409806427626,0.00609142020168299,0.0084505204438273,0.00954049147983533,0.0119270898697622,0.0141888451817705,0.0162078355913144,0.0152865283096514,0.0175635802946332,0.0170498810563255,0.0171460993874796
300,"GRC","Greece",0.00170455035233859,0.00141750576360975,0.00364680688721298,0.00466162992832014,0.00464804661582434,0.00484434992381415,0.00478186634982625,0.00299455526106085,0.00216184378521601,0.00201147984618752,0.00179662351714342,0.00178766957643327,0.00155158258498514,0.00161778477097883,0.00182478780773774,0.00191123325632824,0.00425319950659512,0.00430149821301797
304,"GRL","Greenland",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
308,"GRD","Grenada",0.00594720897107277,0.00593824548404435,0.00595208945298639,0.00590186861112907,0.00213625236076895,0.00292174928326267,0.00298240580606553,0.00278561219054472,0.00251348626768358,0.00244387713530439,0.00137248203881348,0.00150750333273707,0.00142631542160149,0.0020182449236799,0.00157824694784773,0.00166052655264351,0.00135566606570942,0.00130393003421978
320,"GTM","Guatemala",0.0094720163221286,0.00945247317716681,0.0112970484588883,0.0107511113176231,0.0115438844001663,0.0104738602652008,0.0101626476457542,0.00905749318608542,0.0084849536451409,0.0078321093892032,0.00768858390625427,0.0112711067737392,0.011158989793018,0.0115752391542522,0.0123126650037885,0.0134671264265629,0.0101266100542355,0.00926001637250341
831,"GGY","Guernsey",0.000245056762834889,6.68259689287677e-05,8.35477152546261e-05,0.000111403697257571,0.000267301291405538,0.000225534570098475,0.000284040658175476,0.000307419078892553,0.000287354399980245,0.000193783277302616,0.000217170495083948,0.000178123772550964,6.67192779460172e-05,6.67155693546861e-05,8.32565224685429e-05,7.77665830070282e-05,0.000150177618352155,0.00016692132350832
324,"GIN","Guinea",0.00216856997759939,0.00208852225729737,0.00220832653337453,0.00250863165138939,0.00266132665520732,0.0026972266400997,0.00299950079177466,0.00277067436362554,0.00582724468339858,0.00850697644609823,0.0120800380153517,0.0166972606419102,0.0217735269228792,0.0226733579307239,0.0241678805458806,0.0245744332948352,0.0233823332258906,0.0208976201441752
624,"GNB","Guinea-Bissau",0.00316402074827809,0.00309973513003259,0.00309416992440536,0.00351039411926015,0.00433758990886676,0.00451933906377643,0.00494288263833787,0.00446943656149028,0.00773267683775197,0.00864768068886884,0.0100985046955974,0.0123111980083908,0.0147274380143943,0.0135478213200798,0.0140645770812932,0.0148958322462948,0.0144405731788683,0.0131962507483279
328,"GUY","Guyana",0.000338811700017817,0.00029558059442399,0.000300026123538253,0.000321521276287483,0.000365790093592661,0.00041071244165928,0.000436288497218343,0.000519065739879715,0.000494398331818354,0.000535322423597042,0.000566753124752253,0.000757836693188867,0.000824396232834328,0.000873285565107385,0.000980364985084105,0.00100864247234797,0.000829919467698472,0.000736534175882486
332,"HTI","Haiti",0.0023473394015084,0.00204302730640164,0.002032970109199,0.00229422363735369,0.00231331426395286,0.00232522393861463,0.00265170620526169,0.00316320792750711,0.0033937731469282,0.00371858364837541,0.00395230360350382,0.00737768411465734,0.00766332939712658,0.00788473362552052,0.00800974143755803,0.00817619919534493,0.00471576419550555,0.00386436124745103
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",0.00450772172638909,0.00448836085530624,0.00476959328127419,0.00501955901452667,0.00566703957460364,0.00581208460620866,0.00609477219255871,0.00583362851224403,0.00584222729796707,0.00599641649233323,0.00610383181158465,0.00961449987426407,0.0117117397600558,0.0125546397718357,0.0131730666076565,0.0142946048361745,0.011221284132166,0.00977096351123838
