"code","iso","country","NRY.raw.1961","NRY.raw.1962","NRY.raw.1963","NRY.raw.1964","NRY.raw.1965","NRY.raw.1966","NRY.raw.1967","NRY.raw.1968","NRY.raw.1969","NRY.raw.1970","NRY.raw.1971","NRY.raw.1972","NRY.raw.1973","NRY.raw.1974","NRY.raw.1975","NRY.raw.1976","NRY.raw.1977","NRY.raw.1978","NRY.raw.1979","NRY.raw.1980","NRY.raw.1981","NRY.raw.1982","NRY.raw.1983","NRY.raw.1984","NRY.raw.1985","NRY.raw.1986","NRY.raw.1987","NRY.raw.1988","NRY.raw.1989","NRY.raw.1990","NRY.raw.1991","NRY.raw.1992","NRY.raw.1993","NRY.raw.1994","NRY.raw.1995","NRY.raw.1996","NRY.raw.1997","NRY.raw.1998","NRY.raw.1999","NRY.raw.2000","NRY.raw.2001","NRY.raw.2002","NRY.raw.2003","NRY.raw.2004","NRY.raw.2005","NRY.raw.2006","NRY.raw.2007","NRY.raw.2008","NRY.raw.2009","NRY.raw.2010","NRY.raw.2011","NRY.raw.2012","NRY.raw.2013","NRY.raw.2014","NRY.raw.2015","NRY.raw.2016","NRY.raw.2017","NRY.raw.2018","NRY.raw.2019","NRY.raw.2020","NRY.raw.2021"
36,"AUS","Australia",0.177121111111111,0.201815555555556,0.211714444444444,0.225421111111111,0.166022222222222,0.244407777777778,0.15821,0.242671111111111,0.204675555555556,0.203492222222222,0.249152222222222,0.197327777777778,0.318985555555556,0.316711111111111,0.374051111111111,0.344004444444444,0.291958888888889,0.409643333333333,0.368556666666667,0.280116666666667,0.367676666666667,0.236591111111111,0.439294444444444,0.371248888888889,0.359082222222222,0.368943333333333,0.339183333333333,0.402695555555556,0.418037777777778,0.433832222222222,0.444804444444444,0.436524444444444,0.488461111111111,0.491205555555556,0.401001111111111,0.503814444444444,0.568451111111111,0.515056666666667,0.531335555555556,0.529431111111111,0.487902222222222,0.508806666666667,0.316547777777778,0.494864444444444,0.45098,0.507138888888889,0.293317777777778,0.353392222222222,0.401134444444444,0.431622222222222,0.416955555555556,0.463091111111111,0.414038888888889,0.420187777777778,0.401156666666667,0.411366666666667,0.565206666666667,0.422188888888889,0.336998888888889,0.295631111111111,0.531044444444444
40,"AUT","Austria",0.398793333333333,0.398357777777778,0.413132222222222,0.431788888888889,0.352785555555556,0.467985555555556,0.505656666666667,0.522528888888889,0.535172222222222,0.489563333333333,0.535663333333333,0.506138888888889,0.578823333333333,0.612497777777778,0.574355555555556,0.63904,0.609218888888889,0.651866666666667,0.57215,0.690798888888889,0.622696666666667,0.728495555555556,0.757266666666667,0.803455555555556,0.810425555555556,0.746511111111111,0.762883333333333,0.829582222222222,0.793584444444444,0.858287777777778,0.83179,0.781505555555556,0.766354444444444,0.811427777777778,0.778353333333333,0.74125,0.837735555555555,0.835541111111111,0.848824444444444,0.749143333333333,0.823948888888889,0.801801111111111,0.720518888888889,0.906114444444444,0.834022222222222,0.784553333333333,0.80334,0.950685555555556,0.877887777777778,0.841781111111111,0.979101111111111,0.821224444444445,0.828653333333333,0.999955555555555,0.860725555555556,0.997008888888889,0.878126666666667,0.851971111111111,0.940476666666667,0.972153333333333,0.953255555555556
31,"AZE","Azerbaijan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.293304444444444,0.247781111111111,0.227301111111111,0.206587777777778,0.219893333333333,0.178727777777778,0.161037777777778,0.170968888888889,0.222917777777778,0.273824444444444,0.295177777777778,0.289687777777778,0.310252222222222,0.334458888888889,0.310331111111111,0.290748888888889,0.326032222222222,0.365708888888889,0.264086666666667,0.320273333333333,0.349304444444444,0.354356666666667,0.291643333333333,0.347986666666667,0.363062222222222,0.373976666666667,0.416214444444444,0.455676666666667,0.437143333333333,0.434006666666667
44,"BHS","Bahamas",0.136837777777778,0.141525555555556,0.146668888888889,0.150677777777778,0.155121111111111,0.206087777777778,0.254774444444444,0.233254444444444,0.209543333333333,0.296727777777778,0.186945555555556,0.353313333333333,0.343735555555556,0.36018,0.399358888888889,0.484846666666667,0.434948888888889,0.374722222222222,0.385076666666667,0.374328888888889,0.458763333333333,0.461156666666667,0.365153333333333,0.445058888888889,0.377844444444444,0.345482222222222,0.354153333333333,0.406151111111111,0.464786666666667,0.485545555555556,0.409104444444444,0.354145555555556,0.416884444444444,0.487997777777778,0.399926666666667,0.448657777777778,0.402557777777778,0.456205555555556,0.480835555555556,0.478897777777778,0.5397,0.456064444444444,0.449045555555556,0.464775555555556,0.464446666666667,0.505812222222222,0.52228,0.524927777777778,0.513642222222222,0.594173333333333,0.546282222222222,0.545216666666667,0.546628888888889,0.572383333333333,0.581105555555556,0.58097,0.584323333333333,0.588275555555556,0.584216666666667,0.587476666666667,0.589795555555556
48,"BHR","Bahrain",0.124743333333333,0.127575555555556,0.128977777777778,0.128977777777778,0.129411111111111,0.117297777777778,0.118526666666667,0.119154444444444,0.120016666666667,0.121121111111111,0.123902222222222,0.125911111111111,0.125923333333333,0.138468888888889,0.195881111111111,0.260373333333333,0.321687777777778,0.318712222222222,0.305986666666667,0.310281111111111,0.145395555555556,0.117978888888889,0.119295555555556,0.121517777777778,0.136737777777778,0.145911111111111,0.161948888888889,0.16444,0.163688888888889,0.103506666666667,0.113384444444444,0.125528888888889,0.134025555555556,0.157751111111111,0.1817,0.188043333333333,0.1848,0.266077777777778,0.255316666666667,0.20522,0.194052222222222,0.187175555555556,0.185814444444444,0.190934444444444,0.170243333333333,0.296161111111111,0.246717777777778,0.235884444444444,0.246362222222222,0.248748888888889,0.24468,0.267146666666667,0.273315555555556,0.274606666666667,0.27981,0.29943,0.265328888888889,0.272506666666667,0.28272,0.292817777777778,0.304387777777778
50,"BGD","Bangladesh",0.286272222222222,0.271313333333333,0.313456666666667,0.31228,0.314266666666667,0.301368888888889,0.34396,0.348294444444444,0.365985555555556,0.344996666666667,0.316998888888889,0.301313333333333,0.33969,0.331537777777778,0.369468888888889,0.349591111111111,0.381806666666667,0.389055555555556,0.387306666666667,0.418945555555556,0.420184444444444,0.433594444444444,0.447547777777778,0.447454444444444,0.465497777777778,0.459728888888889,0.455776666666667,0.446637777777778,0.489063333333333,0.492997777777778,0.511238888888889,0.559746666666667,0.565301111111111,0.537883333333333,0.56165,0.595298888888889,0.597567777777778,0.623048888888889,0.69715,0.747758888888889,0.723233333333333,0.74552,0.759951111111111,0.72494,0.813271111111111,0.813522222222222,0.861584444444444,0.932364444444444,0.945176666666667,0.989722222222222,1,1,1,1,1,1,1,1,1,1,1
52,"BRB","Barbados",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.960233333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.926056666666667,1,1,0.821122222222222,0.80428,0.692357777777778,0.617257777777778,0.856362222222222,0.96249,0.645277777777778,0.66816,0.66435
112,"BLR","Belarus",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.328613333333333,0.353285555555556,0.272012222222222,0.264642222222222,0.283691111111111,0.29452,0.239893333333333,0.192638888888889,0.24998,0.272065555555556,0.305783333333333,0.297458888888889,0.382071111111111,0.344498888888889,0.326035555555556,0.378021111111111,0.473452222222222,0.450094444444444,0.373957777777778,0.410666666666667,0.476386666666667,0.397815555555556,0.485563333333333,0.423228888888889,0.367534444444444,0.41456,0.324946666666667,0.379222222222222,0.440706666666667,0.406876666666667
56,"BEL","Belgium",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,0.954113333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925342222222222,1,0.986091111111111,1,1,0.993147777777778
84,"BLZ","Belize",0.307928888888889,0.261313333333333,0.261295555555556,0.353435555555556,0.385675555555556,0.464403333333333,0.606781111111111,0.69752,0.588734444444444,0.745424444444444,0.700076666666667,0.72409,0.764286666666667,0.852305555555556,0.78102,0.653133333333333,0.915947777777778,1,0.933144444444444,0.953648888888889,0.915692222222222,1,1,0.925186666666667,0.885131111111111,0.783645555555555,0.666261111111111,0.620296666666667,0.680591111111111,0.72316,0.724733333333333,0.699844444444444,0.640206666666667,0.688554444444444,0.634507777777778,0.6765,0.723447777777778,0.688505555555556,0.70333,0.742265555555556,0.721265555555555,0.767812222222222,0.779225555555556,0.9172,0.86243,0.972284444444445,0.992674444444444,0.853762222222222,0.827824444444444,0.923256666666667,0.777548888888889,0.821757777777778,0.877287777777778,0.943498888888889,0.750976666666667,0.777053333333333,0.871105555555556,0.849648888888889,0.817862222222222,0.759654444444444,0.897386666666667
