"code","iso","country","HFX.raw.1990","HFX.raw.1991","HFX.raw.1992","HFX.raw.1993","HFX.raw.1994","HFX.raw.1995","HFX.raw.1996","HFX.raw.1997","HFX.raw.1998","HFX.raw.1999","HFX.raw.2000","HFX.raw.2001","HFX.raw.2002","HFX.raw.2003","HFX.raw.2004","HFX.raw.2005","HFX.raw.2006","HFX.raw.2007","HFX.raw.2008","HFX.raw.2009","HFX.raw.2010","HFX.raw.2011","HFX.raw.2012","HFX.raw.2013","HFX.raw.2014","HFX.raw.2015","HFX.raw.2016","HFX.raw.2017","HFX.raw.2018","HFX.raw.2019","HFX.raw.2020"
72,"BWA","Botswana",0.749157281881176,0.727995433398075,0.706852262125269,0.685376688324296,0.664258571563246,0.646596010717616,0.630378090860002,0.614981818812064,0.600368645228483,0.586479926685729,0.574095710991756,0.561222325605127,0.550265222375174,0.53995296664229,0.530153305396817,0.521615767363866,0.513518744439211,0.505598493933771,0.49806493348124,0.491704421848123,0.485275376238773,0.478106557913436,0.469624743227193,0.46032629706678,0.449587693724183,0.437783560558007,0.425296340878957,0.412353716065111,0.399176612515713,0.385723710721562,0.372023910167224
76,"BRA","Brazil",0.316895851453616,0.303457386057447,0.288021629070719,0.27173752927902,0.255436730547739,0.239444667350347,0.224136606392442,0.214416769800187,0.20527152601511,0.196642937207938,0.188602779126271,0.180821010947322,0.173410169790084,0.165504897646871,0.159034515617611,0.152607133936909,0.146172305381654,0.139639282503368,0.132957501922785,0.126624684990481,0.12025550491087,0.114069178074577,0.108043045358227,0.101823143100429,0.0970630689303785,0.0921341281758765,0.0875481485032841,0.082903994831778,0.0783623333319028,0.0741216563934499,0.0701489906542835
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",0.1696780589466,0.157788811016747,0.14612262457835,0.133700919241377,0.122501044114724,0.112574801114421,0.103757869121649,0.0952906385782992,0.0877762382660805,0.0808482827481085,0.074363258030172,0.0683008128631239,0.0624953376771821,0.0566165300569146,0.0511268601419652,0.0461130738566216,0.042011212108946,0.0384862414625524,0.0356847420103371,0.0333481675123798,0.0314865890895516,0.0301693981626801,0.0288950726071627,0.0276604393570975,0.0265100086317771,0.0253900585079233,0.0242930558978097,0.023204731596317,0.0221575269007176,0.0211453935443912,0.0201556690757044
100,"BGR","Bulgaria",0.208239517295221,0.205093479660989,0.202078221696288,0.198762987395696,0.195372816340816,0.192301257149289,0.189422650418095,0.186870428109575,0.184615728112766,0.182447068325742,0.180482110234237,0.178591764369888,0.176820733735708,0.17870059421728,0.184759967989315,0.190380577125618,0.193795473303309,0.192590805158252,0.19117448957368,0.189996408749119,0.188797107942612,0.18583180211031,0.182932947655333,0.180243932913984,0.176652584733245,0.173266939174759,0.169854453634213,0.166645155241071,0.163326060431871,0.160325901335687,0.157160977618943
854,"BFA","Burkina Faso",0.983101279360783,0.982746863728233,0.982338949662541,0.9818639187299,0.98132832072535,0.980675457925376,0.979981910164651,0.979234377069033,0.978386181113137,0.977471400200955,0.976439759684624,0.975257315960951,0.973857543827184,0.97204825632575,0.969904771474882,0.967513249438811,0.96491635195052,0.962261584096525,0.959726479169038,0.956891169321667,0.953923911886835,0.950979924980584,0.947962670853506,0.944851083317537,0.941664932749208,0.939185691439265,0.936874055352385,0.934624478402818,0.932491522563144,0.930295000317494,0.928114743225931
108,"BDI","Burundi",0.995473457888302,0.995276109037561,0.995054148038263,0.994764116794579,0.994448637161201,0.994095005982074,0.993698935197497,0.993298099811319,0.992848865712126,0.99246388967092,0.992024599482562,0.991612597683431,0.99115001485301,0.990386096690052,0.989616141185493,0.988837264478791,0.98796012276359,0.987146759365038,0.986364561231122,0.985899982131595,0.985558152945838,0.985229082664491,0.984958057927454,0.98470794610209,0.9844912992006,0.984296337780056,0.984104185825688,0.983476858731951,0.982785396968393,0.982013411716019,0.981129688069858
132,"CPV","Cabo Verde",0.727414247805358,0.713297241951238,0.698236833301041,0.681965866156283,0.664541873303928,0.645553875101813,0.62559101338166,0.60386073533541,0.580877543942361,0.556801709964827,0.532534907040586,0.506233194922665,0.479895469100778,0.453929183167368,0.428144395709694,0.403068364408508,0.37857720051133,0.354104463457879,0.334071428073712,0.314184011931181,0.295739374028216,0.282055615940311,0.269277249348332,0.256975477025109,0.244951937442987,0.232816947614578,0.220575731658227,0.208126815785462,0.196233944314667,0.184255318909655,0.172473456657663
116,"KHM","Cambodia",0.972893130566775,0.972392623383767,0.971803379906815,0.971071065138291,0.970179890145789,0.969097987824391,0.967822532112547,0.96625289433805,0.96428468428261,0.961436539704079,0.958051334431905,0.953905939900472,0.948989770383823,0.94333103251236,0.93702666552783,0.929742089784183,0.921897116174737,0.913864818675958,0.905371735833061,0.896030286759178,0.885975168209779,0.875247701884437,0.863857210509399,0.85175936580937,0.839315404332284,0.827610106147024,0.816315006959008,0.806363055675657,0.79651641353578,0.787068941792309,0.778013679047183
120,"CMR","Cameroon",0.844192016978512,0.843369342555678,0.843045570697616,0.842942594136307,0.842945160511857,0.842874946562573,0.842534070545577,0.841883984144589,0.840248463447582,0.837905564604397,0.834626667183346,0.830152622365434,0.825563706115616,0.821056802527654,0.816790510964264,0.813535517281353,0.812576725350141,0.812462911689923,0.813307894498313,0.813463312057261,0.813250851158824,0.812055655030384,0.808755312028014,0.80379035083751,0.796891493689056,0.787468491498042,0.776021809286502,0.762314682848345,0.746910310999427,0.72933692311352,0.709898392440536
124,"CAN","Canada",0.0103385465136694,0.0103900257152811,0.0104679029909908,0.0105434036949953,0.0105988467173485,0.0106018937464732,0.0105329472089055,0.0103721020262125,0.0101106975891284,0.00960043511057891,0.00886487797492852,0.00795167566430199,0.00691417345952895,0.00584887378593099,0.00483474195543067,0.0039209815407359,0.00322665514090421,0.00270476251779175,0.00231544174383321,0.00202681223617732,0.00181678120482505,0.00167109962521528,0.00155333823208704,0.00145958737457758,0.00138423180619211,0.00132298316982084,0.00127302084375473,0.00123376034819741,0.0012033010724697,0.00118051240333458,0.00116289153697907
136,"CYM","Cayman Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
140,"CAF","Central African Republic",0.999994917689295,0.999994684916915,0.99999443617016,0.999992450939973,0.999989599945363,0.999985476293534,0.999979484847915,0.99997074809696,0.999958025916365,0.99993947079979,0.999912626273567,0.999874401434118,0.999820601441884,0.999745663234618,0.999642788216904,0.999503994951579,0.999320542168848,0.999267645196266,0.999210095626189,0.99914663501558,0.999075958286425,0.99899790777843,0.998916898863861,0.998831926625302,0.998734699931214,0.998623237260509,0.998496126317657,0.998355005365289,0.99819236710143,0.998006952631854,0.997795918646984
148,"TCD","Chad",0.983870683365589,0.983545398294976,0.983200290717347,0.982829943954401,0.982449800991892,0.982050511578182,0.981633180351349,0.981201896721763,0.980758982096113,0.980289223155173,0.979815315108671,0.979285962637451,0.978711298498144,0.978110525916536,0.97751709365597,0.976876986410576,0.976177801310009,0.975416943547203,0.974614688125722,0.973718392028966,0.972761398508408,0.971634135070859,0.970411785812475,0.969090096821762,0.967656384747529,0.966290478594926,0.964797663628226,0.963141188520631,0.961317354404929,0.959317734705994,0.957153832361493
152,"CHL","Chile",0.212674045046592,0.208723737185807,0.203798589220248,0.196840141191487,0.18940078286844,0.181756753834986,0.17406759450601,0.166297529901018,0.158306859637533,0.150352172704266,0.142566923919774,0.135000158707522,0.1278602764207,0.120702750093308,0.114176614850675,0.10817504046718,0.102518278311044,0.0971151484941523,0.0919713439167424,0.0871074871486724,0.0825035028497309,0.0782795928600472,0.0744155940109968,0.0708083129388054,0.0674338591266895,0.0642511341268945,0.0612292100858004,0.0583901147413175,0.0558253504082995,0.0534873687551568,0.0512876199423844
156,"CHN","China",0.852004794579117,0.843054836307047,0.833697854637376,0.824510184698573,0.815085952327265,0.805393873811725,0.795064648004755,0.784080100539922,0.772593474407305,0.759770092027051,0.74622472700956,0.730402968560322,0.713249555886428,0.694516084657382,0.673842195845861,0.652322827448921,0.628670739483359,0.60507537342034,0.581091158807407,0.557261431225265,0.532598274262338,0.509294734470205,0.485723373632258,0.461427487432798,0.436494047346575,0.412419630459239,0.388422383892556,0.364672387335275,0.341706526534252,0.319528725470891,0.297977233795525
170,"COL","Colombia",0.300009019289664,0.28938977961376,0.278584436473381,0.267652072272372,0.256910824817325,0.24668020215994,0.237058640171298,0.228107357407431,0.22051795563089,0.213529418501488,0.207264723426169,0.201835339822325,0.197087976173484,0.192710897096889,0.188268775629374,0.183819822486551,0.178985169480768,0.173199957420104,0.167103087409574,0.160554917785483,0.153803886341208,0.145977488646366,0.137788977088501,0.129386184718895,0.120993791087562,0.112602378703883,0.104107618572545,0.095216644683459,0.0868528412783726,0.0809756482970766,0.0754105927493047
174,"COM","Comoros",0.971498647240646,0.967756731800499,0.963234282006825,0.95740101094429,0.950492531594392,0.941950392069909,0.932132173241449,0.920659488057609,0.907272451622737,0.892209075918494,0.875586961035868,0.858248770957309,0.840064871440511,0.82110800833309,0.808398972146563,0.802324679366947,0.798554242591492,0.797415192938192,0.797952582474162,0.798677126875395,0.800469579859716,0.800905667598827,0.801051297925787,0.802826943823697,0.804634648413921,0.80537118254358,0.806254771147439,0.802452518359937,0.798168310534277,0.793407499347925,0.788196412275024
184,"COK","Cook Islands",0.178462730619813,0.171321102610995,0.164035411189863,0.156857118294503,0.14994367633369,0.143437137769013,0.137144383408382,0.131218098556866,0.125601174761295,0.120001043918092,0.114216786701909,0.108489416364248,0.102240961661204,0.0964677669616013,0.0912838037854569,0.0867709906509735,0.0829945600481458,0.082247467527725,0.0822183101303391,0.0828455077182245,0.0839657698469412,0.0854762778952393,0.087190304483031,0.0889219531860329,0.0904585104017629,0.0915578588550714,0.0920747088180085,0.0893664251814205,0.0861636382158793,0.0826066494418468,0.0787811185315964
188,"CRI","Costa Rica",0.256541628339932,0.240275649997308,0.224893869214126,0.210538485544417,0.197219160731214,0.184956723687729,0.17344057051402,0.162876886196654,0.153142690894509,0.144331090949293,0.136396277426268,0.129168356683881,0.122865345654119,0.117396787302303,0.112461102606615,0.107956229902876,0.103788369430971,0.0998650940971454,0.0962513556228648,0.092810472141467,0.0896728762229636,0.0863535689714233,0.08298924033038,0.0794659110989465,0.0759517846259288,0.0724317994147709,0.068907755825341,0.0655068524001443,0.0622034761391647,0.0590480033048363,0.0560178508575104
384,"CIV","Cote d'Ivoire",0.928559158198213,0.927489538537936,0.926443931589801,0.92529345507039,0.924094567923493,0.922756950128042,0.921267623116408,0.919459325115283,0.917406150794916,0.915034202361773,0.912463505038162,0.909684217373443,0.906316479581397,0.902667964541205,0.89847004580655,0.893981141030152,0.888907333830374,0.883877709977542,0.878673779161223,0.871908881060562,0.864666528179288,0.856328445358306,0.847231302504575,0.839447294014919,0.831010599134862,0.822120652443255,0.81272712534046,0.805206790374757,0.797921349090147,0.790064951041847,0.782091805788102
191,"HRV","Croatia",0.174353312211941,0.165250562773087,0.157178479870195,0.149927286308407,0.143415400958211,0.137716150473005,0.132347017527882,0.12653833302079,0.121095254441172,0.11579214081381,0.110701552117678,0.105817311072893,0.101218924764,0.0967318437288618,0.0927882290067812,0.0889984266716594,0.0853975759007729,0.0819087159449521,0.0785827034545233,0.0754334038730117,0.0725584195560832,0.0698674960280279,0.0673148718918977,0.0649082766866466,0.0624991912295817,0.0601234338856811,0.0577217750012661,0.0553659769245285,0.0531667580123877,0.0511269555898371,0.049246170959768
192,"CUB","Cuba",0.0503548957580901,0.0474042671180852,0.0446443946435969,0.0421700846935087,0.039942303191552,0.0379071574867738,0.036012718660372,0.0343787194267626,0.0330235674355463,0.0318550217713765,0.0308240932165473,0.0299813584583816,0.0290514719425107,0.0281889362007409,0.0272965683903974,0.0264297934197363,0.0255834129461209,0.0246049963740878,0.0235693317717051,0.0225697018498737,0.0216060980231578,0.0207212970939906,0.0198699498528486,0.0189708675350868,0.0180607037019906,0.0171737957619737,0.0163320741023527,0.0154855950975958,0.0146583359113877,0.0138417888410799,0.0130526812737663
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",0.0126262044752234,0.0116225565366873,0.0107053076594002,0.00986637557024214,0.00911614396498221,0.00844565136931373,0.00782692243529548,0.00725520240379215,0.00673359483961125,0.00625321110104698,0.00580623841005402,0.00540224213407579,0.00503377212255392,0.00461519919408825,0.00423462356554118,0.00389028920071297,0.00358121276340639,0.00330343608253468,0.00305422990030099,0.00282825229605596,0.00262488329715358,0.0025858027020375,0.0024451514931784,0.00231867047080221,0.00220389669800759,0.00209869776306811,0.00200115394577,0.00191217806820574,0.00183172834703072,0.00175979094096532,0.00169608424136366
