"code","iso","country","WWG.raw.2015","WWG.raw.2016","WWG.raw.2017","WWG.raw.2018","WWG.raw.2019","WWG.raw.2020","WWG.raw.2021"
192,"CUB","Cuba",200.354589293339,203.050392205545,238.611802859901,265.554479802872,222.665550248451,132.916391536169,224.680296635541
531,"CUW","Curacao",73.0143309279656,-9999,-9999,-9999,-9999,-9999,-9999
196,"CYP","Cyprus",21.8061451384678,-9999,-9999,-9999,-9999,-9999,-9999
203,"CZE","Czech Republic",86.1009140950188,-9999,-9999,-9999,-9999,-9999,-9999
180,"COD","Dem. Rep. Congo",4.45797326322429,-9999,-9999,-9999,-9999,-9999,-9999
208,"DNK","Denmark",114.165908475489,106.28996806919,104.760120590184,109.461484981107,104.442023643967,103.549676887419,109.405704511372
262,"DJI","Djibouti",12.8137527217148,-9999,-9999,-9999,-9999,-9999,-9999
212,"DMA","Dominica",33.8710414672818,-9999,-9999,-9999,-9999,-9999,-9999
214,"DOM","Dominican Republic",-9999,-9999,-9999,-9999,96.9014533515434,86.5764602900598,-9999
218,"ECU","Ecuador",56.8121745858922,55.5811497370524,43.5587830922832,42.9528271642754,45.5204986640713,61.6916914057092,-9999
818,"EGY","Egypt",121.761537330328,-9999,-9999,-9999,-9999,-9999,-9999
222,"SLV","El Salvador",34.2028458693906,-9999,-9999,-9999,-9999,-9999,-9999
226,"GNQ","Equatorial Guinea",30.48557172267,-9999,-9999,-9999,-9999,-9999,-9999
232,"ERI","Eritrea",11.7866387066371,-9999,-9999,-9999,-9999,-9999,-9999
233,"EST","Estonia",-9999,93.859962456015,96.2513587534083,82.2707202924105,89.622563301776,93.1086510791096,91.9205489085844
748,"SWZ","Eswatini",18.0355478616077,-9999,-9999,-9999,-9999,-9999,-9999
231,"ETH","Ethiopia",4.10937301393714,-9999,-9999,-9999,-9999,-9999,-9999
234,"FRO","Faeroe Islands",94.9986889544412,-9999,-9999,-9999,-9999,-9999,-9999
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",37.219708896642,-9999,-9999,-9999,-9999,-9999,-9999
246,"FIN","Finland",70.0343898045289,-9999,-9999,-9999,-9999,-9999,-9999
250,"FRA","France",66.1282078092504,-9999,-9999,-9999,-9999,-9999,-9999
258,"PYF","French Polynesia",65.381106766237,-9999,-9999,-9999,-9999,-9999,-9999
266,"GAB","Gabon",20.9198473564678,-9999,-9999,-9999,-9999,-9999,-9999
270,"GMB","Gambia",6.02737166425595,-9999,-9999,-9999,-9999,-9999,-9999
268,"GEO","Georgia",32.3663100398467,-9999,-9999,-9999,-9999,-9999,-9999
276,"DEU","Germany",91.9501417435472,-9999,-9999,-9999,-9999,-9999,-9999
288,"GHA","Ghana",18.1969190541395,-9999,-9999,-9999,-9999,-9999,-9999
300,"GRC","Greece",125.219764412941,-9999,-9999,-9999,-9999,-9999,-9999
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",101.128424945369,-9999,-9999,-9999,-9999,-9999,-9999
320,"GTM","Guatemala",93.4326030538524,-9999,-9999,-9999,-9999,-9999,-9999
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",5.32625921662811,-9999,-9999,-9999,-9999,-9999,-9999
624,"GNB","Guinea-Bissau",4.43584086255443,-9999,-9999,-9999,-9999,-9999,-9999
328,"GUY","Guyana",30.6752981003429,-9999,-9999,-9999,-9999,-9999,-9999
332,"HTI","Haiti",6.7403581888527,-9999,-9999,-9999,-9999,-9999,-9999
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",38.4097915919137,-9999,-9999,-9999,-9999,-9999,-9999
344,"HKG","Hong Kong",142.737962366108,144.704480345119,141.932638505654,142.423317365752,142.375377269276,-9999,-9999
348,"HUN","Hungary",35.1307768300568,-9999,-9999,-9999,-9999,-9999,-9999
352,"ISL","Iceland",114.177114097003,-9999,-9999,-9999,-9999,-9999,-9999
356,"IND","India",14.0809912637406,-9999,-9999,-9999,-9999,-9999,-9999
360,"IDN","Indonesia",53.4351003622382,-9999,-9999,-9999,-9999,-9999,-9999
364,"IRN","Iran",31.7702562808958,-9999,-9999,-9999,-9999,-9999,-9999
368,"IRQ","Iraq",18.6609325068695,21.8823000488682,30.6132247332877,25.358025360489,26.7535689951188,27.8469451688588,-9999
372,"IRL","Ireland",171.401029401162,-9999,-9999,-9999,-9999,-9999,-9999
833,"IMN","Isle of Man",137.111289222782,-9999,-9999,-9999,-9999,-9999,-9999
376,"ISR","Israel",68.6486915430604,-9999,-9999,-9999,-9999,-9999,-9999
380,"ITA","Italy",81.9251379807294,-9999,-9999,-9999,-9999,-9999,-9999
388,"JAM","Jamaica",35.4440409455187,-9999,-9999,-9999,-9999,-9999,-9999
392,"JPN","Japan",95.9718295435776,-9999,-9999,-9999,-9999,-9999,-9999
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",29.7464370525053,28.4977223498734,28.6900702479917,-9999,-9999,-9999,-9999
398,"KAZ","Kazakhstan",337.394143217453,291.707820392822,305.02707207363,265.916565972433,283.996860050407,266.219658635422,267.475380753885
404,"KEN","Kenya",-9999,-9999,36.2811527331469,-9999,-9999,-9999,-9999
296,"KIR","Kiribati",9.33535263523182,-9999,-9999,-9999,-9999,-9999,-9999
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",74.4414918043985,-9999,-9999,-9999,-9999,-9999,-9999
417,"KGZ","Kyrgyzstan",11.9020530813007,-9999,-9999,-9999,-9999,-9999,-9999
418,"LAO","Laos",32.5592231745233,-9999,-9999,-9999,-9999,-9999,-9999
428,"LVA","Latvia",105.876481079652,-9999,-9999,-9999,-9999,-9999,-9999
422,"LBN","Lebanon",54.4282459282319,-9999,-9999,-9999,-9999,-9999,-9999
426,"LSO","Lesotho",8.2908382782139,-9999,-9999,-9999,-9999,-9999,-9999
430,"LBR","Liberia",4.63148183921832,-9999,-9999,-9999,-9999,-9999,-9999
434,"LBY","Libya",27.6783633050102,-9999,-9999,-9999,-9999,-9999,-9999
438,"LIE","Liechtenstein",187.141105608352,-9999,-9999,-9999,-9999,-9999,-9999
440,"LTU","Lithuania",62.4150662154765,-9999,-9999,-9999,-9999,-9999,-9999
442,"LUX","Luxembourg",49.7277757880914,-9999,-9999,-9999,-9999,-9999,-9999
446,"MAC","Macao",135.830607292451,-9999,-9999,-9999,-9999,-9999,-9999
450,"MDG","Madagascar",3.35469257627245,-9999,-9999,-9999,-9999,-9999,-9999
454,"MWI","Malawi",2.12032132821519,2.06347097926509,2.00859373440223,1.95536959811863,1.90360727642698,-9999,-9999
458,"MYS","Malaysia",62.163546510255,64.6249757591692,64.8717349217777,66.2640144501631,67.7517219771674,-9999,-9999
462,"MDV","Maldives",54.7913963386917,-9999,-9999,-9999,-9999,-9999,-9999
466,"MLI","Mali",6.86930761583439,-9999,-9999,-9999,-9999,-9999,-9999
470,"MLT","Malta",126.816356703584,100.932018025457,115.555802469663,134.721333801044,125.500434470363,102.943345260919,123.385840134533
584,"MHL","Marshall Islands",28.0572151386359,-9999,-9999,-9999,-9999,-9999,-9999
478,"MRT","Mauritania",6.50127970564236,-9999,-9999,-9999,-9999,-9999,-9999
480,"MUS","Mauritius",32.0081496327043,-9999,-9999,-9999,-9999,-9999,-9999
484,"MEX","Mexico",62.8573064860805,-9999,-9999,-9999,-9999,-9999,-9999
583,"FSM","Micronesia",25.5929454970675,-9999,-9999,-9999,-9999,-9999,-9999
498,"MDA","Moldova",237.033044685114,239.610571685218,244.274893664282,252.16413397887,256.834823198049,257.911374391396,261.286617194332
492,"MCO","Monaco",167.059983677911,163.34466294408,158.438613540654,183.845499473386,185.072365934007,153.366827365798,160.47225099493
496,"MNG","Mongolia",47.0692932184141,-9999,-9999,-9999,-9999,-9999,-9999
499,"MNE","Montenegro",44.0163848791065,-9999,-9999,-9999,-9999,-9999,-9999
504,"MAR","Morocco",21.6260696441783,-9999,-9999,-9999,-9999,-9999,-9999
508,"MOZ","Mozambique",5.23413334587032,-9999,-9999,-9999,-9999,-9999,-9999
104,"MMR","Myanmar",13.709480463513,-9999,-9999,-9999,-9999,-9999,-9999
516,"NAM","Namibia",23.1293544848566,-9999,-9999,-9999,-9999,-9999,-9999
520,"NRU","Nauru",30.1211443898078,-9999,-9999,-9999,-9999,-9999,-9999
524,"NPL","Nepal",9.48737314754535,-9999,-9999,-9999,-9999,-9999,-9999
528,"NLD","Netherlands",-9999,-9999,-9999,118.996329074961,125.074416798877,125.510993893874,-9999
540,"NCL","New Caledonia",96.6017664959549,-9999,-9999,-9999,-9999,-9999,-9999
554,"NZL","New Zealand",114.994730333666,-9999,-9999,-9999,-9999,-9999,-9999
558,"NIC","Nicaragua",72.459264744313,-9999,-9999,-9999,-9999,-9999,-9999
562,"NER","Niger",2.6431385259749,-9999,-9999,-9999,-9999,-9999,-9999
566,"NGA","Nigeria",12.4405023734647,-9999,-9999,-9999,-9999,-9999,-9999
570,"NIU","Niue",-8888,-8888,-8888,-8888,-8888,-8888,-8888
408,"PRK","North Korea",20.5080347762878,-9999,-9999,-9999,-9999,-9999,-9999
807,"MKD","North Macedonia",20.5533743658905,-9999,-9999,-9999,-9999,-9999,-9999
578,"NOR","Norway",173.336132414731,-9999,-9999,-9999,-9999,-9999,-9999
512,"OMN","Oman",-9999,-9999,-9999,22.0851100060267,23.3131374425129,25.0636334163035,24.0990282870966
586,"PAK","Pakistan",26.8855458295169,-9999,-9999,-9999,-9999,-9999,-9999
585,"PLW","Palau",64.6290884567832,-9999,-9999,-9999,-9999,-9999,-9999
591,"PAN","Panama",81.7236322619171,82.9718363047694,84.1765986021211,83.9820943735738,83.953608147558,82.7415330351463,82.1316121258475
598,"PNG","Papua New Guinea",7.87294288273882,-9999,-9999,-9999,-9999,-9999,-9999
600,"PRY","Paraguay",39.9714685292047,-9999,-9999,-9999,-9999,-9999,-9999
604,"PER","Peru",31.6020613109664,33.0774309771704,34.6767407246957,36.2823313659967,36.8955638227988,35.9968530470543,35.7102566949161
608,"PHL","Philippines",9.71799315674406,-9999,-9999,-9999,-9999,-9999,-9999
616,"POL","Poland",55.8647128873345,57.0438513875409,57.8714962380604,57.7122956701492,57.3273480708459,57.9209463451214,59.7142182275927
620,"PRT","Portugal",50.4093675311901,-9999,-9999,-9999,-9999,-9999,-9999
634,"QAT","Qatar",114.633009646012,-9999,-9999,-9999,-9999,-9999,-9999
178,"COG","Republic of Congo",7.14645882047695,-9999,-9999,-9999,-9999,-9999,-9999
642,"ROU","Romania",98.038839670692,99.1814799789283,96.233979615304,98.326124565253,97.8894516357101,88.7302267035206,94.2150264541409
643,"RUS","Russia",65.9594246564828,-9999,-9999,-9999,-9999,-9999,-9999
646,"RWA","Rwanda",10.2323060658377,-9999,-9999,-9999,-9999,-9999,-9999
652,"BLM","Saint Barthelemy",-8888,-8888,-8888,-8888,-8888,-8888,-8888
659,"KNA","Saint Kitts and Nevis",74.6076585059636,-9999,-9999,-9999,-9999,-9999,-9999
662,"LCA","Saint Lucia",44.5321911139202,-9999,-9999,-9999,-9999,-9999,-9999
670,"VCT","Saint Vincent and the Grenadines",38.3061925959317,-9999,-9999,-9999,-9999,-9999,-9999
882,"WSM","Samoa",34.0074077348935,-9999,-9999,-9999,-9999,-9999,-9999
674,"SMR","San Marino",103.183229073578,-9999,-9999,-9999,-9999,-9999,-9999
678,"STP","Sao Tome and Principe",9.40163282353175,-9999,-9999,-9999,-9999,-9999,-9999
682,"SAU","Saudi Arabia",74.6498121151585,74.8511137389062,74.7439792131295,87.168981852916,87.7457175468291,-9999,-9999
686,"SEN","Senegal",16.5272679412443,-9999,-9999,-9999,-9999,-9999,-9999
688,"SRB","Serbia",63.2735399907235,-9999,-9999,-9999,-9999,-9999,-9999
690,"SYC","Seychelles",64.0746850212484,-9999,-9999,-9999,-9999,-9999,-9999
694,"SLE","Sierra Leone",4.22924129019451,-9999,-9999,-9999,-9999,-9999,-9999
702,"SGP","Singapore",99.862616129136,-9999,-9999,-9999,-9999,-9999,-9999
534,"SXM","Sint Maarten",81.5656406954282,-9999,-9999,-9999,-9999,-9999,-9999
703,"SVK","Slovakia",90.4201149710323,-9999,-9999,-9999,-9999,-9999,-9999
705,"SVN","Slovenia",55.8750995260066,52.1054777578374,54.4428248712246,52.6497496979113,52.9691603799108,51.4026937541946,55.8280785492384
90,"SLB","Solomon Islands",8.92454379264192,-9999,-9999,-9999,-9999,-9999,-9999
706,"SOM","Somalia",4.46297911363242,-9999,-9999,-9999,-9999,-9999,-9999
710,"ZAF","South Africa",65.6902024507474,-9999,-9999,-9999,-9999,-9999,-9999
410,"KOR","South Korea",142.702323301443,-9999,-9999,-9999,-9999,-9999,-9999
728,"SSD","South Sudan",5.18048267247462,-9999,-9999,-9999,-9999,-9999,-9999
724,"ESP","Spain",92.2446357433266,-9999,-9999,-9999,-9999,-9999,-9999
144,"LKA","Sri Lanka",7.48228275444883,-9999,-9999,-9999,-9999,-9999,-9999
275,"PSE","State of Palestine",-9999,-9999,-9999,-9999,-9999,-9999,13494.4926097187
729,"SDN","Sudan",11.9901055974746,-9999,-9999,-9999,-9999,-9999,-9999
740,"SUR","Suriname",39.2703523176506,-9999,-9999,-9999,-9999,-9999,-9999
752,"SWE","Sweden",61.7533670653869,-9999,-9999,-9999,-9999,-9999,-9999
756,"CHE","Switzerland",173.21245446366,-9999,-9999,-9999,-9999,-9999,-9999
760,"SYR","Syria",17.7568851483699,-9999,-9999,-9999,-9999,-9999,-9999
158,"TWN","Taiwan",72.6305125148987,-9999,-9999,-9999,-9999,-9999,-9999
762,"TJK","Tajikistan",19.0985791634811,-9999,-9999,-9999,-9999,-9999,-9999
834,"TZA","Tanzania",1.35777706500467,1.52309588936043,1.77864339814476,2.61261727682125,-9999,-9999,-9999
764,"THA","Thailand",73.0607824973589,-9999,-9999,-9999,-9999,-9999,-9999
626,"TLS","Timor-Leste",14.22993863891,-9999,-9999,-9999,-9999,-9999,-9999
768,"TGO","Togo",4.19562654911284,-9999,-9999,-9999,-9999,-9999,-9999
776,"TON","Tonga",31.6727068845291,-9999,-9999,-9999,-9999,-9999,-9999
780,"TTO","Trinidad and Tobago",175.598917117582,-9999,-9999,-9999,-9999,-9999,-9999
788,"TUN","Tunisia",23.8814594049601,-9999,-9999,-9999,-9999,-9999,-9999
792,"TUR","Turkiye",54.1521794052691,-9999,-9999,-9999,-9999,-9999,-9999
795,"TKM","Turkmenistan",45.0844180741953,-9999,-9999,-9999,-9999,-9999,-9999
796,"TCA","Turks and Caicos Islands",64.5211834254748,-9999,-9999,-9999,-9999,-9999,-9999
798,"TUV","Tuvalu",24.4352303024731,-9999,-9999,-9999,-9999,-9999,-9999
800,"UGA","Uganda",5.24591734806479,-9999,-9999,-9999,-9999,-9999,-9999
804,"UKR","Ukraine",118.328294861615,119.965323112113,105.172446314375,116.757194999619,121.073662383331,116.907884789125,107.007227526043
784,"ARE","United Arab Emirates",58.7437964700509,-9999,-9999,-9999,-9999,-9999,-9999
826,"GBR","United Kingdom",91.7708276748073,-9999,-9999,-9999,-9999,-9999,-9999
840,"USA","United States of America",208.325106770279,-9999,-9999,-9999,-9999,-9999,-9999
858,"URY","Uruguay",23.7389246207114,-9999,-9999,-9999,-9999,-9999,-9999
860,"UZB","Uzbekistan",28.8251691433245,27.9645843525005,27.7020525586163,27.5583156987629,29.4950947503525,-9999,-9999
548,"VUT","Vanuatu",11.3025343838401,-9999,-9999,-9999,-9999,-9999,-9999
862,"VEN","Venezuela",80.107165097769,-9999,-9999,-9999,-9999,-9999,-9999
704,"VNM","Viet Nam",23.9609980748963,-9999,-9999,-9999,-9999,-9999,-9999
876,"WLF","Wallis and Futuna Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888
732,"ESH","Western Sahara",-8888,-8888,-8888,-8888,-8888,-8888,-8888
887,"YEM","Yemen",6.36017406737036,-9999,-9999,-9999,-9999,-9999,-9999
894,"ZMB","Zambia",5.49647869337152,-9999,-9999,-9999,-9999,-9999,-9999
716,"ZWE","Zimbabwe",11.638441025912,13.3391859405686,12.315697621486,-9999,-9999,-9999,-9999
