"code","iso","country","UWD.raw.1990","UWD.raw.1991","UWD.raw.1992","UWD.raw.1993","UWD.raw.1994","UWD.raw.1995","UWD.raw.1996","UWD.raw.1997","UWD.raw.1998","UWD.raw.1999","UWD.raw.2000","UWD.raw.2001","UWD.raw.2002","UWD.raw.2003","UWD.raw.2004","UWD.raw.2005","UWD.raw.2006","UWD.raw.2007","UWD.raw.2008","UWD.raw.2009","UWD.raw.2010","UWD.raw.2011","UWD.raw.2012","UWD.raw.2013","UWD.raw.2014","UWD.raw.2015","UWD.raw.2016","UWD.raw.2017","UWD.raw.2018","UWD.raw.2019","UWD.raw.2020","UWD.raw.2021"
36,"AUS","Australia",8.53057084341,8.32567915972,8.1090878211,7.70959383598,7.59269350471,7.40627272528,7.09104258556,6.39924162675,5.93561911373,5.88792820369,5.67074024334,5.58378275757,5.85062516068,6.22929954185,6.55303698761,6.63018719769,6.64916717006,6.19070892235,5.23128841407,4.60391264409,4.01471380086,3.98146602853,3.82614650528,3.34597576544,3.23883301901,3.02010948653,2.75981723062,2.59533310051,2.40556929513,2.32893779541,2.18327127799,2.0676275783
40,"AUT","Austria",15.39016029871,15.37033904665,14.69525049705,13.81235238009,12.73608722734,11.72649912083,10.78775690818,9.83332549082,9.05372165719,8.37313375437,7.79890950029,7.4145277644,7.73208824339,8.11826874392,8.38406713026,8.41274287079,8.05726880313,7.35909921163,6.44132453982,5.54968607996,4.86107054093,4.27812590965,3.84519224281,3.47642731607,3.13842820325,2.90535892784,2.69161295857,2.51971825362,2.33272506711,2.17553182067,2.13727436318,2.05692664594
31,"AZE","Azerbaijan",895.78720860826,858.10762818498,833.2112044855,816.09802085177,798.25751119623,777.20601317522,754.77687700726,726.01668347074,696.45353909969,657.52536714283,601.02199087565,525.58703185999,465.29287132086,418.76540681144,379.0791426609,338.05607496108,299.08269158926,265.09128064829,240.76245682979,221.13135326856,205.81448406128,192.52528313532,181.91482602792,173.1350060705,164.38424624566,158.17593488403,154.43899925828,151.67434268994,148.63046592357,145.33933829395,132.64042251698,129.38096426467
44,"BHS","Bahamas",138.30580253594,143.59156634966,144.53841347874,140.70376995398,128.40306190713,121.56769943706,114.92245753533,107.45372789054,98.28135733202,88.56331417692,78.64532125812,69.34666823874,66.37680915342,65.99210088664,65.97918895335,67.39481064214,67.24065922388,66.82795445504,65.58138649747,64.55159763806,62.89153814635,63.13309083574,61.47918990932,61.70990075234,64.07961568296,60.04830188088,58.29368640484,55.63635849877,52.92474199152,50.56206869325,48.1439127537,46.87237671762
48,"BHR","Bahrain",90.34444317705,86.38273544163,82.02408925623,77.37239423474,73.1342735431,68.3941231604,63.35654239449,60.39694019202,59.0693094944,57.84983653492,57.30008277202,57.09052008965,56.71168201764,56.46522499462,55.7454747398,54.50863307549,52.71613344473,50.6789430794,45.74736765543,43.50931760668,42.95991434967,40.33896898144,38.69690867044,36.98530579403,35.25258325585,34.33271135121,33.71184254799,33.33588024081,32.8521888262,32.15087219696,31.10624136339,30.68456736496
50,"BGD","Bangladesh",3340.80347939179,3247.89781597999,2982.53794721911,2778.03445800793,2583.07984423575,2411.0007972976,2220.53748462483,2046.60503872863,1881.40048752127,1746.1450094196,1629.26665088078,1524.59208813474,1428.6444614926,1329.94959921668,1252.92292921572,1190.26525924648,1128.23242852882,1077.90222228028,1004.20148301435,942.07880075451,884.16455301705,822.05462269575,760.06401491909,727.09600474726,697.23624738668,683.53230960369,670.03291792633,654.61348451054,626.88286806214,599.06410158362,561.45059019835,543.29303272998
52,"BRB","Barbados",96.47700989449,92.5016174781,89.32077391366,91.15566968702,91.16344422956,91.59630523718,90.99891201427,84.48413582718,71.18876393786,67.18543090772,66.31367552984,60.23777827021,61.81365346263,66.5216960862,64.13467877313,66.95030136712,67.26173726454,66.30485506846,65.71626245841,64.99879032936,64.88159378434,67.28705965047,64.19543084778,64.89197284962,65.28093193411,65.12167112867,64.7362798864,64.38518596414,63.87339929108,63.97804276444,63.67436503163,64.27774500251
112,"BLR","Belarus",42.09316891623,43.06086200366,43.65433685658,46.82091290891,50.63411330585,48.81482486423,42.57615232378,39.51362785434,40.7829004256,40.15789115686,35.20543524314,31.85814999664,25.74845153712,23.01581858385,20.97999162428,18.71984944336,16.75798258957,15.67627039297,14.57049468674,13.97581813985,13.46756291498,13.36017343271,12.98737658908,12.72272855672,12.48265204572,12.24467129972,12.39077292725,12.46133246524,12.12645963454,11.74321329383,11.25256383909,11.02938583787
56,"BEL","Belgium",5.75160789055,5.89458040241,5.89449130436,5.66331234491,5.3816982923,5.16572052508,4.92956196983,4.83169287602,4.79696097163,4.78321957347,4.95665431456,5.00377910218,5.22468184867,5.55618814262,5.78543494798,5.97639282088,6.10237707048,6.05822922575,5.85227180201,5.68647637966,5.34985750517,4.78720666427,4.52627028623,4.47015793486,4.24380361796,4.16546865424,3.9537009264,3.93169218781,3.76195342255,3.5582652804,3.34089825163,3.22880335615
84,"BLZ","Belize",729.71560685663,628.48285141467,609.55636318948,589.59447742209,519.72819886749,495.73293315375,477.97308080542,457.55954771842,427.86301004697,369.86085108604,313.32947357913,258.183867695,227.01643484348,228.92666340641,225.57710405063,237.10220045012,225.56886082469,212.76698019318,203.29064091372,194.84400028468,177.92995342946,172.74372056966,160.95962018488,158.56206294454,165.8735485693,161.12307297474,156.46077690913,152.01252629212,149.0536373215,144.23755419741,138.30687015015,134.92599235357
204,"BEN","Benin",6004.59968344666,6036.98233897802,5728.63349781514,5555.5661576868,5409.09072618442,5222.87934942026,5157.33328336669,4821.72107575,4591.79793941414,4402.40171481163,4231.29621788178,4010.88454706994,3860.15234129935,3618.49692815978,3485.80836506149,3296.25216554924,3172.58454370002,3012.68444410739,2877.56721959571,2783.09739721976,2704.08710375277,2584.93628702494,2525.56580161922,2413.92195816422,2260.63455210559,2182.29380610797,2057.47314833738,1945.88284992221,1775.95320078904,1593.54699828906,1560.23055899982,1463.24414367896
60,"BMU","Bermuda",74.8058906155,71.15472140251,70.49315839642,72.69466798118,69.42595791329,66.87996650777,64.69466854658,62.17834048859,59.38471501993,56.48439366731,53.89109361299,52.49326513128,52.31189491651,52.91432734455,53.54593765848,54.7297170572,55.07961477572,55.02648406683,55.02268927513,54.9710989637,54.91090410859,55.5740607398,55.733394039,55.87694430309,56.32874707737,56.21350646516,56.63202664448,56.83595429198,57.16338883803,57.6782635162,58.07929488002,59.40001851962
