"code","iso","country","NTL.raw.1992","NTL.raw.1993","NTL.raw.1994","NTL.raw.1995","NTL.raw.1996","NTL.raw.1997","NTL.raw.1998","NTL.raw.1999","NTL.raw.2000","NTL.raw.2001","NTL.raw.2002","NTL.raw.2003","NTL.raw.2004","NTL.raw.2005","NTL.raw.2006","NTL.raw.2007","NTL.raw.2008","NTL.raw.2009","NTL.raw.2010","NTL.raw.2011","NTL.raw.2012","NTL.raw.2013","NTL.raw.2014","NTL.raw.2015","NTL.raw.2016","NTL.raw.2017","NTL.raw.2018","NTL.raw.2019","NTL.raw.2020","NTL.raw.2021"
422,"LBN","Lebanon",115549,121191,118337,170791,210929,251231,288727,322873,299469,312006,333861,328565,329724,312988,301813,283601,250708,236045,276723,252347,235887,321687,326253,323428,348483,400898,410720,445173,408241,342244
426,"LSO","Lesotho",7506,9441,9241,12292,12731,10492,10868,13709,14063,14802,15011,15563,17108,16041,16367,18896,19922,23648,22705,22172,23963,108377,95545,78687,67340,112911,95923,123310,91047,103282
430,"LBR","Liberia",1159,605,712,1078,901,1422,2376,2624,3478,3381,2980,2021,4938,6459,6860,8374,7511,9511,8833,11145,14506,39523,37970,42312,36039,55801,69135,69076,43746,51505
434,"LBY","Libya",1080339,925909,836756,974887,991474,865086,883405,934370,1045156,1040192,1035099,1199743,1318846,1350626,1347380,1409099,1348383,1291110,1516054,1189063,1299472,2226437,2028301,1829100,1773889,5767161,2943421,2672323,1933124,2529426
438,"LIE","Liechtenstein",4013,4243,4147,5764,5363,4975,7588,7714,6908,7061,7715,8453,6887,8730,7406,7325,7276,7192,7811,8399,8803,4739,4181,4443,4445,5313,5113,5275,5067,5445
440,"LTU","Lithuania",207370,202993,307333,227952,344384,324879,460695,335186,378604,305563,445994,334039,349690,408079,342484,370262,367145,344941,826895,618867,602700,330388,312782,254531,372725,344152,488359,424609,308230,720168
442,"LUX","Luxembourg",86005,75541,76726,94376,110375,99645,109760,99028,102358,118012,149874,124637,101344,109956,106764,102370,112840,107254,143713,109373,125418,109266,94674,94229,96075,99607,111804,101887,106277,110983
446,"MAC","Macao",2249,2124,2217,2266,2256,2427,2223,2364,2377,2388,2399,2403,2312,2276,2375,2266,2323,2550,2590,2799,2419,2453,2465,2469,2449,2465,2481,2492,2496,2509
450,"MDG","Madagascar",9137,15208,14318,18156,18739,18607,19100,22051,23744,24018,22495,22563,26295,20211,20485,19256,20485,23420,27842,26102,29757,1377560,1132742,1271718,1554414,1736998,1354698,1629985,1413627,1257093
454,"MWI","Malawi",26634,29778,29950,36007,38449,29960,36986,37729,40482,43263,44760,36905,46931,45499,49714,47930,49193,47810,59635,54794,59430,360027,327321,332171,320688,534361,492843,472802,313700,408882
458,"MYS","Malaysia",346202,512285,520701,665714,736492,865463,987555,960403,1015604,1082036,1197710,1148853,1316129,1270760,1204288,1298057,1312629,1313062,1494338,1512935,1683807,2120768,2184905,2280428,2255995,2864983,3071034,2895467,2694472,2902953
462,"MDV","Maldives",1208,1096,1251,1431,1348,1460,1401,1622,1631,1686,1638,1719,1410,1589,1583,1601,1500,1518,1571,1212,1671,1305,1398,1527,1633,1839,1834,2017,349,2170
466,"MLI","Mali",10960,16742,15987,19326,21188,20811,25861,24983,28639,32772,37975,36780,41187,40932,43675,49430,47540,48384,56046,59449,61788,1616321,1367712,1501419,1406921,1943911,1592487,1819083,1539108,1597800
470,"MLT","Malta",20343,19190,20057,21882,21611,22047,20847,21060,21993,22447,22798,22577,21979,21480,22210,22656,21826,21739,22484,22237,22795,22908,22820,22478,22070,22582,22383,23230,19093,23373
584,"MHL","Marshall Islands",479,586,665,789,757,633,850,851,911,1055,804,709,719,803,811,850,624,534,508,501,706,1575,1591,1560,1589,1674,1775,1890,105,1742
478,"MRT","Mauritania",9013,11793,13024,15511,17719,17368,18651,19180,20185,19918,19722,19436,23101,23074,21695,25138,24711,23109,26470,29090,34057,106127,77009,91768,91163,277062,216726,181627,136688,165397
480,"MUS","Mauritius",20852,21491,20728,29158,30599,32300,32941,35802,36992,39163,40897,40019,44475,40203,42304,42445,41923,43102,40871,39855,42400,37234,36876,35912,36520,40524,40282,45808,45372,48518
484,"MEX","Mexico",3543258,4289539,4324407,5224697,4946936,4980957,5371230,5750042,6192642,6170631,5940007,6012645,6532256,6359790,5906387,6537172,6406632,6373329,6547358,6993620,7102163,11802065,11304960,11216145,10954651,14267292,14498198,14352704,12784656,13780120
583,"FSM","Micronesia",852,1718,1673,2400,2029,1910,2358,2086,1992,2075,2399,1585,2262,1648,1363,1578,1456,1582,1843,1851,1616,2685,2587,3044,2672,4608,4866,4438,1794,4319
498,"MDA","Moldova",359348,292488,216377,258283,264533,179298,173836,115909,128464,171156,186135,172017,161936,159248,126645,127980,129114,149623,176530,177433,239049,91266,104753,84039,95902,112464,177148,155253,148467,204738
492,"MCO","Monaco",1599,1481,1612,1623,1450,1635,1683,1667,1664,1683,1625,1685,1514,1619,1643,1631,1552,1597,1537,1508,1720,1625,1630,1626,1639,1655,1660,1675,1317,1683
496,"MNG","Mongolia",52940,57770,52667,50532,54481,48562,60048,54236,81087,73142,72568,68482,75046,69778,61706,79341,81113,97770,122673,143406,168177,243071,434465,313918,235310,552926,299209,493835,342680,381973
499,"MNE","Montenegro",21561,23626,21493,33088,33880,31350,41376,44661,52678,49068,49561,59259,51599,68340,62538,64318,66867,62507,67960,85527,84522,143252,140485,154208,153351,226645,220437,230131,163908,194904
504,"MAR","Morocco",358032,349557,370982,451942,426251,463344,510111,537326,603738,638334,655943,646969,806394,863343,858165,963704,873314,933674,949170,1030831,1143304,2125026,2188521,2226016,2267895,3496003,3122577,3181919,2727137,2940725
508,"MOZ","Mozambique",24524,28391,30567,39188,39387,36177,41974,47316,48157,55579,55577,58705,66693,70124,73547,81352,83106,95922,116869,128928,158854,2158575,2165177,2008775,1744060,3351367,2173596,2817443,1785082,2045859
104,"MMR","Myanmar",67419,83337,80970,113032,136358,146173,126813,118005,167615,138817,136334,120356,130334,121545,117048,134379,144925,86430,393196,397750,338669,2360429,2228535,2343631,1813866,2786161,3549078,3189001,2886721,2830830
516,"NAM","Namibia",43304,44587,46032,57544,59429,57224,59892,64755,72963,75014,78842,74079,79038,74754,71868,77666,71091,76129,83266,86593,96199,673430,497553,521460,483816,851746,537606,630593,555781,640900
520,"NRU","Nauru",423,480,426,566,594,460,588,540,518,462,406,403,399,294,270,290,359,356,337,377,549,559,843,834,871,945,964,939,1004,1208
524,"NPL","Nepal",32551,31969,36335,50343,54748,50528,57278,68040,79552,90067,78030,68286,101698,82157,69453,85292,71335,67470,69399,70463,51206,569403,571247,483968,606375,1076614,1102036,940934,553577,869688
528,"NLD","Netherlands",1500621,1583075,1505240,1815005,1695826,1715259,1773918,1853530,2001200,1891912,1869973,1923064,1714699,1789809,1710641,1762803,1801216,1817303,2136621,1707916,1922657,1497896,1492042,1489406,1458500,1508792,1531856,1636006,1638305,1772211
540,"NCL","New Caledonia",6212,8462,7401,10754,10458,11293,12680,14207,13277,17061,15325,17384,17332,17660,15353,19725,17853,18357,19628,19988,26075,59340,59367,58760,60700,88380,90441,92127,61833,71462
554,"NZL","New Zealand",276156,327971,311895,373465,368143,417232,417844,392313,424546,440111,449114,411987,443151,433103,395744,416044,388986,420929,428705,436652,487333,704072,683794,655891,660493,987340,1454071,866955,692825,715341
558,"NIC","Nicaragua",38675,55621,53374,66564,64705,62324,74831,81998,101809,103341,96893,93248,119184,99795,77551,94940,98928,109971,109276,106717,118341,326850,306277,307115,322604,417353,534745,466705,397769,365294
562,"NER","Niger",15628,19250,18176,23081,21615,21401,26549,27552,27414,27483,25520,25011,28125,27228,26378,32223,27668,29531,36156,41594,50509,139083,135732,141073,144001,239400,259860,235696,204748,285699
566,"NGA","Nigeria",1460319,1416125,1252638,1353110,1509609,1283391,1292968,1264494,1365949,1413849,1353780,1358869,1508312,1365433,1160032,1177960,1168669,1185624,1342830,1353138,1412420,3764797,3599818,3849779,3757862,5226607,5428783,5015040,4338836,4456921
570,"NIU","Niue",36,114,123,89,94,94,198,124,176,172,173,95,148,96,79,43,73,55,124,72,53,402,366,444,648,702,705,602,602,623
408,"PRK","North Korea",31038,38152,32652,48562,45826,30926,47384,43810,45734,58318,44670,39747,46755,51611,39548,48982,37076,38069,54736,50063,62701,255900,260132,271540,172816,610062,338800,490091,205000,272107
807,"MKD","North Macedonia",54609,90402,79526,120692,115548,116273,137948,158615,190659,172352,198501,157828,164093,189371,146154,167630,163156,158789,149429,158909,182243,300675,305096,296250,284403,387615,357863,406185,325482,369654
578,"NOR","Norway",1739395,2332398,3064634,2988339,3099658,2149760,2057256,2502895,1893106,2009875,7521,2929149,2272847,2730235,2022436,3134929,2951383,2955628,4073845,3274621,3734368,3301915,2985403,6613852,4038897,5134003,5276062,4451154,3120139,4984586
512,"OMN","Oman",366677,415947,407225,485479,494006,483962,468014,543411,592032,654248,682165,781278,809735,803478,767545,788488,815361,838882,964756,1052033,1197414,1624743,1738028,1830686,1814408,2454399,2455530,2441286,2052045,2113428
586,"PAK","Pakistan",2157955,2202923,1871908,2741254,2815211,2853729,2958973,3120049,3367952,3589161,3549138,3713665,4056468,3849458,3867702,4063455,3208592,3729845,3148648,3158995,3463695,4190260,4031966,3937852,3778412,7861765,6194136,6297885,4588846,5109412
585,"PLW","Palau",82,191,282,298,135,273,504,515,502,610,919,332,742,462,342,499,277,154,381,112,234,625,581,628,776,2438,2670,2750,2216,2254
591,"PAN","Panama",51490,71347,71823,87806,90776,93393,107754,101533,119236,126161,127973,91361,146940,139960,122391,141109,131559,142422,147823,162594,178931,324184,320503,360429,347529,404668,453051,471346,414843,409549
598,"PNG","Papua New Guinea",24801,27501,27596,33934,36051,47451,65197,49827,63269,53949,56722,46157,62229,65094,70545,58972,66852,49431,44495,46177,55580,177732,203906,413610,192416,304441,502146,298242,220796,244655
600,"PRY","Paraguay",89762,130950,145095,185791,183982,187831,189607,214429,228308,227132,206700,211079,217661,206278,237289,234478,239035,274222,293315,308925,388758,1626295,1415341,1540250,1485745,2202703,1856761,2028532,1895031,1918554
604,"PER","Peru",251543,323346,333122,440085,468882,473428,501714,517821,540609,552493,543647,533641,603367,579657,587481,605588,616967,665451,704055,802452,890149,1994549,2011874,1999813,2136097,2824007,3380181,3015036,2439921,2540436
608,"PHL","Philippines",237032,328808,346662,412731,425285,537535,545712,497110,521219,540330,600460,609305,694461,603949,462158,611154,550412,559162,696690,633785,665970,1172810,1176963,1274700,1246709,1699684,1944995,1888255,1553678,1689124
616,"POL","Poland",2466487,2237183,2213366,4095782,3822274,3555954,5748341,5018452,4946706,5865874,7165641,5270931,5346194,5720995,5767837,5013304,5122341,6194430,9489483,7042132,8467806,5113897,4810853,4277404,4745885,5196500,6069223,5472371,4883220,7111654
620,"PRT","Portugal",721864,769745,748307,1011570,1028734,1039812,1177000,1250375,1260377,1457728,1491374,1512065,1635130,1723522,1739013,1888250,1805323,1795321,1790173,1875026,1906856,2165666,2176144,2164741,2189979,2367610,2268645,2469815,2245248,2299743
634,"QAT","Qatar",160332,134814,142607,163141,172900,187074,179115,193600,209949,185575,190276,213876,216177,208758,219031,253870,260136,281705,290503,317003,352778,374783,399481,406698,401400,443211,455919,481076,482188,496025
178,"COG","Republic of Congo",22279,22649,21678,23520,24230,18243,23466,24351,28157,35090,36023,35024,61768,70928,82300,90353,83887,86512,98828,95933,97452,601381,545163,632872,570402,835935,1322277,716769,533437,591598
642,"ROU","Romania",482968,664365,605635,1118531,1110573,1140932,1588548,1288495,1736433,1684474,1998516,1660922,1648789,1725499,1346897,1529997,1698516,1813660,1815309,2123599,2335504,1962301,1998111,1837926,1916651,2289758,2580529,2638955,2363524,2786220
643,"RUS","Russia",28495953,29069873,31598888,28247657,27430495,28130072,29907818,27417194,32759097,29108189,21053371,30732941,32931666,32393286,27170330,33237885,30642731,33726382,35338515,37245847,38144164,36830379,126409071,160685978,99623170,139987351,48720022,50797358,46027126,71078385
646,"RWA","Rwanda",6185,7318,2747,5869,6274,6175,6636,6739,7722,8179,7121,4792,6682,6355,7796,8643,8434,10073,12738,17103,20334,78890,80366,96043,95602,129072,136391,130869,118674,141701
652,"BLM","Saint Barthelemy",671,788,857,945,1094,1270,1133,1173,1187,1346,1528,1310,1374,1143,1185,1194,1185,1371,1309,1362,1104,554,607,603,581,574,543,706,0,791
659,"KNA","Saint Kitts and Nevis",2458,2999,3204,3855,3832,4170,4052,4202,4364,4443,4541,4705,4849,4668,5039,5118,4865,5116,4958,5735,5836,5246,5440,5594,5424,6077,6434,6714,4449,6360
662,"LCA","Saint Lucia",4031,5614,5141,6544,6383,6720,7236,7469,7609,8392,9048,8967,10052,9438,9915,10119,10059,10991,10382,11382,11332,11213,11009,11191,10632,11746,11663,12675,12440,12638
670,"VCT","Saint Vincent and the Grenadines",1856,2123,1933,2489,2425,2380,3165,3190,3235,3399,3340,3345,3449,3790,3235,3558,3196,3291,3100,2892,3723,3386,3279,3404,3156,3729,3887,4182,3380,3709
882,"WSM","Samoa",687,1551,1350,1663,2255,2306,3525,2486,4031,3619,4103,2182,4272,2400,1551,2106,2075,2346,3443,3355,2676,3827,3583,3195,3220,9472,11440,10136,6341,8408
674,"SMR","San Marino",3731,4240,4493,4922,5051,4830,5252,5312,5844,4997,6088,5555,5712,5780,5471,5600,5475,6001,6076,6348,6443,6150,6180,6016,6105,6262,6278,6526,6496,6637
678,"STP","Sao Tome and Principe",697,687,916,1099,1518,1563,1595,1776,1878,2151,2278,1941,2633,1780,1637,1884,1961,1794,2225,2071,2786,3961,4283,5136,4843,8406,6919,6906,5592,6598
682,"SAU","Saudi Arabia",2753518,2827572,2833185,3055100,3032255,2775263,2908234,3115736,3403136,3394016,3519218,3899883,3943842,4103685,4227717,4552480,4606409,4685941,5270778,5820410,6420313,9172243,9760440,10580319,10427617,15347296,13421671,14041412,12751823,13186747
686,"SEN","Senegal",24528,34143,33454,38308,41900,38328,42287,46365,47904,53049,52621,54412,66885,65736,60446,66118,68445,74556,73537,76283,84701,711685,648839,586024,632541,991554,881602,992926,827011,939564
688,"SRB","Serbia",358304,371693,339983,536306,551837,609397,733565,654546,645709,739580,781328,828767,755511,964479,773795,849534,878140,911982,963715,997681,1098103,1277458,1330736,1295448,1312778,1552982,1559093,1736446,1574876,1688693
690,"SYC","Seychelles",2498,2533,2330,2878,2743,2835,3005,3081,3428,3696,3697,3554,3955,3487,3687,3718,3624,3760,3737,3954,4368,3655,3659,3872,3723,4031,3996,4259,4150,4461
694,"SLE","Sierra Leone",1752,3524,2749,2409,2584,1579,1412,1036,1511,1800,3131,2741,5180,3069,3298,3540,4001,4698,4637,6411,6545,197379,219732,169789,202183,258844,296800,276048,209035,211083
702,"SGP","Singapore",38492,38119,38345,38772,38757,38297,38304,38412,38380,38523,38549,38553,36509,37657,37882,37210,37150,36760,36912,39258,39215,38796,38886,38890,38920,38922,38961,39054,38935,39023
534,"SXM","Sint Maarten",2839,3080,2921,3039,3053,3148,3290,3134,3170,3303,3351,3286,3310,3221,3250,3288,3303,3063,2911,3322,3397,3083,3151,3168,3136,3013,2863,3338,0,3424
703,"SVK","Slovakia",695721,592851,575968,847661,761674,635369,882325,784538,926269,952545,1034881,759740,687737,807158,639678,590973,605961,629939,753939,642450,765351,524770,468657,481980,512992,604485,591312,636776,554419,684046
705,"SVN","Slovenia",141731,176731,169421,243429,263677,249623,304456,322240,335914,332633,309050,344780,292785,354911,318627,317875,312996,360018,388897,309019,363023,242411,241900,229224,240017,261551,283294,268227,245351,285776
90,"SLB","Solomon Islands",664,985,832,1366,1354,2149,2593,1895,1742,1152,1091,850,1313,880,929,1340,1352,1681,1896,2128,2103,6295,4957,6073,5180,12139,11338,10488,3923,7474
706,"SOM","Somalia",995,4983,6853,2984,2287,2231,3904,4625,4241,4906,5811,4630,6662,5843,4013,4278,5155,6078,5919,5995,7685,27899,24240,26483,25940,72509,75839,63671,48997,59861
710,"ZAF","South Africa",1659091,1678392,1695404,1952853,2121492,2072439,2216926,2344127,2397925,2443215,2562561,2533585,2640774,2681869,2601486,2661151,2442233,2615865,2653604,2747514,3020455,5917119,5836140,5441222,5363299,6894840,6691334,7044121,6334093,6602823
410,"KOR","South Korea",1503143,1692737,1733925,2241058,2423137,2396508,2400147,2487533,2540035,2862429,2669902,2688064,2772167,2741998,2702639,2788189,2711633,2790353,2912754,2893251,2950612,2745197,2655214,2650718,2662250,2971928,3049317,3222944,3174876,3381714
728,"SSD","South Sudan",730,697,377,1001,1137,1716,1346,2268,2427,2183,2639,5607,7414,7514,9008,14018,15004,15057,22183,23979,19719,2621866,3166366,3085594,3314513,3508263,2908350,3206073,2668406,2976010
724,"ESP","Spain",3877146,3946198,3851473,4880409,4799355,4919053,5301994,5640918,5906012,6182196,6135731,6164525,6393198,6626013,6477237,6994981,6609637,7095857,6785980,6758393,6852122,8461194,8532097,8406716,8213139,9519677,9295883,9867984,8922461,9401724
144,"LKA","Sri Lanka",142310,188036,172334,249295,196712,226067,307427,333999,343353,339211,308418,394002,424172,407930,399995,422380,374945,422202,399851,405382,486977,390451,403128,456330,430722,564684,555260,600728,517406,554665
275,"PSE","State of Palestine",134462,132639,131173,175446,183326,194155,200082,206753,203961,208187,206396,217772,223642,222856,232565,233185,221746,237044,247390,256898,261575,283617,293802,291957,302125,322943,328699,362121,366057,389227
729,"SDN","Sudan",118599,144785,145741,155275,157694,133074,148210,173633,202692,210608,215125,237229,276832,289165,273434,313348,296791,302405,377358,405416,431042,1858244,1655301,1894425,1762208,2436224,2032821,2576732,2457942,2481239
740,"SUR","Suriname",15129,15918,14190,20083,18423,24559,23878,24199,27457,29870,31127,30935,37483,32767,29493,32528,34206,40767,43700,48098,52930,79585,84034,87451,78858,108538,169854,116660,94283,97983
752,"SWE","Sweden",3746519,3819860,4911022,5528276,4556097,4382325,5156996,5236382,3871248,3074471,1227157,4527917,3972675,4025446,3774341,4208218,4111065,3910532,6172384,4680024,5307354,3781383,3300295,4641429,4068365,3864326,5050195,4415639,3272992,5585263
756,"CHE","Switzerland",629646,581830,609521,790666,743871,791346,947250,965745,968563,935984,960507,1068239,897757,1151533,922213,968584,1044048,1078164,1201391,981150,1147623,678124,626982,618060,612700,677917,633020,688450,634743,685927
760,"SYR","Syria",743911,716746,741178,970472,973647,957381,1019893,1153695,1118082,1146849,1058259,1141880,1239832,1206532,1304018,1293328,1101264,1158356,1260099,1228673,962722,1246977,970440,813038,790183,2130297,1071088,1471926,1159597,1066911
158,"TWN","Taiwan",560971,528632,566411,660480,704077,703307,701226,761417,791177,820861,861198,839409,834448,817746,840712,852286,841691,823192,866977,893204,941716,933102,951540,966799,966985,1055489,1066815,1103232,1080796,1111720
762,"TJK","Tajikistan",187644,170105,154769,217431,200685,185863,194823,174479,168312,183722,219732,202870,237529,235321,209227,240491,169806,91571,125822,128439,167215,493444,473946,418743,393326,1613933,1295420,1580303,518407,507702
834,"TZA","Tanzania",40130,58762,59515,71557,73326,62642,70776,77793,83486,83173,86011,72483,95674,82261,85849,83240,82874,91285,107773,106657,123375,2073888,1747124,2415855,2178325,2867280,2665502,2618088,2163847,2693190
764,"THA","Thailand",737473,965201,1051936,1423169,1520521,1534162,1647127,1585112,1818989,1840414,1988785,2017989,2165199,2051990,1986508,2242340,1948943,1552750,2945365,3019779,3029787,4718282,4816831,5121636,5103736,5870929,6158706,6563826,6548780,6669512
626,"TLS","Timor-Leste",1528,2184,2580,3753,4209,4788,4121,3165,3886,4215,5641,4477,4412,2438,3262,4417,4663,5915,6004,6372,8839,54088,62316,64688,53827,92036,100614,98360,70801,61688
768,"TGO","Togo",16717,16198,13372,19174,18822,31910,17298,21819,18674,20711,22143,20766,21400,22821,18637,22662,23500,23281,25167,28592,33960,268579,270647,320052,316637,406336,390943,406369,369263,383003
776,"TON","Tonga",1893,2689,2919,3658,3923,2285,2574,2315,2678,2656,2864,2971,3139,2705,2574,2855,2644,2936,2719,2844,3154,4601,4550,4721,4800,5416,5275,6024,4429,6261
780,"TTO","Trinidad and Tobago",70111,72730,67551,78133,74894,76793,86718,83004,87512,91761,94332,101318,104813,104959,126822,144442,147209,157147,161252,159527,168525,168887,168976,168840,162814,170872,175505,186400,174600,184226
788,"TUN","Tunisia",327629,360411,393256,445892,451955,483736,482735,560953,599000,679867,650581,611787,756723,688144,717885,751545,671966,688128,742992,727384,804219,1151571,1184729,1156232,1148609,2014031,1580021,1622559,1357425,1517492
792,"TUR","Turkiye",1501680,2110766,1798307,2318643,2238873,2018265,2581437,2839077,3201792,2560495,3005114,2712060,3250925,3015644,2908423,3747248,3892958,3502332,3963961,4449132,5410800,10452639,10319771,10641551,10919820,13447812,12805400,14819452,13695160,14637562
795,"TKM","Turkmenistan",288859,273499,259518,337297,346050,325265,400983,431971,453596,493184,554406,579686,614471,639152,566892,600312,599632,517062,637677,654907,692199,1544708,1637326,1456209,1421170,5685834,1941718,3265428,1507413,1597869
796,"TCA","Turks and Caicos Islands",794,1066,1269,1671,1832,1916,2037,2253,2492,2986,3179,3096,3650,4055,4238,4553,4509,4498,4450,4622,4867,6421,6305,6238,6410,6677,6793,7582,1890,7423
798,"TUV","Tuvalu",0,0,20,12,13,12,26,35,49,48,92,65,104,62,45,36,47,68,75,106,76,122,122,128,126,127,143,153,98,137
800,"UGA","Uganda",13650,19763,21221,27522,33316,26716,27540,32201,32601,37383,37628,25851,38322,30498,29181,34888,34638,37829,45462,47168,51701,505612,504289,716471,704232,986785,1032638,970536,582285,795412
804,"UKR","Ukraine",4708971,3956530,3997268,4137079,4098394,2820725,3651145,3197590,3810890,3625410,3561295,3360276,3055950,3445252,2754310,2712152,2787613,2893545,3730073,3582852,4169791,2396378,2536340,2117451,2259392,2472159,3433748,2717627,2486113,3731185
784,"ARE","United Arab Emirates",535565,543749,542177,605113,638128,647064,666027,714353,808011,830622,887062,956757,934555,925883,953053,1001338,979286,976598,1053435,1149573,1229967,1387873,1405991,1416552,1372054,1596473,1626429,1710112,1621301,1723852
826,"GBR","United Kingdom",6341516,6285624,6043021,6884700,6519787,6801574,6735254,7331849,7260673,7288327,6548936,7410217,7178923,6908244,6733309,6993594,6505775,6869434,7498597,6266727,6723804,4942833,4819343,4852676,4628914,4492162,4800740,4763986,4546983,4944069
840,"USA","United States of America",58122180,61405910,60982459,66394840,66789003,65158590,67630587,70971550,80134053,72418724,72286876,69349546,71498958,69397034,65621922,72629163,71312555,72654219,71605448,71301112,69742507,89103383,107406488,127909601,111897244,126689609,115014244,113971608,93485292,117503698
858,"URY","Uruguay",105360,152090,151223,181499,195891,197557,216205,220670,240217,236523,229411,208799,214624,192850,181399,202524,210702,243685,249310,275935,309730,591655,574431,625657,591769,862970,963085,855228,701258,722857
860,"UZB","Uzbekistan",1211790,1156632,1036157,1380914,1348194,1300996,1384206,1241742,1216314,1360827,1619544,1305094,1446391,1452855,1411659,1515489,1336430,1123667,1299451,1152344,1174115,2005969,1943105,1720393,1702470,5536006,2296535,4467146,2071382,2389879
548,"VUT","Vanuatu",2296,3002,2896,6353,8608,3698,4393,3070,2619,3622,5665,5301,5906,2836,2116,4665,2691,5367,7140,6090,6487,13982,15190,18518,17777,21842,24120,8240,5894,6650
862,"VEN","Venezuela",1225653,1450825,1454036,1691847,1594931,1622564,1801985,1801102,1946103,2037470,1951898,1823179,2255550,2073138,1937021,1966072,2040786,2129972,1976328,2163294,2485403,4394895,4211402,3980881,3739086,4152058,4751634,4666805,4078287,3498806
704,"VNM","Viet Nam",172765,212097,215753,303657,286657,451000,491882,582245,674938,766170,851129,954414,1031104,944775,1013136,1106499,1019426,1082016,1335032,1276915,1399260,2025102,2221875,2464712,2409771,3133661,3485091,3555443,3351538,3713167
876,"WLF","Wallis and Futuna Islands",98,282,228,371,348,320,533,434,441,522,482,377,538,369,268,361,364,410,377,419,418,823,456,456,457,1073,1086,948,873,1170
732,"ESH","Western Sahara",1053,1016,1465,1627,1480,1222,1037,1374,1618,1736,1456,1504,1359,1497,1442,2272,2499,1833,2251,1249,1903,5210,5245,5154,5372,9416,7794,7053,5610,5742
887,"YEM","Yemen",161672,201351,185166,202806,184889,187604,231090,266605,297119,302335,336530,367998,405659,431935,421491,565590,539892,475455,570173,522595,498678,815065,761720,567226,404892,706464,724723,816083,689145,774128
894,"ZMB","Zambia",78756,77323,80669,94596,97032,97079,96036,93746,106243,104107,112788,97926,111845,106795,115009,120836,113157,128169,142089,146013,167505,2287065,2398736,2540497,2498813,3603165,2800346,3384685,2219308,2510929
716,"ZWE","Zimbabwe",114450,116959,129414,158348,153684,150927,158888,168151,171405,158898,172001,144541,168800,159051,134905,115548,95211,100318,120128,134319,140025,975996,1206731,1195549,929571,1381355,971929,1228942,768837,1041039
