"code","iso","country","VOE.raw.2003","VOE.raw.2004","VOE.raw.2005","VOE.raw.2006","VOE.raw.2007","VOE.raw.2008","VOE.raw.2009","VOE.raw.2010","VOE.raw.2011","VOE.raw.2012","VOE.raw.2013","VOE.raw.2014","VOE.raw.2015","VOE.raw.2016","VOE.raw.2017","VOE.raw.2018","VOE.raw.2019","VOE.raw.2020","VOE.raw.2021","VOE.raw.2022"
44,"BHS","Bahamas",0.00227134698217184,0.0020183224750855,0.00211056557408238,0.0020195811325794,0.00213004203380714,0.00196083100110105,0.00198690174824688,0.00232785648137188,0.0022739740009542,0.00208727486374509,0.00198980731330194,0.00238505480925811,0.00263850310539511,0.00216496720861533,0.0015020786358934,0.0014475602116154,0.0014633794025034,0.00151552874630117,0.00150412083888885,0.00141442192944549
48,"BHR","Bahrain",0.0239760262294769,0.0249248749408221,0.0257506775860463,0.0274847673645939,0.0256128531030221,0.0252496090288901,0.0239264671094963,0.0313557376317378,0.0245057586390409,0.0265657951836117,0.0259483690697765,0.0265499451047986,0.0271060275528615,0.028592777374102,0.0308335667576675,0.0295114374396071,0.0283212657620296,0.0285206740689704,0.0287831412498023,0.0318600932689313
50,"BGD","Bangladesh",0.0444346416251403,0.0405933962551469,0.0412174543638744,0.0475387519633978,0.051177705658765,0.0418181229979256,0.0430156940427043,0.0422545388399301,0.0482493496946586,0.0441477979333249,0.0427457895510815,0.0524095425449431,0.0508272488027386,0.0460657140499359,0.039114656892901,0.0485465127926496,0.0454540091419423,0.0490156160999424,0.0511595757113063,0.0448433694912223
52,"BRB","Barbados",0.000975213191237779,0.000961374161683263,0.00109099514893794,0.00100170168144765,0.00097429808331016,0.00096841030759732,0.000932681439749849,0.00106726303443798,0.00100660276406693,0.000992941170546788,0.000978575398094319,0.000915925207810579,0.000968611176298936,0.00106318186439968,0.000899639610617317,0.000869218853145952,0.000900865098118874,0.000897288493337047,0.00090194730233437,0.000876931121606956
112,"BLR","Belarus",0.0039417852599759,0.00376035916870468,0.00404977795253561,0.00379121133156774,0.00356018500058091,0.0033816098942418,0.00402285847730322,0.00506855829924401,0.00407808194328584,0.00387661369988364,0.00434654938358038,0.00449401163840377,0.00459580974596991,0.00418939904015446,0.00323579357579305,0.00395417035860117,0.00406159431486723,0.0040880878623159,0.00424345464363285,0.00401433203975473
56,"BEL","Belgium",0.00633737730889683,0.00512499457416627,0.00543088750999948,0.00466130777994275,0.00422163495361174,0.0043539992404657,0.00490558028035387,0.00458960788190806,0.00427986073515364,0.00409299484439231,0.00437866231806103,0.00423957348881635,0.00394192625228071,0.00386595244815058,0.00404897338572834,0.00387402671575078,0.00378667373870899,0.00358754706065194,0.00380805354031624,0.00367901051135391
84,"BLZ","Belize",0.0332071025946527,0.0280528411263576,0.0366972315431992,0.0303774708997195,0.0350852864578444,0.028195440471316,0.0315006365136564,0.0374238871886524,0.0358806437145765,0.0364218781456395,0.0347565075007916,0.0322872854917947,0.0343232399940996,0.0431785533591119,0.0434471381797474,0.0351037988559599,0.0345639132121848,0.037090051483649,0.0363036185650674,0.0386364718628949
204,"BEN","Benin",0.0297131044030443,0.0290221594395325,0.0272653348553427,0.0272662337298897,0.0249807248359228,0.0264832366816088,0.0232049494642038,0.0270470327067791,0.0268358849194635,0.0272334605676516,0.0275966462819798,0.0303134581398401,0.0339911500524063,0.0479878627081767,0.0439678118461533,0.0348866658891736,0.0341426302575983,0.033266896311174,0.0342114619949722,0.0363504429035494
60,"BMU","Bermuda",0.00110126823658139,0.00105751236330987,0.00109356059320572,0.00106460293944724,0.00101874559064231,0.00100974838055111,0.000972343469131604,0.00101438656888051,0.000981186239971501,0.000991853386149096,0.000960084114930951,0.000978809021216066,0.000995863174727044,0.00102440003685449,0.000906346443608364,0.00088680595854929,0.000893472692839564,0.000901525201496905,0.000914094839447248,0.000883061899593605
64,"BTN","Bhutan",0.0604394021071367,0.058151070130821,0.0678140349252486,0.0780113423357799,0.0736789308894365,0.0579970661038706,0.0591237788618731,0.0622075389302277,0.0635087051765748,0.0587799017634087,0.0582268061351916,0.0627001965779045,0.0585042765843769,0.0521937315767805,0.0499264616415178,0.054408350539153,0.0539858847109666,0.0551388794303847,0.0554223412830164,0.0536534805002389
68,"BOL","Bolivia",0.183206424628581,0.205703254817633,0.141358391721484,0.171304874933559,0.136703001002089,0.116059369391662,0.128393271425422,0.141734332940625,0.141475828539241,0.134049934698666,0.152246033098922,0.116655514372801,0.147479485632939,0.149046211829178,0.129623186057883,0.140868237001059,0.135552900094237,0.141033191602471,0.152487228921018,0.145363156208011
70,"BIH","Bosnia and Herzegovina",0.0190725829706503,0.0147027559633811,0.0146280443704897,0.0134165989879755,0.0134942894615569,0.0172108345039995,0.0174132890267254,0.0142661690228488,0.0209368730878018,0.0234122668715022,0.0160948064357556,0.0119043520106,0.017437298859478,0.0150204139434584,0.0217268817489194,0.0173696149388109,0.0184533513652689,0.0171203733558959,0.0176667788182772,0.0169670006751153
72,"BWA","Botswana",0.0487488311295236,0.0482874122604076,0.056761651788099,0.0491539834433103,0.0467072018430114,0.0520810686472165,0.0479936631309124,0.0617840408562804,0.0584048311968423,0.0590539109671157,0.0502999557382163,0.0520377611800792,0.0674676617206664,0.052942645105424,0.0413903572943952,0.0512965258477549,0.0526538949330373,0.051685286259462,0.0593103652250948,0.0533136758818631
76,"BRA","Brazil",0.0551773076442118,0.0520490955494888,0.0521488437909951,0.0478417978545886,0.0458242196424907,0.038038615954751,0.0404326330233295,0.0451790919072098,0.0419542510975656,0.0445377255487506,0.0433698859451247,0.0457301196490954,0.0489085341890907,0.0525634214514809,0.0501664625128712,0.0489609452348652,0.0478609144522549,0.0483221249972932,0.0486683107003269,0.0485476259520202
92,"VGB","British Virgin Islands",0.00122336275873284,0.00110309727472702,0.00126690277106062,0.00126291329614435,0.00117099319693896,0.00104446774745875,0.00105107259607358,0.00135948059150959,0.00107162654631015,0.00114695095883021,0.00106700110578912,0.00108549320025381,0.00115108549546679,0.00124161545089146,0.000956763284410815,0.00093788638958811,0.000966404330625755,0.00104993772630243,0.000958790985977108,0.000945102511605887
96,"BRN","Brunei Darussalam",0.131450421442614,0.117703824192592,0.132481968448431,0.106527309504702,0.090358983170751,0.0803664889053351,0.11001752606638,0.123296417261178,0.121597251615057,0.122968745770987,0.122552303436017,0.110951960412401,0.130578391165133,0.125498569334387,0.101723495706034,0.111733484606537,0.113111087329683,0.107968355529445,0.112271160636572,0.111127621444077
100,"BGR","Bulgaria",0.0147005981011339,0.0115790617598586,0.0128078607971329,0.0104502693453735,0.0104672209799771,0.0120301118701578,0.0118839819778946,0.0132105585776712,0.0153690460041229,0.0177315601104133,0.0130892541634513,0.0101216578738873,0.0132193827196678,0.0128505207609302,0.0137347194794207,0.0123703183930127,0.0130888550514207,0.0123045233677684,0.0128297130157531,0.0128559050650102
854,"BFA","Burkina Faso",0.0469415878141073,0.0615994694073823,0.0515525889995807,0.0420376391322696,0.0339262711775087,0.0335073487099711,0.0334118150679792,0.0387151477549081,0.0337739296019771,0.0329442733403894,0.0371794873226773,0.0437549859931209,0.0450597104601801,0.056111643719938,0.0618905777117533,0.0482833993126851,0.0451757117629386,0.0455222335864312,0.0470112978845817,0.0500349672957779
108,"BDI","Burundi",0.0260821909615709,0.0243204079336621,0.028144087528938,0.0244432722872513,0.0268240743244051,0.0314483707906483,0.0307759517528368,0.0402862760591852,0.0385349748451025,0.0392961349045957,0.0413523401445345,0.0479757391903867,0.0537718065742456,0.0325339351720617,0.0347227922445673,0.0411298385207104,0.0381797079514932,0.041162851485019,0.0413322862739523,0.0409934907941558
132,"CPV","Cabo Verde",0.00103897881172341,0.00100055580868583,0.00102639271894764,0.001007896225278,0.000984015783250182,0.000983619692994867,0.00095211173515243,0.000979015769851786,0.000962392915913291,0.000986970046354922,0.000978196963804276,0.000947086531260181,0.000987080689975808,0.00100902759419987,0.000928957162247489,0.000923667114456192,0.000923415037700788,0.000942213762265682,0.000976782551629549,0.000914180973075201
116,"KHM","Cambodia",0.0612637261442515,0.073429873984553,0.0639790156157292,0.056436287574926,0.0497749135665334,0.0515580946044157,0.056996013302525,0.0668580188749038,0.059328288480652,0.0630755660771992,0.0625391406059502,0.0708510773408794,0.0695008807073603,0.0974935315424466,0.082558849803019,0.0743406542088177,0.0683103297603848,0.0745100693957345,0.0742259176915106,0.0778138668445371
120,"CMR","Cameroon",0.0837882845660926,0.0996599765654026,0.0797507282205926,0.0872736351455815,0.0678476583791671,0.0579076150773686,0.0569556404289742,0.0673650521087397,0.0735871037036148,0.066379204133424,0.0860267485876053,0.0752653466882603,0.0792276521237999,0.0767516665134347,0.0730206248245283,0.0768692587594811,0.0770408587234208,0.0734875662148873,0.080448561849714,0.0773883717607966
124,"CAN","Canada",0.00742563244007422,0.00656447156669642,0.00762423596932334,0.00761635750351846,0.00672170112684715,0.0059786991800569,0.0055035541701008,0.00630613320998633,0.00623204419796817,0.00682441684519841,0.00589743426338333,0.00591979506717418,0.00655465585190172,0.00584958267622436,0.00546678752166615,0.00592400835519067,0.00591975137435861,0.0055963385628879,0.00591240138599771,0.00589062121041149
136,"CYM","Cayman Islands",0.00158030080662084,0.00162421824356969,0.00162275059585936,0.00158169661740967,0.00156283554673479,0.00149802093275211,0.00155386468457659,0.00165034633150524,0.00164309322742583,0.00161172749849087,0.00165743857580751,0.00167272317459688,0.00173440930612271,0.00183160712954207,0.00143769805624434,0.00140958006620978,0.00133619743758438,0.0013904332024743,0.00137608294279145,0.00133786007924327
140,"CAF","Central African Republic",0.419185491965468,0.434490385838633,0.392114894098691,0.340529737088575,0.248191215396607,0.269360332465956,0.317735168620108,0.328263263178426,0.372763856417565,0.323458094616998,0.381630883455814,0.34563713290792,0.316265814190646,0.1803788324611,0.156197806739006,0.297383135736795,0.302891499001619,0.299510434844993,0.314852040863996,0.308639956253147
148,"TCD","Chad",0.129677347462624,0.202323033067208,0.114020062021563,0.141881448506182,0.0925580186446257,0.070093015790138,0.0848133738361577,0.0870742169646499,0.107019128637269,0.091442706751376,0.150091090729399,0.10285400302334,0.108876808508411,0.090229015295184,0.0845151719462914,0.106770974145453,0.105688422415494,0.0998162758369494,0.101511347017208,0.103033679535218
152,"CHL","Chile",0.025388326328597,0.0221989441793194,0.0238666127549323,0.0222263853185703,0.0215394048245295,0.0234027064134579,0.0215666737105337,0.0257684941763344,0.0254659451925547,0.0249035471182878,0.0274700071465874,0.0231919917009767,0.0267871876720368,0.0251265564290302,0.0242563656775916,0.0242930857312487,0.0250021201287082,0.0241427049067125,0.024261609858498,0.0252915355031829
156,"CHN","China",0.0241769468360409,0.0235248315998082,0.0238138627898934,0.0251098356586377,0.0245298617817189,0.0237933947495968,0.0235607702812271,0.0232842292069427,0.0248544160338977,0.0243048020375513,0.0247564745673656,0.0252822592151122,0.024759281375152,0.0247028185771902,0.0251244055311309,0.0240186132630847,0.0249812929570249,0.0239854338255608,0.0234417229650462,0.0232901768976065
170,"COL","Colombia",0.0548096790356938,0.0489846547887075,0.0519492043964739,0.052971119339084,0.0509167102087353,0.0445692391567245,0.0486626736499357,0.052958322972769,0.0495275749938834,0.0542814947654948,0.054229272087497,0.0577520205082971,0.0699873503142863,0.0716265778390782,0.0585870558536405,0.0580181494912715,0.057390564712414,0.0587815727955143,0.0611166583900656,0.0613511815528498
174,"COM","Comoros",0.00155388676709341,0.00156079706478099,0.00171639586907388,0.00173399257348444,0.00172937527409633,0.00149841037365183,0.00159778646063547,0.00181360166533566,0.00166378495555153,0.00164550978881596,0.00172686582126704,0.001727380605329,0.00185717547315165,0.001581600614004,0.00136909056910778,0.00147919497939878,0.00141921865681638,0.00146830739575448,0.00139333384825014,0.00145919568517324
184,"COK","Cook Islands",0.000537946631855683,0.000562821514597008,0.000559055306443493,0.000532779221854088,0.000550765479156204,0.000526728035649903,0.000516195898842141,0.000545699693215808,0.00053098784001818,0.000536639462172392,0.000534186316089782,0.00053117778381164,0.000533728376462514,0.000550709136943529,0.000508835034776733,0.00051424736554633,0.000518245418539199,0.000523030815668348,0.000513550095846247,0.000516139143615786
188,"CRI","Costa Rica",0.0296186649275662,0.028685725609359,0.030428533400859,0.0327006272380135,0.0314705898803225,0.0283291382674228,0.0283526104446716,0.0305867006670232,0.0320044697237507,0.0349075568665257,0.0355281308865787,0.0340576241394058,0.0339920775580768,0.0380732682364545,0.0354472310257999,0.0342674641435498,0.0321085205289473,0.0341670118619094,0.0356624757767778,0.0358107727367394
384,"CIV","Cote d'Ivoire",0.0342413853963529,0.0350618310263405,0.036158581478508,0.0343697141656348,0.0332461453993221,0.0356509117543982,0.0324170559484009,0.0390161098706635,0.0398546517164944,0.0394421894609452,0.041549534058537,0.0419486625674473,0.0495846306371193,0.0621556678542675,0.0607734428080996,0.048993013422497,0.0484074679563909,0.0493784859212865,0.0471962508274559,0.0512421269305306
191,"HRV","Croatia",0.0179740234201781,0.0139939678320218,0.0132734363232244,0.0121300617307493,0.0130397213938616,0.0164054043340731,0.0165049196589809,0.0128917428909123,0.0187025308787726,0.0200239848799636,0.0149986990007973,0.0114860371603476,0.016594252478405,0.0150906398785498,0.0196221807238971,0.0168051383066929,0.0170821679666133,0.0160582635897599,0.0169477863349401,0.0157635867149973
192,"CUB","Cuba",0.010676807007358,0.00973777622244684,0.0108427902579753,0.0105597240374692,0.0108630743489596,0.00931689466556026,0.0107553838338951,0.0111916289578372,0.0121451857765411,0.0113639452739288,0.0115403802085793,0.0121703407552731,0.0123886004025782,0.0141708096557338,0.0135654810662563,0.0119361699524839,0.0121700273797611,0.0114904332983379,0.0117568765495567,0.0118324637271373
531,"CUW","Curacao",0.00405148209539587,0.00422328723530619,0.00561610867542557,0.00423768432939383,0.00440049572782079,0.00398928471877553,0.00374675255085451,0.00601171903240162,0.00543538661118372,0.00484330319383915,0.00458117759700695,0.00374902289629538,0.00428959898011878,0.0068963256836937,0.00536958330801732,0.00377313939857218,0.00437711296187189,0.0041161299348435,0.00380008191181535,0.00418875755429471
196,"CYP","Cyprus",0.0153368649988884,0.0133687074725034,0.0102855554753536,0.0137052169281771,0.0137664283990483,0.0136705779575995,0.015055331391954,0.0187104192047911,0.0172482354953694,0.0222368128438637,0.0161049619193514,0.0128139159602819,0.0164751423632013,0.0277477363770405,0.0147643610201573,0.0107606625879315,0.0128824785074294,0.0147449724935912,0.0147820695155068,0.0122375020663202
203,"CZE","Czech Republic",0.00923593138105516,0.00667981041525702,0.00736448308512608,0.00611441416737264,0.00606113666547546,0.00749352962069785,0.00782105879569662,0.00691440778272964,0.00735437225334184,0.00768210166658958,0.0069130897606484,0.00689312798936771,0.00779827294004549,0.00757602990197141,0.00691160862677879,0.00670846470982505,0.00696978271144984,0.00736632696727249,0.00737819956306749,0.0071963909860285
180,"COD","Dem. Rep. Congo",0.175215914991339,0.175879368024872,0.200648702270841,0.177325579554601,0.1920315598207,0.210587826156995,0.191807406312028,0.230075142272934,0.239120357771507,0.238028294410336,0.249418340071766,0.269908896445313,0.264226307981627,0.119250695365755,0.106479551968507,0.209502062483752,0.208871875867888,0.21154066037502,0.214283033845544,0.213441518132016
208,"DNK","Denmark",0.00298296986725491,0.00242293276716542,0.00249585038862278,0.00266911601279384,0.00227942249420088,0.00234977302146269,0.00240760621619297,0.00236687390824629,0.00214772708061737,0.00202590565893865,0.00215079067431023,0.00232061879167308,0.00192086335076914,0.00220255906383999,0.00185367426541397,0.0019928662605012,0.0019251930480798,0.00185713239044817,0.00201151754106797,0.0019137907611026
262,"DJI","Djibouti",0.0049881898350018,0.00557971219307709,0.00524440423268048,0.00563483729623004,0.00508604376599056,0.00585934772564664,0.005940730075084,0.0060112082080887,0.00619394698867714,0.00567970839155938,0.00621268987831514,0.00570652725838648,0.00638397312367968,0.00562387554120946,0.00603749341649609,0.00592499548497523,0.00619389205226952,0.00627508387865792,0.00659929526941655,0.006025109025411
212,"DMA","Dominica",0.0022069505762975,0.00205646530567806,0.00274825771534082,0.00244417320477855,0.00229538085782811,0.00202254692937232,0.00201168232413415,0.0031233404572954,0.00238610020867276,0.00225140263233721,0.00214789094342185,0.00203609587739826,0.00232698275840452,0.00267926708132665,0.00168751084183293,0.00169494494921014,0.00176223128843604,0.00170922590217078,0.0017013051062844,0.00166831391099533
214,"DOM","Dominican Republic",0.0203476074040619,0.0184547081816677,0.022441002070199,0.0216104170322705,0.0214717870016401,0.0186938234645742,0.01929521011768,0.0232538515300474,0.0221773082631611,0.0230543436969687,0.0207355296508395,0.0212761064386691,0.0213140719373817,0.0272572453455408,0.0265747088690326,0.0215236278775922,0.0226161860185703,0.0206889427611406,0.0220183673595664,0.0225802208447261
218,"ECU","Ecuador",0.0395310051711273,0.037638864132183,0.0401038062700359,0.0394688563200966,0.035079879871781,0.0295215499938104,0.0374258036609487,0.0407696225423847,0.0374186541337098,0.040799617803914,0.0442886173183831,0.0466427329250258,0.0584360455427983,0.0527598236112435,0.0443474399768378,0.0456217036517695,0.0463079592219972,0.0473360949341212,0.0477917647647897,0.0482444719486323
818,"EGY","Egypt",0.0124805329412346,0.0128337945864372,0.0130678194342385,0.0134959266721846,0.0136682975823396,0.0139127991121271,0.0137293147454944,0.0151561813995386,0.0134608288701001,0.014064650897619,0.0142251857839462,0.0150820934316529,0.0139843625052629,0.0140178944956959,0.0147042560579694,0.0143735585298276,0.0146408092216378,0.0149594545815778,0.0154148590397557,0.0149190609411012
222,"SLV","El Salvador",0.0640901986866741,0.0731968969442893,0.0653053982484192,0.0659353801970146,0.068935632164999,0.0565001131917647,0.077207885135073,0.0721648714242985,0.0761974967427745,0.0866086480481733,0.0805916081197908,0.0883293364257805,0.0949572286855236,0.106560972577418,0.0895490524733911,0.088156899855415,0.0918583634257342,0.0860668411131334,0.0848147282287776,0.0882100288071986
226,"GNQ","Equatorial Guinea",0.0381424250509928,0.0344488714419391,0.036166682564897,0.0368880498551222,0.0343716904591448,0.0361478400275043,0.0356218993639267,0.0388822944484291,0.0371763717068956,0.0353423857135309,0.0388698758181359,0.0394176257172727,0.0424306350253113,0.0414093204493762,0.0379115425980701,0.0413956532838256,0.0424280751794317,0.0385650257561142,0.040759832638277,0.0396896378288607
232,"ERI","Eritrea",0.0260349238284577,0.0328902984712254,0.0270085733695642,0.0332616407253969,0.0271629236759096,0.0283249044037597,0.0312753990344379,0.0314952630647209,0.029425171164195,0.0318812760002165,0.0361506311680859,0.034538467916846,0.0334512359993687,0.0268235759460415,0.0299696790851892,0.0325372097182353,0.0324566387057459,0.0322660752381165,0.0319815246636827,0.0316514383728368
233,"EST","Estonia",0.00380062827812455,0.00299702418704459,0.00314043557017626,0.00376932713380224,0.00285667174993241,0.00308961842112474,0.00369836297519402,0.00493338970312706,0.00406395263073562,0.00297035776696692,0.00417303429943893,0.00387950926027969,0.00297027276519541,0.0035219470695133,0.0026257514653197,0.00316152158811904,0.00295102698766222,0.00307664993306144,0.00301690268712423,0.00308015739043614
748,"SWZ","Eswatini",0.042095632464382,0.0335027804439632,0.0361355148717766,0.0369617375366678,0.0348432865575908,0.030211448798476,0.029272982894372,0.0378102402782765,0.0404721418149796,0.0380336669929505,0.0367284966781024,0.0368549357701255,0.0424782737877683,0.0419139278164964,0.0391575220790536,0.041324288446661,0.040293945248565,0.0429828129302993,0.0432911567411832,0.0443729244460995
231,"ETH","Ethiopia",0.0385676055846726,0.039142905907879,0.0373155774078887,0.0406698077989688,0.038497381050393,0.040165706796466,0.0405613263104075,0.045055870024333,0.0448970586526044,0.0459127429154492,0.0487230052010264,0.0497803289355875,0.0517741462357643,0.0531349558773114,0.055869194396517,0.0512990633164318,0.0510831348764855,0.0515097632870238,0.0503513746842889,0.0489754147109834
234,"FRO","Faeroe Islands",0.00111408938804646,0.000938555784785751,0.000922751679204749,0.000962660338321193,0.000845775608256991,0.000908967312658995,0.000862444420763735,0.000865482330686021,0.000817891011467012,0.000833033565296831,0.000851978950346377,0.00090964983905821,0.000812626985902217,0.000847891523985002,0.000792220723235606,0.000826101456162913,0.00080220846054079,0.000769253764180189,0.00082498246135167,0.000788859062820901
238,"FLK","Falkland Islands",0.000747375143115643,0.000999435069919921,0.000822638838495328,0.000766794320030403,0.000779922205809629,0.000897429361658267,0.0006347216213802,0.000755789618826439,0.000972007523902405,0.000790420478144508,0.000689848724926351,0.000652724217154814,0.000713342606977037,0.000693417808824407,0.000633477560405525,0.000707068442258377,0.000666105290811002,0.000728111588711117,0.000685557708309281,0.000746859860818226
242,"FJI","Fiji",0.00784366047419984,0.00769936325841183,0.00867849773546575,0.00791136259423734,0.00869165191834311,0.00872786878102442,0.00703207856964905,0.00979575846450791,0.00991394626839814,0.00825975271384676,0.0101356884926117,0.0100818692895581,0.00882285465232555,0.0120431424483676,0.00769680772009947,0.00830191809247424,0.0078274702957072,0.00801867568361952,0.00861841276416838,0.00937916703681781
246,"FIN","Finland",0.00341302254755907,0.00247541018364024,0.00258185380861104,0.00285950748443173,0.00238723628638749,0.00253557947626484,0.00297319946912924,0.00339702408087946,0.00320618822289796,0.00229105085660954,0.00298294347857022,0.00301074096878375,0.00228945563907253,0.00261296355401155,0.00194510635806553,0.0024537363857855,0.00226524389762089,0.00220360468421598,0.00235931808245107,0.00228851968995271
250,"FRA","France",0.0075148401878275,0.0072194473199493,0.00663217403676375,0.00684120717128211,0.00562180454033722,0.0061319568329882,0.00746745583832712,0.0063479734092057,0.00687425380072942,0.00662851143339128,0.00605325614287562,0.00577967789661514,0.00680104496437432,0.00616951164383815,0.0063360615853832,0.00614170918775266,0.00608395056324435,0.00579605014375431,0.006199827448061,0.00588781861284062
258,"PYF","French Polynesia",0.000655309097694559,0.000655394435757421,0.000670407087535849,0.000641063377269936,0.00065548266719221,0.000611080777276932,0.000621995461584019,0.000624576629505442,0.000598764380747382,0.000637410414211834,0.000612407047770256,0.000622875269915523,0.000650154969380447,0.000663557356572805,0.000591654029930484,0.000613340562881036,0.000618220744477413,0.000630861414044424,0.000618840231916197,0.000610290990630628
266,"GAB","Gabon",0.0492774223099152,0.0463751486702637,0.0486250572129685,0.0500502745659388,0.0489687702294789,0.0516864641444651,0.0500976263204332,0.0582448948086697,0.0551509416930025,0.0519306202552908,0.0564905878655038,0.055393282816821,0.0622126187298816,0.0610959855582318,0.0602772874853408,0.0610296175726487,0.063946021001097,0.0597877095993828,0.0648073035456713,0.0633159398705988
