"code","iso","country","GHG.raw.1850","GHG.raw.1851","GHG.raw.1852","GHG.raw.1853","GHG.raw.1854","GHG.raw.1855","GHG.raw.1856","GHG.raw.1857","GHG.raw.1858","GHG.raw.1859","GHG.raw.1860","GHG.raw.1861","GHG.raw.1862","GHG.raw.1863","GHG.raw.1864","GHG.raw.1865","GHG.raw.1866","GHG.raw.1867","GHG.raw.1868","GHG.raw.1869","GHG.raw.1870","GHG.raw.1871","GHG.raw.1872","GHG.raw.1873","GHG.raw.1874","GHG.raw.1875","GHG.raw.1876","GHG.raw.1877","GHG.raw.1878","GHG.raw.1879","GHG.raw.1880","GHG.raw.1881","GHG.raw.1882","GHG.raw.1883","GHG.raw.1884","GHG.raw.1885","GHG.raw.1886","GHG.raw.1887","GHG.raw.1888","GHG.raw.1889","GHG.raw.1890","GHG.raw.1891","GHG.raw.1892","GHG.raw.1893","GHG.raw.1894","GHG.raw.1895","GHG.raw.1896","GHG.raw.1897","GHG.raw.1898","GHG.raw.1899","GHG.raw.1900","GHG.raw.1901","GHG.raw.1902","GHG.raw.1903","GHG.raw.1904","GHG.raw.1905","GHG.raw.1906","GHG.raw.1907","GHG.raw.1908","GHG.raw.1909","GHG.raw.1910","GHG.raw.1911","GHG.raw.1912","GHG.raw.1913","GHG.raw.1914","GHG.raw.1915","GHG.raw.1916","GHG.raw.1917","GHG.raw.1918","GHG.raw.1919","GHG.raw.1920","GHG.raw.1921","GHG.raw.1922","GHG.raw.1923","GHG.raw.1924","GHG.raw.1925","GHG.raw.1926","GHG.raw.1927","GHG.raw.1928","GHG.raw.1929","GHG.raw.1930","GHG.raw.1931","GHG.raw.1932","GHG.raw.1933","GHG.raw.1934","GHG.raw.1935","GHG.raw.1936","GHG.raw.1937","GHG.raw.1938","GHG.raw.1939","GHG.raw.1940","GHG.raw.1941","GHG.raw.1942","GHG.raw.1943","GHG.raw.1944","GHG.raw.1945","GHG.raw.1946","GHG.raw.1947","GHG.raw.1948","GHG.raw.1949","GHG.raw.1950","GHG.raw.1951","GHG.raw.1952","GHG.raw.1953","GHG.raw.1954","GHG.raw.1955","GHG.raw.1956","GHG.raw.1957","GHG.raw.1958","GHG.raw.1959","GHG.raw.1960","GHG.raw.1961","GHG.raw.1962","GHG.raw.1963","GHG.raw.1964","GHG.raw.1965","GHG.raw.1966","GHG.raw.1967","GHG.raw.1968","GHG.raw.1969","GHG.raw.1970","GHG.raw.1971","GHG.raw.1972","GHG.raw.1973","GHG.raw.1974","GHG.raw.1975","GHG.raw.1976","GHG.raw.1977","GHG.raw.1978","GHG.raw.1979","GHG.raw.1980","GHG.raw.1981","GHG.raw.1982","GHG.raw.1983","GHG.raw.1984","GHG.raw.1985","GHG.raw.1986","GHG.raw.1987","GHG.raw.1988","GHG.raw.1989","GHG.raw.1990","GHG.raw.1991","GHG.raw.1992","GHG.raw.1993","GHG.raw.1994","GHG.raw.1995","GHG.raw.1996","GHG.raw.1997","GHG.raw.1998","GHG.raw.1999","GHG.raw.2000","GHG.raw.2001","GHG.raw.2002","GHG.raw.2003","GHG.raw.2004","GHG.raw.2005","GHG.raw.2006","GHG.raw.2007","GHG.raw.2008","GHG.raw.2009","GHG.raw.2010","GHG.raw.2011","GHG.raw.2012","GHG.raw.2013","GHG.raw.2014","GHG.raw.2015","GHG.raw.2016","GHG.raw.2017","GHG.raw.2018","GHG.raw.2019","GHG.raw.2020","GHG.raw.2021","GHG.raw.2022"
218,"ECU","Ecuador",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,2085.688,2104.738,2123.778,2145.548,2164.588573,2180.91013,2208.21442,2231.85521,2274.9082,2316.1983,2489.5531,2772.3174,2932.3799,3036.7975,3216.677,3236.5308,3337.6989,3432.0947,3575.83876818898,3779.05576,3986.81151,4153.32965,4310.56275395595,4421.40249818898,4135.84057818898,4602.53309228347,4736.90772637795,5204.07487978243,5222.33702047244,5244.88164047244,5474.19165903312,5768.53303047244,5911.14031866142,5437.6793227559,5569.71093503937,5945.35010913386,6038.20100913386,6409.78839322835,6875.52748188977,7181.40696598425,7247.97826598425,7664.46795007874,7852.98716598425,8555.88247055118,8033.07722283465,8505.09103874016,9190.35724330708,9584.53117968504,9974.93970015748,10776.3909888189,11302.7431570079,12049.8806615748,12509.6336319521,13348.726884252,13047.5904933586,14938.0537502362,17715.9886502362,18334.3624292739,19665.6804116535,21326.2596927644,20921.4331187658,24130.2942476013,26506.7221568884,28268.893325293,31977.1324014044,34913.3563747051,35561.8535438619,38663.9537512383,37289.0349229964,33810.1287291653,32550.5220111962,37227.1753986297,40430.4967954176,37251.7063728521,37333.2053205746,44524.1255118437,47715.2064519411,38917.1081277742,48712.3361872856,51854.1999172156,46589.5817189568,48736.269450029,47201.2324249582,44289.6952148923,48985.3498491964,50028.7508458434,52582.9801597352,56250.8091523009,57491.5074942804,56716.8556887973,60876.1824609626,57196.6301472761,61852.5966001163,65698.0114031386,67878.1156978953,67002.2817163732,69774.2751300042,73175.2511996012,69507.8429765362,68084.5521253462,67768.4063656243,66387.1139077502,68575.0692346641,61101.5200889562,67749.1658338938,70146.7075669526
818,"EGY","Egypt",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,9460.412,9664.752,9732.854,10115.156,10070.92,10306.476,10752.95,11452.714,11367.332,11196.126,11476.372,11572.68,11641.442,11833.734,12050.444,12160.88,12351.88,12881.9698981556,13075.2848182677,13273.5019991316,13384.0693751181,13461.2893751181,13521.873079685,13595.5713637795,13645.0907729134,13786.4290683465,13856.694784252,14184.7844888189,15975.538977343,17085.4119206299,18498.5121933858,18751.5241933858,19606.0125001575,20507.1379246025,21063.6427615748,21464.114727559,22215.405000315,24839.6655458268,26902.4723754331,31704.8854891338,32673.1357505512,32698.502648189,31896.5243300787,33263.9300066118,31718.6568415748,30713.6922733858,33771.1425348032,36674.5825234646,34580.0590349606,39753.3309782677,42065.6177605684,45314.1103647244,50233.0588762205,57440.4474444095,60381.656763881,58629.2503193701,51344.9102513386,58436.025592441,54304.9507733528,54495.3108482733,56480.4039420214,58193.4979499259,55736.5757744882,58497.2402856627,65505.6123540157,71078.3499053595,76462.1646237789,80162.406003534,84439.5058967655,88708.3277851189,95264.6841126028,102965.567479972,104805.676068371,113782.812018545,115776.132867057,126976.098035024,129947.720656547,129674.678168064,128703.36210251,133512.033274354,142477.642077484,144528.083774439,158695.88045353,154556.632567177,168751.498592432,170075.855204606,183590.484891855,195045.715141194,202117.105360438,219120.943179383,205294.531685842,210339.69573671,233872.085751773,240237.292898239,263045.520187108,276658.947036725,287329.641304666,299499.920689749,307650.60167037,301786.675022737,317194.284595256,314750.811651042,309343.911335339,324487.434001942,320865.829638948,338416.483608435,363221.701738717,349741.776986861,359502.774931195,329545.355173233,353202.204816172,366197.761622907
222,"SLV","El Salvador",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,2766.20651,2908.26689,3074.95931,3215.76320047244,3389.53028866142,3510.1531327559,3709.4960268504,3920.60353913386,4062.17423913386,4211.09270503937,4383.55980913386,4205.52014094488,4361.39295685039,4971.22472503937,5172.70240913386,4995.65562503937,5430.91759779528,5344.11939779528,5539.27386598425,5540.49929779528,5841.36225007874,5835.0235023622,6147.71192283465,6249.31217511811,6350.65196377953,6535.11528425197,6906.05957547689,7408.42820887753,7755.94715043576,7701.76015715475,7014.23612385388,6599.47678701326,6156.80722185046,6339.31668772845,5990.18433667582,6656.10668305557,6628.13797546041,7306.78717570912,7409.79744866663,7542.78870222978,7593.06343610257,8425.65886650335,8718.66985623305,9299.02395292634,9971.26211869216,10178.9859013957,10121.2102858776,11215.7145851062,11192.3883493019,11174.0488323302,10780.1754846664,11362.4650636306,11719.2630990094,12051.6614694324,12024.0920588156,12273.6967123284,12798.5816124908,12907.9100736303,12345.4371261506,12095.6786219588,11937.6489196343,11782.0051665464,11915.1223803133,11062.5317616466,11311.7653734538,11865.8621106764,11615.9047071608,10885.1403432337,11107.1731936912,12030.1696153816,11318.5593734538,12295.9300069135,12483.4595457655
226,"GNQ","Equatorial Guinea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,82.11933,82.39154,82.14607,81.76412,101.7963,109.1226,108.57693,103.87788,119.78406,119.56607,90.6545,91.44469,91.28347,95.00273,94.62328,99.86751,93.74741,100.2711,104.5893,121.6954,119.8105,153.9389,176.4432,109.0415,132.1984,144.0894,148.4184,150.2427,160.0765,155.8538,164.9757,169.8986,192.7252,182.4754,214.8589,200.9047,224.0814,264.195,275.1828,291.7707,244.4732,675.4858,1135.3611,1620.8766,2618.411828,2982.753816,4944.327036,7308.89496,8973.419312,9868.053792,11457.175648,12655.53294,10265.9202992595,11439.556424,16282.035884,15879.939564,17166.5380310717,17602.3267579016,18157.8563626026,15733.2131903478,17615.47416,17064.8365735921,18359.3869871842,18976.5722201809,18486.370911902,18047.1537919228,17607.3576552274,17108.8621230157,13532.2926858117,11311.4225693332,12188.0496079333,12312.7526589022,11037.2308294184
232,"ERI","Eritrea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,535.943136377953,534.114568188976,564.036284094488,654.272852283465,776.093136377953,920.025420472441,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,4800.43361820403,4950.16665147944,5516.05913465714,5978.83603011524,5743.0894907139,5889.46345884137,6085.42342696884,5810.36527841136,5760.07512985389,6044.14298129641,6176.10483273893,6268.65268418145,5945.10602880604,6280.85921061744,6164.87658008938,6288.22393289627,6201.08667859035,6540.21807684439,6630.48896561962,6659.81958899735,6722.00739754614,6772.56545623507,6846.48260656186,6881.45074590568,6999.17274590568,7051.44947708847,7112.32088524949,7220.77671607915,7249.8356886436
233,"EST","Estonia",974.756296132839,984.235125,994.589125,1002.223125,1012.850125,1024.501676177,1029.200125,1037.370125,1050.42911175918,1053.44541398701,1063.28211401855,1067.85400294249,1069.72213403748,1072.81251182227,1081.98253184119,1084.29511627792,1106.05253441596,1115.60372782709,1112.95324994769,1125.15492123823,1133.67905685196,1155.55303488906,1173.33047047125,1189.09707040817,1227.2661772809,1261.15969745753,1308.35522667163,1334.73007781709,1386.94729834066,1411.84143395438,1446.40777879483,1464.86348560448,1478.2766079774,1510.91778394438,1519.1085795518,1540.78112652546,1551.30530217704,1571.29035351173,1585.9997981314,1612.10608291508,1657.81079907761,1699.14507937965,1727.72215871398,1796.35334875481,1816.90952533032,1884.66264329508,1900.73182511104,1981.3370612079,2052.21215017229,2158.46374714745,2255.77377994561,2281.48352477344,2257.5363942688,2243.81168062427,2337.74044997345,2252.34763497269,2363.50975692188,2472.0051588206,2483.19608448479,2541.00757325364,2527.27209400168,2576.74474356904,2740.92271499727,2875.18960797836,2786.72505901767,2730.02814838426,2846.9344307787,2800.37132801208,2209.27077762643,2183.22195318078,2180.14815260674,2231.17776199747,2335.88130896743,2392.95853312292,2497.09043811737,2503.61185464946,2767.47367478606,2973.8943539386,3109.91385586377,3202.58697158808,3631.07144332469,3962.9049313795,4213.16364671457,4467.07684975228,4977.02172875533,5363.26002334012,5863.20009868394,5949.60580663557,6172.98633513302,6229.68215693584,7074.58609587881,6480.28523460218,4493.85226219974,4702.58759525023,5854.66046278811,6195.79347300485,6791.20340058564,7800.01877315508,8245.23353890477,9118.0992033001,9943.69305413817,10634.9982022478,11280.7462510284,11847.6088963941,12744.3603720521,14110.8670652836,15235.9351181986,16440.773243492,17399.0022831196,18198.1803924058,18889.1206596357,19424.3110152139,20360.8906667204,21663.0700792879,22749.3724553757,23953.0452856882,25287.9878226582,26355.0784538286,27037.0081272979,28002.2748296417,29196.1060470057,30818.0208101771,32249.2702330309,33466.8651020217,34600.5685718651,36136.8355840148,37339.3150591329,38391.3526601802,39595.5301958604,39869.2435665957,41307.4434912708,40621.78431317,41368.6172005132,41999.1969046557,42349.427790108,45280.1627268289,45103.2932049268,44957.9905133855,44884.9288483352,45627.2095528149,42721.4012079987,39591.6790631506,29694.8375340549,24283.3766744082,24466.7060811687,22355.1690788745,23150.0286758168,22736.2719238202,21040.53606132,20070.7777205623,19670.9246134727,20115.5651825074,19637.4124483968,21593.8526472358,21735.3772306405,21457.129212564,20738.1851228603,24444.6799139004,22435.7201088558,18958.3205686661,23620.1477634206,23618.9754133068,22937.8325803327,24859.5803374147,24226.207060776,21246.0378316599,22372.5538265757,23790.2532008365,22822.4454823724,17292.81295408,14118.381407764,15223.0078953988,14843.635121704
748,"SWZ","Eswatini",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,1030.624,1046.934,1057.784,1060.444,1065.814,1068.464,1071.104,1081.924,1092.744,1109.034,1165.536,1226.154,-8888,-8888,1282.472,1313.958,1423.96,1490.458,1568.974,1649.082,1765.8,1815.116,1851.206,1905.594,1874.18,1932.498,2010.434,1985.132,2206.52,2276.478,2316.598,2284.526,2265.466,2125.146,2132.874,2296.32,2355.47,2322.616,2319.896,2349.886,2914.738,2922.012,2919.848,2605.576,3042.646,3052.51,2804.91,3163.028,3124.238,3274.552,3147.34,2949.306,3057.2,3026.546,3060.962,3075.648,2985.818,3112.226,3025.866,2953.676,2769.098,2663.11,2846.096,3136.788,2525.6,2589.098,2751.432,2671.006,2734.958,2760.414,2665.732,2724.36377665059,2860.70632240687
231,"ETH","Ethiopia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,30142.6028522835,31861.3028522835,34262.4028522835,-8888,-8888,-8888,-8888,48716.9342840945,50680.6342840945,51637.5074727307,52264.0582840945,52516.0982840945,52488.1702840945,52245.4155081092,51788.949136378,51363.805136378,51113.8428522835,51297.249136378,51802.9988522835,52741.825136378,54911.833136378,55674.5337045669,56326.1127013304,56719.9257045669,57611.0798757525,58199.0839773228,59073.9576818898,60351.9308182677,60647.2350287419,61122.9211023622,62028.4582387402,61122.1033864567,62991.5868296063,61859.6605455118,60487.6256818898,60371.9285404523,61578.6856995074,61300.8013545465,62702.634725491,63793.282981027,63399.0069499387,64511.4136918278,66369.7540329489,65013.3814247723,67285.2102547763,71139.8462832444,68748.6807631375,69079.0658188087,72773.1137395027,75361.9074119113,75632.1723779615,78087.7365463272,72289.1226117065,73808.2006854815,75178.6533610787,78871.3891683708,81480.0577107777,87802.122178565,87639.7757942399,84930.4545718351,89243.8855682273,98888.3865970777,97446.2323410157,100050.050625899,104341.129253143,109876.177241406,120201.596316695,125135.596797421,129528.444707153,134857.871115768,134833.479924938,140987.685968403,145926.028983639,153063.546209958,156739.40574607,162825.922778879,167251.688101793,169833.957355738,181141.991269887,190720.12241825,186382.488012203,191982.258587157
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,40.304,40.304,54.96,84.272,76.944,98.928,113.584,95.264,117.248,98.928,58.624,113.584,117.248,124.576,120.912,135.568,139.232,168.544,183.2,212.512,256.48,260.144,234.496,252.816,300.448,348.08,329.76,406.704,399.376,479.984,421.36,439.68,458,487.312,498.304,516.624,490.976,498.304,527.616,578.912,703.488,655.856,648.528,582.576,575.248,571.584,600.896,589.904,622.88,630.208,688.832,762.112,725.472,732.8,747.456,721.808,677.84,688.832,630.208,575.248,630.208,567.92,589.904,648.528,597.232,608.224,630.208,707.152,725.472,740.128,758.448,736.770291155371,748.133227368025
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,472.17521,492.14939,528.9576,553.01283,552.36509,580.35836,615.40666,602.15198,626.48133,664.79569,677.18908,685.82953,764.75105,787.46266,998.340476377952,910.605510472441,892.655565194135,978.171627322835,1042.69568866142,1111.17943665586,1209.1359727559,1259.88483124769,1313.15480913386,1386.76840913386,1470.97702503937,1439.94788260728,1324.6232099745,1647.93430344291,1574.94115316112,1784.30775572322,1755.51117190894,2081.96528697065,1848.04707162557,1710.37493640548,1633.6755838418,1648.47974946552,1733.52591508924,1621.02707274644,1712.39869830924,1825.99772274486,2018.34551110612,1885.95713926485,1985.87643453852,2066.15441360867,2124.17651796216,2198.89685743946,2256.22683354084,2227.00478090449,2186.37010067308,2178.86731982495,2228.53157326644,2499.66268385576,2323.81665017225,2452.17293456316,2811.97770677795,2553.81785413301,2672.39179528162,2614.30010221514,2336.50321459942,2199.50953688219,2554.35016236984,2469.8718262473,2441.73702092537,2603.02573284728,2234.01712057362,2328.73791806925,2279.1941032214,2449.26634043021,2518.29044011717,2626.51062671826,2210.36839731724,2191.51358360895,2218.55830729488
246,"FIN","Finland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,2328.930379,2381.890379,2398.220379,2420.934379,2405.222379,2436.208379,2457.136379,2463.418379,2497.236379,2484.356379,2522.670379,2574.604379,2590.770379,2633.446379,2721.886379,2736.112379,2804.364379,2879.934379,2943.660379,2935.974379,2993.378379,3034.208379,3097.022379,3131.458379,3197.936379,3312.980379,3259.48038,3297.58038,3331.07238,3409.47638,3429.68838,3557.940444,3646.812623,3744.992893,3879.68123,3978.87762,4125.66603,4427.26645,4466.07484,4777.87719,4680.43948,4555.30372,4555.05993,4709.39413,4732.14032,4826.05451,4860.72669,5167.15288,5700.99109,5622.62531,5432.71556,5745.39183,5949.32611,6164.25242,5225.01874,4677.83308,4789.23343,4765.99981,4756.4882,4962.21861,5036.97903,5087.8888,5560.1608,6374.9827,6721.4321,6742.9643,6681.1591,7988.756,8317.86929559055,8590.42099559055,7933.54760387958,8321.03625007874,8386.56392147337,8620.81770633594,9412.38190692915,9014.41365560481,10605.749784252,12594.2618078285,11621.0844661417,10929.7045943775,8474.01564787402,9698.7299319685,9672.07381826772,11331.1242072792,10651.2298182677,9247.67721152469,12652.406784252,15584.3481933858,19354.9275911811,16429.1632844095,18640.0250130805,20643.9225602347,21975.3134464548,21539.8182524358,23833.6577332999,26369.2423414173,28401.105216378,29318.384648189,28473.7697959055,32320.5491710236,34750.0845801575,35021.1766541549,37896.8597564863,41368.8611143307,45649.6487962205,48612.3464667717,53508.7107962205,53315.4445234646,58934.8577603658,64013.7493190551,66526.5557561639,67090.2001951334,71015.1132359761,76776.3609734977,74148.9708516008,72425.975381306,76973.2650457343,75560.1866369556,78068.2154072213,81190.7187931463,85421.9875036452,78414.9805033236,69637.3750190876,68726.6709583868,70093.3407860603,77170.4759886731,80838.4657007438,85104.7001560957,79494.7815308769,80213.3299123104,86936.0999999999,84733.1,82705.2000000001,84941.1000000002,90797.1000000001,86552.8,91568.8000000001,90273.7,85838.8000000001,87079.8,85258.7,91176.8999999999,93192.1000000001,101901.8,100957.1,86587.4,100401.4,94550.5999999998,86124.2999999999,82427.8000000001,91636,83539.1,79644.3000000001,79288.4,74475.6,69750.9,70070.1999999999,67552.1,68462.6000000002,64956.5,59451.8,58328.0999999999,55640.9
