"code","iso","country","USD.raw.1990","USD.raw.1991","USD.raw.1992","USD.raw.1993","USD.raw.1994","USD.raw.1995","USD.raw.1996","USD.raw.1997","USD.raw.1998","USD.raw.1999","USD.raw.2000","USD.raw.2001","USD.raw.2002","USD.raw.2003","USD.raw.2004","USD.raw.2005","USD.raw.2006","USD.raw.2007","USD.raw.2008","USD.raw.2009","USD.raw.2010","USD.raw.2011","USD.raw.2012","USD.raw.2013","USD.raw.2014","USD.raw.2015","USD.raw.2016","USD.raw.2017","USD.raw.2018","USD.raw.2019","USD.raw.2020","USD.raw.2021"
40,"AUT","Austria",9.26157191302,9.3355692137,9.27086973986,9.06327929032,8.65904358517,8.36780662358,8.1203935499,7.79551662483,7.59057290724,7.43418519671,7.29416841773,7.29664644746,7.52194783396,7.84623244875,8.06063553442,7.9977290538,7.57659919816,6.85379180309,5.94408385563,5.06350014924,4.38279611323,3.80268214029,3.38919634456,3.03065123027,2.70775008323,2.48769379505,2.28442597331,2.10737098458,1.93258380247,1.7864090031,1.74652799598,1.67165555054
31,"AZE","Azerbaijan",864.27750745178,829.06689518154,804.7467406115,789.10295882962,772.32420213777,751.70745823583,728.72998861663,699.31863666862,669.07014512091,629.80280288488,574.50332890449,500.75866360934,441.9611442279,396.38194837882,357.13413424463,316.79841142605,278.66317253203,246.21642629941,222.6193612167,203.55326352559,188.6524651707,175.7480791463,165.26456970731,156.41231481084,147.93647165976,141.67798743898,137.76402440587,134.8213549743,131.72514728734,128.44137013004,117.08455104286,114.07692645094
44,"BHS","Bahamas",66.46131518711,71.04264748187,73.80447452858,70.32903975002,61.93892090488,56.92870129399,52.42097175738,47.48395374916,41.44864939291,35.3107701789,29.60431640087,25.57483236563,24.32925393094,23.95410185718,23.5051585065,23.12795673087,22.32289673647,21.74790575536,20.69067602799,19.66236207397,18.4011241627,17.88528197622,17.07266067715,16.77249862395,17.13443697064,15.82300626862,15.14344193625,14.24063571303,13.35257179276,12.57195157033,11.87542750661,11.47496436151
48,"BHR","Bahrain",64.48980059591,60.41568493066,56.19332062028,51.62911162258,47.61529315214,43.53319557429,39.07831767224,36.01837486941,34.20367578818,32.48365764774,31.0669559679,30.00237537559,29.069068367,28.04191518851,26.91171052022,25.82682607439,24.31821992617,22.48402210658,19.42758316281,17.55913973446,16.8338082714,15.35278464721,14.31194000678,13.35666721421,12.47929214854,11.97057485264,11.61895946239,11.29175415787,10.91943163727,10.51036007819,10.04431042614,9.79292681267
50,"BGD","Bangladesh",2864.23647415989,2782.59238056136,2551.01018098868,2371.51569038852,2200.72368135725,2049.86148197302,1883.62980416829,1732.55105148049,1589.06562666197,1472.07486715765,1371.96739571485,1281.74027765913,1197.99790351689,1112.05226259077,1045.24991916247,990.59732903726,936.00787462541,891.38699968814,827.58891743109,773.68770074624,723.30291756828,670.0797333472,616.01750634276,586.36333577574,558.92991970946,544.64558694802,530.31923760639,513.97420005923,487.83056298207,461.82618961112,429.82221204487,412.96194627651
52,"BRB","Barbados",70.82180641074,66.52612295642,62.96048702819,62.88653938865,61.73827486396,61.17164958089,60.00464231753,55.14974602598,46.19070592886,43.2342113005,42.37125349725,37.80027285017,37.79779057692,39.64234863581,37.2899571549,37.98357106109,37.26315644761,35.92663130287,34.63361645947,33.26565820414,32.26534389804,32.62275997607,30.38893161848,30.06444027195,30.13387070079,29.83219120035,29.39696486049,28.97827205542,28.45763781219,28.18352593797,27.84371171385,27.88666251533
112,"BLR","Belarus",32.7809131846,33.38225644497,33.61371937577,35.71599950134,38.36776812253,36.78048863824,31.92491665701,29.50671824316,30.39382777134,29.81957246965,26.29100663174,23.85112783304,19.34044525633,17.33194820402,15.79083733709,14.11206818736,12.57181173265,11.69770956475,10.77794732144,10.24479079538,9.7706013687,9.65566733886,9.35973500054,9.08640477773,8.80664739851,8.55664047566,8.59691987328,8.58344775566,8.28440242981,7.97258276607,7.59686109949,7.41070489425
56,"BEL","Belgium",5.02889462872,4.93327999079,4.8433594751,4.57342961501,4.27515201722,4.05528401673,3.83829621172,3.7158708078,3.65606780176,3.63060536889,3.73751164926,3.7291130766,3.66483378714,3.8268828425,3.90092741264,3.94007869643,3.92860070814,3.81163151242,3.58636704641,3.37819683549,3.06089143587,2.62947588845,2.43630304734,2.34896925867,2.18960819357,2.11121262217,1.96279358316,1.91672847432,1.80352720338,1.67908361051,1.56407499313,1.49940808011
84,"BLZ","Belize",546.02120373217,465.29142196395,445.9435996697,425.76775182206,370.47638577422,348.84894227624,332.27492611381,314.42951275884,290.93788269569,248.9367361101,209.30792190026,171.10633880787,148.6081362037,147.55391946802,142.95917710804,147.50206742233,137.28614178193,126.65715902182,118.11226391955,110.52429820741,98.49191427188,93.49060195821,85.85045831548,83.36355167803,86.22623879223,82.83206950067,79.62710006356,76.39856647751,73.93832249256,70.61749194816,67.3196758525,65.27033391418
204,"BEN","Benin",5144.85852015212,5175.48128703766,4914.20342539713,4768.54163124857,4646.4264779909,4489.46781546278,4436.24918862615,4151.23646355457,3958.48798716273,3799.29402751149,3656.90889505864,3472.65324477122,3340.93576823071,3131.49997724632,3015.6260165187,2851.1717558223,2743.36381563327,2601.35462810016,2482.80014583734,2399.61914936847,2330.06668521725,2226.50691522536,2173.4601450647,2076.83954872122,1944.2931859623,1875.51223551137,1766.19226087822,1668.6178683519,1522.70977797364,1366.0284928265,1337.51366017121,1254.07204041391
60,"BMU","Bermuda",36.84368601258,34.82515558755,34.33524573589,35.22014642394,33.53143652231,32.15642223691,30.921137963,29.46761556612,27.87500300486,26.11131499041,24.51719264918,23.33689868957,22.53768244059,22.06024641723,21.65013002774,21.42577408125,20.73176790863,19.92248348837,18.97547454809,18.02643446987,17.11950644437,16.57583381725,15.98421095321,15.41615938502,15.11072970438,14.88515510685,14.97323522883,14.75880794278,14.58797819158,14.4415439343,14.32523723763,14.43815025529
64,"BTN","Bhutan",5856.54431248737,5594.99022733922,5326.74346558261,5203.09260278746,4828.32950579996,4502.23228099437,4079.90463303532,3851.53444968197,3344.28138991312,2732.98941758814,2771.33653543828,2491.02469701603,2273.3371110976,2134.22575897092,1976.61709181905,1815.46832518254,1638.73347328957,1477.2223776998,1321.46725308259,1167.23745139772,1048.18583631282,972.01333721092,902.91029660956,844.10223288111,795.44409980001,755.73354312641,715.57459144746,677.59519233272,644.09344137068,613.41689882583,586.89045723333,562.24870459841
68,"BOL","Bolivia",1115.03256840363,1167.91599917987,1125.23882929993,1010.82849411793,871.71736562359,829.62039199413,789.92666592584,716.50984530363,669.85568001274,628.68775374103,589.43134412708,555.55169526466,517.52691070555,479.60536692501,444.00050238922,415.0646647018,381.59232462532,352.35477269385,312.04025830651,278.15842864781,257.37428052477,238.48316941625,221.67512306137,207.34031934798,193.3191888074,178.54168647259,163.35069159559,150.02925359385,138.9839143656,130.001973327,122.52791071716,115.90894299699
70,"BIH","Bosnia and Herzegovina",25.97229958245,25.13690112751,25.33970431171,25.43321153504,25.75208677655,25.32236096612,22.05003974813,19.3395773888,17.12700754588,14.47297653286,13.07719940437,11.71074709777,11.96194025521,11.76786183776,11.33109417993,10.91734579181,10.86511480396,10.71848880118,10.33297154201,10.03749745196,9.93887705199,9.53257882847,9.25955859652,9.18737880215,8.55489517294,8.55605143992,8.2022362281,7.74650024646,7.22176729152,6.88281018497,6.29190320676,5.79428841396
72,"BWA","Botswana",3206.17582610081,3060.49686339675,2933.05855402749,2811.24872060288,2739.06900716342,2663.90611742903,2576.69676316939,2490.70408817184,2476.97539945851,2433.1549482261,2386.67280452741,2336.17240995879,2261.65751936809,2155.37059135579,2030.86099523801,1952.27330936321,3036.27730900026,1910.72995634771,1879.13045507185,1849.76474973688,1837.69819349606,1794.43465206476,1673.68054447083,1616.9406462307,1569.43547032648,1519.29404033435,1462.9832165133,1423.03197809324,1381.65351438791,1350.29707553039,1329.15913323012,1304.39162416292
76,"BRA","Brazil",1062.28576647719,984.5021597845,901.05676000248,835.79801099315,743.53881913639,649.89827826707,561.08520349671,484.98525314691,446.57338243837,389.10235270187,330.77213929285,296.03282054115,273.29224172465,251.89841407221,231.98900668498,217.0870002354,200.4345195286,175.05937701871,154.42081411258,134.06851564521,115.16673439397,96.87524355139,88.37927925924,81.62072888353,69.8835280324,62.68007919146,59.6232030031,54.57282215245,48.76756082338,43.99661157262,39.652527987,36.99547089677
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",8.58571527012,8.11571491614,7.76121959119,7.35083714855,6.9362039679,6.51503393722,6.11422533643,5.75178376773,5.43064117533,5.10618331245,4.82093517999,4.4910511665,4.27386931054,4.23756755203,4.17074587908,4.06674706913,3.93192393414,3.87315548428,3.78514539118,3.66310750116,3.54193989859,3.42947544551,3.39337202817,3.35560453212,3.2843614073,3.20822822681,3.12758918819,3.00663640414,2.84757797409,2.72199170945,2.49576992375,2.35106908171
100,"BGR","Bulgaria",3.21224829517,3.4672908806,3.35099267171,2.8626407676,3.04216710124,2.37463199196,2.25464618462,2.48162963907,2.20358268728,1.93758633581,2.07407610821,1.84505052153,1.91065428741,1.75933728938,1.64607248301,1.49144789686,1.42421417383,1.37193881658,1.5305639918,1.56368888645,1.81493951,2.25783936314,2.69015327023,2.96585627731,3.22616501393,2.9904998138,2.83131378805,2.95412682272,2.84069946282,2.62897731395,2.36804984937,2.35015029182
854,"BFA","Burkina Faso",6518.62341496532,6294.91523161679,6093.10536424473,5925.72892652133,5778.77206771148,5658.95539043838,5487.66058945864,5303.38134989982,5124.31026781484,4980.82104076431,4999.79895248025,4743.69680644289,4616.03770720832,4362.97630416283,4171.20175176417,4008.51364112841,3851.48730635765,3559.44148125864,3392.89898412846,3204.27394334526,3090.10346362999,2976.06381341564,2888.31075386943,2583.0533892287,2435.39194046204,2399.33907867232,2374.88505705069,2279.32306182126,2128.99549166114,2017.00580532303,1902.25078382693,1818.39364731205
108,"BDI","Burundi",4199.36694693908,4031.65679754305,4006.52782421413,3906.70137547479,3821.8442084618,3598.37436881562,3453.01917107145,3440.43990550755,3327.24569826747,3185.58700888597,3080.1502090542,3036.63323743782,3063.59140336983,3037.97028122618,3065.1689679166,3029.87540401789,2962.95427063206,2927.87776622259,2841.3472579867,2740.27296557167,2623.88079244845,2551.98836374412,2444.86567972558,2243.83987975097,2166.13591475778,2060.39270704148,1957.68762811414,1873.23488560648,1784.46478111625,1724.24367956397,1673.76235017042,1634.41482802511
132,"CPV","Cabo Verde",2311.12467151681,2170.55174509888,2067.37917306722,1975.81228324827,2194.44177083827,3611.65989474377,1615.02264438272,1430.09151890734,1286.66467527178,1180.43300331085,1070.68529099154,995.4472592516,922.51623482555,837.98255355337,764.54649572136,701.96821659572,679.83214322571,633.58190674546,591.86638884622,552.69392329251,540.647246862,502.06887240059,480.44227047353,454.78636107745,444.02917391758,419.43170056722,400.36848826504,376.90981374951,363.59665716395,343.15862201078,328.49151401139,318.02808489647
116,"KHM","Cambodia",2614.78954544847,2540.76029773737,2425.51873504483,2350.57720662502,2312.89813735487,2207.49023586816,2086.81187079605,1990.78938264935,1906.05512992443,1797.11775151994,1634.58998124703,1484.96666922731,1331.77270079926,1182.17365179048,1058.69839722238,939.26492618511,825.12674965651,734.35494509546,652.48177189125,578.75709223223,519.31061120586,466.59816953809,416.595099842,364.08150290409,330.40536869331,303.86029479859,280.87151885137,260.24316681463,242.26039373923,225.11547619751,212.97461887418,202.28301398305
120,"CMR","Cameroon",3320.34426272099,3335.71155965678,3242.61778100527,3205.65005092146,3177.20026417509,3110.56284669642,3147.89680223176,3049.27591493235,2973.33815145429,2909.26833155039,2910.6306610919,2833.02630857051,2937.35702554828,2866.96032371898,2771.58008883581,2695.47074298537,2633.59396216682,2496.55775619743,2397.90023753199,2337.78057307692,2326.16516975097,2198.48615012765,1960.68980494741,1837.9017442837,1636.93072681393,1475.89895252065,1410.34152334363,1301.8456017871,1217.23885549463,1112.62038965354,1039.04396514566,955.32798604197
124,"CAN","Canada",5.34358160705,5.24176896131,5.14153948103,5.17676523817,5.10771905961,5.01523870067,4.87890933238,4.85974954173,4.91798900859,5.01602377066,5.3692203523,5.43832867569,5.59673356544,5.9286955706,6.36095639262,6.52590347475,6.39525131121,6.27428338749,5.91002168738,5.61778905264,5.40175436416,5.09797293367,4.76721633562,4.27579493844,3.91214380561,3.59863142187,3.27365995716,2.97236140872,2.71543678297,2.43698120837,2.25403557452,2.04762876997
136,"CYM","Cayman Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
140,"CAF","Central African Republic",6066.27286040057,5988.01963449131,5886.46954094689,5808.68063392094,5660.30714262224,5537.6465600784,5506.47193860956,5472.73239679219,5319.22982117386,5242.88825417202,5140.60883312132,5129.81438159683,5058.06435269197,4963.43850597061,4914.13689722202,4808.93319233561,4859.31204231093,4883.72105809297,4847.41797839951,4803.03018642213,4711.22789507582,4547.87557798745,4302.61707468876,4228.51578266022,4181.4487125069,4128.95971605328,4019.67828361971,3909.03312528674,3771.62725575399,3623.49767609374,3378.84576641378,3245.94708145395
148,"TCD","Chad",9994.22570514899,10289.0949889809,9612.53546401378,9524.52469621371,9336.04493961315,9151.79084581686,9113.97751735568,9101.88669824228,8907.78203107409,8788.61152271082,8750.9922600107,8695.13694680164,8601.80978084934,8439.46286888122,8205.12828450977,7878.48317112084,7804.46626297156,7758.53457676329,7546.42385509804,7362.82259546528,7157.44853128882,6912.80303667539,6510.55393660507,6410.59897485373,6131.42817865001,5981.18618888443,5808.20491874123,5674.07369666034,5446.39540586384,5276.3233663649,5037.77449849938,4857.70004777997
152,"CHL","Chile",84.20747254567,74.0404055478,64.9386481311,56.31993489348,52.43526756949,51.21088720186,48.46334756164,45.32681567264,41.1144084137,37.12841535073,33.18653827209,29.81757273195,27.108435,25.22910798013,23.20238578778,21.12958242587,19.26853444961,17.360167039,16.30780727979,14.96169279099,13.4019915986,12.1570474217,11.20145495011,10.70477620488,10.65215976666,9.27011556524,8.01862194231,7.49565644445,6.89538452279,6.46265237553,5.67604671694,5.39316749576
156,"CHN","China",454.34842358365,428.74013036885,388.94787956712,353.82814827063,321.75737678293,289.6702606586,259.59505126621,232.8184083251,208.71977645392,186.65023724587,165.86992590917,140.06926775906,116.78256840584,101.5032264192,88.063546028,74.54158006734,61.86974492463,49.98208520933,40.41990843471,33.12203702367,27.67994866349,24.03039665805,21.40283275721,18.97031519785,16.94646871608,15.91722797364,15.08237727711,13.43174241996,12.17877725251,11.14964599896,11.43220770181,10.58219357772
170,"COL","Colombia",339.08100068012,323.24498653054,314.3018301302,278.13938724927,251.64923127335,227.20979412879,206.03008136746,185.07813763259,169.91624448442,143.77810944534,128.84706773786,114.82158483215,120.83281525724,118.92426271967,105.79125041201,94.2845888073,82.11565970955,71.78692537265,59.74652495683,51.65414589794,41.68553992971,34.06594817197,30.31930814643,28.04459275237,26.19117967157,25.411598851,24.02688692697,22.84673061665,23.79971243083,26.7396337936,23.48687383994,21.97641923627
174,"COM","Comoros",2520.86502584363,2418.0280398249,2290.20927421608,2163.87318606066,2058.76908077154,1925.58436182014,1826.06596725754,1778.66757252304,1984.34732832634,1750.4939364841,2190.47777663277,1594.07826164088,1823.69441718754,1494.89148961363,1421.48884523955,1411.67844606905,1347.20726249597,1586.6572119206,1382.11518725776,1267.48911625116,1139.89784806753,1106.38873429265,1017.00056357766,956.47446354545,1014.07672676143,966.10222133043,918.58848129738,884.45329375362,832.88658501576,805.15523824132,801.43298588788,778.51471866706
184,"COK","Cook Islands",54.93702978105,53.03401995313,51.15921741922,49.42569318214,47.85949311302,46.60411693822,45.4531756844,43.38438318961,42.45410964355,41.71724984011,40.48801731794,39.2874769608,38.11604698857,36.96440793386,35.90837242381,35.18498132922,34.28955562332,33.4647060553,31.68405005102,31.7587084462,32.088771567,32.36250952322,32.60175542327,32.91761296107,33.26301189471,33.71029144869,34.28324246706,33.49121906263,32.71421326647,32.00284616323,33.41258327167,33.35218174219
188,"CRI","Costa Rica",117.31594103866,100.24037330403,85.91848681796,77.54235601846,74.05268902113,69.6833287558,64.15735308168,60.97075406636,54.43840756302,46.41802033322,39.95655593085,36.97965721975,33.39185574684,30.67986285994,26.93210726909,23.64734952151,20.82518078466,20.66284701872,20.04032470271,19.79278944885,19.33369360896,17.74668923177,16.77938209641,15.61361825787,14.9938403075,13.77586209494,13.01614199628,12.30051676768,11.606227092,11.3808739242,10.25959290494,9.78978338516
384,"CIV","Cote d'Ivoire",2990.87588703936,2935.7954128267,2877.84693842833,2847.39647661497,2808.72068183513,2775.91845569711,2661.17071938357,2557.41923035829,2469.16778293467,2370.82884795933,2280.62501872931,2216.61731199436,2093.57108237446,2010.43879980328,2002.64813927882,2009.89027924454,2047.90903162092,1987.47454278958,1895.76295293245,1816.5142378131,1728.81115672722,1617.38993783026,1616.00353745986,1609.37665502721,1538.44065986081,1478.61443001158,1374.25075195542,1201.13048983764,1081.67186733293,982.78393683231,905.9112261668,846.64962634759
191,"HRV","Croatia",3.14722200271,2.91239089056,2.9501320935,2.72346185455,2.58763813475,2.11261766445,1.93882689897,1.86419199782,1.63124624588,1.33605141416,1.27964865576,1.15746882186,1.04889842875,0.88932791772,0.82718533799,0.78693945812,0.73533306411,0.75129793146,0.79954257035,0.91702015152,1.10129934353,1.44298610364,1.66970504887,1.92236694179,2.11190781759,2.31782081657,2.3320320382,2.40702055139,2.27809658091,2.00068274833,1.85656063752,1.76962437004
192,"CUB","Cuba",117.42567374043,111.92450080011,108.54123766051,119.63136743024,121.04146041809,116.28578544433,101.71806208305,92.60220998739,86.17702975526,75.63784797913,65.78949850656,57.94599214052,52.95548514786,51.46341864932,50.27324299125,52.32603635688,47.77718552907,46.11787820438,46.02987767144,44.19341106749,43.06006035735,42.2299263967,42.0837555803,41.22447033488,40.73861244599,37.6937439538,35.55285198713,35.26592078948,34.7083157218,35.07617039818,32.98843193079,31.85293333647
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",18.75547414868,17.41188389633,15.82958155913,14.06995276029,12.35540191559,10.93259936008,9.77038926501,8.84055338597,7.98608144381,7.18861607452,6.48719659862,5.89392520379,5.28867512875,4.98455395563,4.70475347733,4.45635467419,4.21234323548,3.93632794372,3.66151087694,3.42530382025,3.20766556106,2.98848616174,2.90211038956,2.8284091527,2.77020167239,2.70503325942,2.57566489528,2.37831442768,2.17886639203,2.03739203989,1.92752609854,1.85544827954
203,"CZE","Czech Republic",3.35610089092,3.16123039465,2.97897198447,2.41861980664,2.02281841938,1.48227599553,1.18413043022,1.14155665914,0.96039046437,0.74809499423,0.70930908149,0.63167252931,0.60888087023,0.56988476462,0.53994687098,0.51025245933,0.50646557359,0.53540750536,0.58515361752,0.71089898556,0.93872391824,1.25559957706,1.49725171417,1.603270451,1.73837042288,1.92434944956,2.03384808942,2.08679517803,2.18397949123,2.35582439426,2.10096218688,2.04077600041
180,"COD","Dem. Rep. Congo",3607.49297761241,3581.01496933836,3501.57853353761,3489.35511248054,3771.55508402765,3526.09115704416,3604.76387023178,3656.66002845451,3794.65299786347,3843.64030631509,3954.95783264471,3965.98109668236,3930.7939170742,3903.50945710181,3730.21954944243,3596.45325592728,3459.95116505153,3307.69761675642,3097.56953264016,2903.49009773695,2687.40649020262,2422.28644298916,2144.49137813245,1875.92409400033,1640.68853694378,1408.63596745928,1224.66519395875,1083.94062269768,998.22575725462,899.35078684064,826.88741579145,772.96599682473
208,"DNK","Denmark",3.20811423924,3.1148297205,3.0296482081,2.85966684003,2.73867433607,2.63680200428,2.50224307935,2.35195384584,2.25478987411,2.21821626208,2.22864825534,2.22839224851,2.22256380061,2.28167347947,2.30670177224,2.36795601944,2.4487355426,2.52097560561,2.45971905678,2.3886121704,2.27501294946,2.06774136674,2.00201806911,1.97232534418,1.92398310266,1.84973631332,1.75428585738,1.65615328218,1.53396778832,1.41385124247,1.36439409781,1.32944850988
262,"DJI","Djibouti",3819.25768063775,3484.54789036451,3492.32322923604,4391.81409900449,3606.2549552552,3440.30312267817,3264.43422561363,3237.35245806732,2909.94295021434,2699.64207563369,2577.95694057898,2421.65218766585,2258.31527890173,2130.57710337376,2067.08817113021,1911.58786982254,1826.67513575188,1774.20890245878,1681.03132150047,1612.32390185745,1643.97969140143,1473.95514866495,1398.81504900709,1341.40044691166,1204.53946286328,1143.73807701457,1088.45630166298,1016.17100485136,929.99370792182,869.95751429363,813.89228816344,761.09425021647
212,"DMA","Dominica",142.14312468205,138.59338104839,133.47525446212,127.8627594491,123.52095746135,117.93517294754,112.88123535736,107.4517874375,101.3484524639,96.55170023848,89.65174568838,86.0218989313,81.42748105529,79.05468177008,75.74439492849,73.40155387194,70.46140816103,69.52427327262,66.35756072067,66.47518326035,65.40391969751,65.73958848012,64.91599642382,65.00633654532,63.89636322444,62.88176945102,61.43443150152,60.74274348437,59.98097615097,58.96994168527,58.393180195,57.70947138483
214,"DOM","Dominican Republic",1201.12044181159,1127.54434150574,1047.68904456862,976.89019868488,894.26459873373,821.51161361029,744.41859991276,673.62307312257,602.1988649112,541.1314869999,498.28115090256,471.4309344129,436.75616749111,412.50020767354,403.5289263537,391.47721567749,362.35380589581,333.34741699515,301.48736539165,277.59046517227,264.34711473339,290.07697233109,287.84423974523,231.50719270323,209.95251311852,190.56227530574,179.65665262213,165.6709742795,156.84136830559,148.55536564531,142.75176749158,138.11784530442
