"code","iso","country","VOA.raw.1960","VOA.raw.1961","VOA.raw.1962","VOA.raw.1963","VOA.raw.1964","VOA.raw.1965","VOA.raw.1966","VOA.raw.1967","VOA.raw.1968","VOA.raw.1969","VOA.raw.1970","VOA.raw.1971","VOA.raw.1972","VOA.raw.1973","VOA.raw.1974","VOA.raw.1975","VOA.raw.1976","VOA.raw.1977","VOA.raw.1978","VOA.raw.1979","VOA.raw.1980","VOA.raw.1981","VOA.raw.1982","VOA.raw.1983","VOA.raw.1984","VOA.raw.1985","VOA.raw.1986","VOA.raw.1987","VOA.raw.1988","VOA.raw.1989","VOA.raw.1990","VOA.raw.1991","VOA.raw.1992","VOA.raw.1993","VOA.raw.1994","VOA.raw.1995","VOA.raw.1996","VOA.raw.1997","VOA.raw.1998","VOA.raw.1999","VOA.raw.2000","VOA.raw.2001","VOA.raw.2002","VOA.raw.2003","VOA.raw.2004","VOA.raw.2005","VOA.raw.2006","VOA.raw.2007","VOA.raw.2008","VOA.raw.2009","VOA.raw.2010","VOA.raw.2011","VOA.raw.2012","VOA.raw.2013","VOA.raw.2014","VOA.raw.2015","VOA.raw.2016","VOA.raw.2017","VOA.raw.2018","VOA.raw.2019","VOA.raw.2020","VOA.raw.2021","VOA.raw.2022","VOA.raw.2023"
854,"BFA","Burkina Faso",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.533439755439758,-9999,-0.396195322275162,-9999,-0.230154827237129,-9999,-0.387816607952118,-0.309724420309067,-0.433708816766739,-0.446520090103149,-0.341833859682083,-0.307009160518646,-0.283480763435364,-0.289741963148117,-0.252949893474579,-0.280185431241989,-0.30497083067894,-0.255426079034805,-0.352517306804657,-0.114109590649605,0.0138364434242249,0.0649444386363029,-0.0610174685716629,-0.20735926926136,-0.187733843922615,-0.118603125214577,-0.633902013301849,-9999
108,"BDI","Burundi",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.54957222938538,-9999,-1.44287765026093,-9999,-1.48983597755432,-9999,-1.16489124298096,-1.17799639701843,-1.28100097179413,-0.634234488010406,-0.723143577575684,-0.714045226573944,-0.685290634632111,-0.689463794231415,-0.942692875862122,-0.927631795406342,-0.894518375396729,-0.953051269054413,-1.04256463050842,-1.27204144001007,-1.5554780960083,-1.57584190368652,-1.6694837808609,-1.72377049922943,-1.52686941623688,-1.40298771858215,-1.38799297809601,-9999
132,"CPV","Cabo Verde",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.937576174736023,-9999,0.93450403213501,-9999,0.803981602191925,-9999,0.691441357135773,0.59484726190567,0.649413287639618,0.441597372293472,0.782895863056183,0.863329768180847,0.937762975692749,0.891080617904663,0.894677519798279,0.970096409320831,0.938719630241394,0.916024446487427,0.955262124538422,0.942406356334686,0.974187254905701,0.96415501832962,0.975099623203278,0.947817027568817,0.910778641700745,0.928584516048431,0.935108244419098,-9999
116,"KHM","Cambodia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.749472379684448,-9999,-0.815465986728668,-9999,-0.78078281879425,-9999,-0.740299761295319,-0.899962723255157,-0.870825171470642,-1.01733839511871,-0.931646049022675,-0.927987039089203,-0.971139132976532,-0.913421928882599,-0.927240490913391,-0.914128303527832,-0.961479783058167,-0.980927288532257,-1.10774564743042,-1.12260866165161,-1.1053409576416,-1.15467154979706,-1.232750415802,-1.21988368034363,-1.35653781890869,-1.43353295326233,-1.30916702747345,-9999
120,"CMR","Cameroon",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.938624918460846,-9999,-1.06361532211304,-9999,-1.06040692329407,-9999,-1.09704899787903,-1.06000566482544,-0.974191248416901,-1.03406727313995,-1.02389752864838,-1.04956614971161,-1.06779563426971,-1.04035580158234,-1.058274269104,-1.03312134742737,-1.02158093452454,-1.03689646720886,-0.944473266601563,-0.954277455806732,-1.03098773956299,-1.05175507068634,-1.12902331352234,-1.2116025686264,-1.20735490322113,-1.16166627407074,-1.14824461936951,-9999
124,"CAN","Canada",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.56633579730988,-9999,1.55141294002533,-9999,1.53196537494659,-9999,1.49905383586884,1.54755675792694,1.66845452785492,1.50687944889069,1.41559481620789,1.38467156887054,1.40752851963043,1.40189552307129,1.35265874862671,1.38014459609985,1.43750536441803,1.4534866809845,1.41238820552826,1.46714651584625,1.44514811038971,1.47772896289825,1.50185120105743,1.4299088716507,1.4710533618927,1.44578230381012,1.43496835231781,-9999
136,"CYM","Cayman Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.62061822414398,-9999,1.60065186023712,-9999,1.5912036895752,-9999,1.57331871986389,0.963297605514526,0.877797484397888,0.903781235218048,0.782868325710297,0.744717001914978,0.746175408363342,0.558976113796234,0.577670872211456,0.579870045185089,0.574214994907379,0.548934817314148,0.473154336214066,0.46917524933815,0.474954336881638,0.485498070716858,0.472064346075058,0.468620896339417,0.49604406952858,0.759853065013886,0.752333164215088,-9999
140,"CAF","Central African Republic",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.827540695667267,-9999,-0.681777358055115,-9999,-0.670608699321747,-9999,-1.00346577167511,-1.24825465679169,-1.30935919284821,-0.99437552690506,-1.01479351520538,-1.083287358284,-0.988077700138092,-1.00347208976746,-1.10421741008759,-1.08749830722809,-1.24113500118256,-1.47468733787537,-1.3910037279129,-1.22374987602234,-1.08035552501678,-1.10617685317993,-1.20345211029053,-1.22185385227203,-1.30442202091217,-1.19445514678955,-1.21139430999756,-9999
148,"TCD","Chad",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.99362987279892,-9999,-0.97202205657959,-9999,-0.978057503700256,-9999,-0.940512537956238,-1.10341620445251,-1.23052859306335,-1.3077164888382,-1.4184205532074,-1.45132219791412,-1.44590663909912,-1.39856195449829,-1.36032783985138,-1.35003161430359,-1.34274756908417,-1.37470948696136,-1.3308037519455,-1.33509016036987,-1.36274147033691,-1.37138092517853,-1.46489036083221,-1.43428111076355,-1.40318298339844,-1.41787803173065,-1.47625410556793,-9999
152,"CHL","Chile",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.722760617733002,-9999,0.619043707847595,-9999,0.888868987560272,-9999,1.08718740940094,1.05612015724182,1.22528505325317,1.29252052307129,1.08234477043152,1.10488200187683,1.01350831985474,1.01689624786377,1.09564626216888,1.07390916347504,1.07694518566132,1.10628545284271,1.05593979358673,1.00450599193573,0.995688796043396,1.00042903423309,1.02587056159973,0.981557965278625,0.992628812789917,0.958194434642792,0.972975134849548,-9999
156,"CHN","China",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.36154520511627,-9999,-1.43743777275085,-9999,-1.38408052921295,-9999,-1.59419310092926,-1.51242911815643,-1.4624639749527,-1.50078511238098,-1.74897027015686,-1.72125017642975,-1.69949722290039,-1.7011684179306,-1.68054747581482,-1.63760912418365,-1.63794147968292,-1.63140857219696,-1.61666750907898,-1.66077363491058,-1.55957043170929,-1.50373148918152,-1.45992791652679,-1.6273341178894,-1.65873777866364,-1.64286768436432,-1.60957491397858,-9999
170,"COL","Colombia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.510942339897156,-9999,-0.344189405441284,-9999,-0.438140958547592,-9999,-0.416357487440109,-0.429242461919785,-0.318785130977631,-0.322521358728409,-0.172736719250679,-0.165321603417397,-0.165922626852989,-0.149577632546425,-0.132357180118561,-0.0597142279148102,-0.0639913454651833,-0.0812788382172585,-0.0433012023568153,0.00393945025280118,0.121845424175262,0.112486682832241,0.172091424465179,0.204610735177994,0.143143579363823,0.094382107257843,0.166357532143593,-9999
174,"COM","Comoros",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.42399662733078,-9999,-0.375156730413437,-9999,-1.03263914585114,-9999,-0.344777524471283,-0.574106872081757,-0.518591582775116,-0.630450963973999,-0.221685230731964,-0.388406991958618,-0.287370532751083,-0.341993927955627,-0.42228689789772,-0.373951971530914,-0.466148853302002,-0.460561066865921,-0.29212898015976,-0.291619181632996,-0.290625661611557,-0.335755854845047,-0.494234681129456,-0.706998527050018,-0.764142394065857,-0.741578817367554,-0.868450522422791,-9999
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.07736361026764,-9999,1.14266920089722,-9999,1.09469890594482,-9999,1.11081862449646,0.964284658432007,0.971273601055145,0.816958487033844,0.915722608566284,0.935347318649292,0.96675968170166,1.00583362579346,1.03988945484161,1.0538626909256,1.08821976184845,1.07848346233368,1.13837194442749,1.15159726142883,1.1179666519165,1.12175619602203,1.11910879611969,1.09436094760895,1.12082874774933,1.08112514019012,1.06959331035614,-9999
384,"CIV","Cote d'Ivoire",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.583225548267365,-9999,-0.638677179813385,-9999,-0.93240624666214,-9999,-1.06705832481384,-1.15452754497528,-1.21964883804321,-1.29461932182312,-1.27867805957794,-1.20208990573883,-1.167560338974,-1.0643789768219,-1.04839730262756,-1.08187675476074,-0.777749955654144,-0.751191079616547,-0.508077263832092,-0.407607913017273,-0.309734553098679,-0.28423085808754,-0.248956933617592,-0.24925234913826,-0.533239543437958,-0.475123226642609,-0.41719463467598,-9999
191,"HRV","Croatia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.161426275968552,-9999,-0.292461693286896,-9999,0.510653853416443,-9999,0.55671101808548,0.623684108257294,0.658320605754852,0.452612310647964,0.48149374127388,0.517976045608521,0.467806965112686,0.48627769947052,0.476428359746933,0.521082401275635,0.540830552577972,0.513741314411163,0.514960289001465,0.555522322654724,0.525383710861206,0.479182928800583,0.446271419525146,0.454199224710464,0.579718291759491,0.601966202259064,0.613270461559296,-9999
192,"CUB","Cuba",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.42548000812531,-9999,-1.58477294445038,-9999,-1.63516211509705,-9999,-1.64862954616547,-1.78975963592529,-1.78558814525604,-1.8051575422287,-1.88721024990082,-1.85398316383362,-1.80063891410828,-1.70388305187225,-1.61688709259033,-1.61035680770874,-1.51460742950439,-1.4786741733551,-1.54479646682739,-1.55811536312103,-1.56008720397949,-1.55243134498596,-1.45681869983673,-1.44007456302643,-1.41953611373901,-1.42282140254974,-1.33949506282806,-9999
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.03575432300568,-9999,0.983076632022858,-9999,1.05713748931885,-9999,1.1171190738678,0.99446302652359,0.950031280517578,0.955872654914856,1.05206739902496,1.06665575504303,1.08403408527374,1.06802761554718,1.02339065074921,1.0535831451416,1.02202355861664,0.980822682380676,1.01999497413635,1.03160166740417,1.04664146900177,1.05624771118164,1.01594293117523,1.04695701599121,0.903132319450378,0.856516122817993,0.846960842609406,-9999
203,"CZE","Czech Republic",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.03485572338104,-9999,0.967962324619293,-9999,0.762775123119354,-9999,1.01640355587006,1.01417517662048,0.954461276531219,0.905672550201416,0.962292671203613,0.995283782482147,1.03275871276855,1.03304421901703,1.01486504077911,1.02266430854797,0.970379710197449,0.984533488750458,1.02669215202332,1.04277896881104,1.02537369728088,0.88021993637085,0.822482824325562,0.834337174892426,0.978910446166992,1.00888025760651,1.03731441497803,-9999
180,"COD","Dem. Rep. Congo",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.60094857215881,-9999,-1.72864663600922,-9999,-1.73355114459991,-9999,-1.60957503318787,-1.55504846572876,-1.69705295562744,-1.5216383934021,-1.23079133033752,-1.21148073673248,-1.38789105415344,-1.40938663482666,-1.4091020822525,-1.48515594005585,-1.48108160495758,-1.45855402946472,-1.28694593906403,-1.30421757698059,-1.41219067573547,-1.46580123901367,-1.49919176101685,-1.3141884803772,-1.25270986557007,-1.18584728240967,-1.1836930513382,-9999
208,"DNK","Denmark",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.53897178173065,-9999,1.46734094619751,-9999,1.53596532344818,-9999,1.53286790847778,1.60145223140717,1.80099177360535,1.73960888385773,1.57163619995117,1.47770440578461,1.53830599784851,1.53825998306274,1.54195690155029,1.55170702934265,1.67411422729492,1.66627061367035,1.52460658550262,1.55284702777863,1.5414125919342,1.51776885986328,1.57350194454193,1.54312837123871,1.51466250419617,1.545294880867,1.58586609363556,-9999
262,"DJI","Djibouti",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.882711172103882,-9999,-0.99400806427002,-9999,-0.877741813659668,-9999,-0.830886363983154,-0.666397273540497,-0.784367978572845,-1.10994613170624,-1.12030553817749,-1.1966655254364,-1.19674217700958,-1.20939469337463,-1.26566994190216,-1.41113817691803,-1.43404412269592,-1.47103488445282,-1.43136882781982,-1.41282474994659,-1.37062108516693,-1.40643751621246,-1.36438310146332,-1.42314827442169,-1.40684616565704,-1.29527711868286,-1.28706395626068,-9999
212,"DMA","Dominica",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.04229032993317,-9999,1.09459185600281,-9999,1.09375238418579,-9999,1.10961353778839,1.0535876750946,0.985611915588379,0.932384252548218,1.00535082817078,0.997471451759338,1.03441321849823,1.01225316524506,0.982540488243103,0.987989783287048,0.946590006351471,0.966706514358521,1.06708121299744,0.878904223442078,0.899462401866913,0.884841680526733,0.797379553318024,0.867350518703461,0.873136043548584,0.813615262508392,0.794093906879425,-9999
214,"DOM","Dominican Republic",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0565150268375874,-9999,0.0930832773447037,-9999,0.225749954581261,-9999,0.237251296639442,0.0232535153627396,0.0470070876181126,-0.0705539360642433,0.205657720565796,0.197003677487373,0.164732426404953,0.0897984206676483,0.0738618969917297,0.0904332846403122,0.124592199921608,0.115369521081448,0.18897770345211,0.154281541705132,0.181932896375656,0.159244790673256,0.125113517045975,0.179443821310997,0.237802729010582,0.29545733332634,0.310950070619583,-9999
218,"ECU","Ecuador",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0132842948660254,-9999,0.114651590585709,-9999,-0.247218117117882,-9999,-0.0449887700378895,-0.121541075408459,-0.244635745882988,-0.363743484020233,-0.253862708806992,-0.161115884780884,-0.222304701805115,-0.250357389450073,-0.231080830097198,-0.293364822864532,-0.29611411690712,-0.252721816301346,-0.202451646327972,-0.211743652820587,-0.247136488556862,-0.172117531299591,0.00112849986180663,0.0320078320801258,-0.0138225639238954,0.100769482553005,0.0259184092283249,-9999
818,"EGY","Egypt",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.844184160232544,-9999,-0.911786079406738,-9999,-0.89450615644455,-9999,-1.10229003429413,-1.08318543434143,-0.947557926177979,-0.964780926704407,-1.19926512241364,-1.16774547100067,-1.21223938465118,-1.15747153759003,-1.18803703784943,-1.13998341560364,-0.765063405036926,-1.05155897140503,-1.17993485927582,-1.18993127346039,-1.20455706119537,-1.251300573349,-1.32480442523956,-1.44390308856964,-1.483353972435,-1.50708985328674,-1.45158803462982,-9999
222,"SLV","El Salvador",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.102704912424088,-9999,0.0431398078799248,-9999,-0.043113961815834,-9999,0.122130692005157,0.10748229175806,0.0246405247598886,-0.0750127732753754,0.0966298580169678,0.0945089384913445,0.112083874642849,0.057646669447422,0.0715445652604103,0.0439497753977776,-0.0401937253773212,-0.0130920791998506,0.152619868516922,0.152402803301811,0.188971519470215,0.15445739030838,0.0296915024518967,0.118330992758274,0.070616140961647,-0.0597929991781712,-0.371873050928116,-9999
226,"GNQ","Equatorial Guinea",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.52469968795776,-9999,-1.56102991104126,-9999,-1.59922921657562,-9999,-1.62372946739197,-1.66345012187958,-1.63894009590149,-1.6835001707077,-1.8262654542923,-1.88797950744629,-1.89406704902649,-1.80686867237091,-1.86019432544708,-1.89961373806,-1.90504097938538,-1.96989130973816,-1.97519636154175,-1.99926972389221,-1.94751513004303,-1.97092747688293,-1.87332701683044,-1.87896883487701,-1.80994868278503,-1.713658452034,-1.66811335086823,-9999
232,"ERI","Eritrea",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.36392831802368,-9999,-1.23163819313049,-9999,-1.47073936462402,-9999,-1.82439136505127,-1.93292152881622,-1.90701413154602,-2.18489861488342,-2.0841166973114,-2.11592626571655,-2.15996932983398,-2.20277786254883,-2.19829225540161,-2.22605419158936,-2.20876717567444,-2.19641661643982,-2.1130199432373,-2.1065878868103,-2.17027592658997,-2.16618585586548,-2.18433403968811,-2.20522332191467,-2.06482625007629,-1.93016028404236,-1.8799307346344,-9999
233,"EST","Estonia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.926167070865631,-9999,1.03417026996613,-9999,0.988002359867096,-9999,1.0729513168335,1.0705794095993,1.09341907501221,0.992168545722961,1.06822168827057,1.07301092147827,1.09165287017822,1.08552134037018,1.10565173625946,1.13372588157654,1.11192464828491,1.11684858798981,1.1703360080719,1.18688273429871,1.20804572105408,1.21444833278656,1.19011688232422,1.17932105064392,1.16753268241882,1.18000292778015,1.19773054122925,-9999
748,"SWZ","Eswatini",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.32670652866364,-9999,-1.23620164394379,-9999,-1.46237552165985,-9999,-1.4021463394165,-1.53022968769073,-1.46496891975403,-1.49486601352692,-1.25129222869873,-1.35168290138245,-1.31965696811676,-1.27179145812988,-1.32532727718353,-1.31542539596558,-1.28168439865112,-1.26199340820313,-1.33552229404449,-1.39339852333069,-1.43275284767151,-1.45163774490356,-1.36928868293762,-1.34392666816711,-1.33224630355835,-1.29784452915192,-1.22704982757568,-9999
231,"ETH","Ethiopia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.08355009555817,-9999,-0.989250898361206,-9999,-1.03173887729645,-9999,-1.22613191604614,-1.11473321914673,-1.18099057674408,-1.23875725269318,-1.19371747970581,-1.20370495319366,-1.30721271038055,-1.29824542999268,-1.34485614299774,-1.36264383792877,-1.30890786647797,-1.31302630901337,-1.28441429138184,-1.29822874069214,-1.40238010883331,-1.43252539634705,-1.16190242767334,-1.06261813640594,-1.03896486759186,-1.07255017757416,-1.04858255386353,-9999
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
