"code","iso","country","GHI.raw.1990","GHI.raw.1991","GHI.raw.1992","GHI.raw.1993","GHI.raw.1994","GHI.raw.1995","GHI.raw.1996","GHI.raw.1997","GHI.raw.1998","GHI.raw.1999","GHI.raw.2000","GHI.raw.2001","GHI.raw.2002","GHI.raw.2003","GHI.raw.2004","GHI.raw.2005","GHI.raw.2006","GHI.raw.2007","GHI.raw.2008","GHI.raw.2009","GHI.raw.2010","GHI.raw.2011","GHI.raw.2012","GHI.raw.2013","GHI.raw.2014","GHI.raw.2015","GHI.raw.2016","GHI.raw.2017","GHI.raw.2018","GHI.raw.2019","GHI.raw.2020","GHI.raw.2021","GHI.raw.2022"
308,"GRD","Grenada",1.8822543528799e-07,1.90569184091251e-07,2.01375403596932e-07,2.10201553518207e-07,2.3433382955551e-07,2.39069011688182e-07,2.33831422327993e-07,2.39562921255277e-07,2.21650707903407e-07,2.23982976116018e-07,2.10346609915743e-07,2.2001968253542e-07,2.25193978276612e-07,2.16583497944753e-07,2.10541475080958e-07,1.95809125386694e-07,2.18763057456768e-07,2.15271878210277e-07,2.28012763767355e-07,2.48298764702679e-07,2.60289484162877e-07,2.55576903264537e-07,2.7910203780325e-07,3.05308383708442e-07,2.39102711719458e-07,2.46005425526017e-07,2.45543578139933e-07,2.44343710137961e-07,2.53816408844875e-07,2.68219586549759e-07,2.90696166946762e-07,3.05747731921035e-07,2.99343655942345e-07
320,"GTM","Guatemala",2.99732989858741e-07,2.958581856068e-07,3.09614060436678e-07,2.99961864832612e-07,3.0759956590811e-07,3.02654088158069e-07,2.87584293116739e-07,2.94369202131963e-07,3.00119024612773e-07,3.00691527155343e-07,3.04590791755388e-07,3.08475606113952e-07,3.12156019519573e-07,3.04187649853922e-07,3.0824686230809e-07,3.16444789837052e-07,3.0292570789826e-07,2.92346867715218e-07,2.72297989086928e-07,2.85552522683242e-07,2.79973120340389e-07,2.74324671138393e-07,2.72593399073277e-07,2.7727245284947e-07,2.77500687902517e-07,2.8866553554864e-07,2.93202788132745e-07,2.91193350152425e-07,2.9325528744562e-07,2.91107219379321e-07,2.86090224382186e-07,2.8183199969231e-07,2.70635709134951e-07
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",1.06407849468763e-06,1.07753197113338e-06,1.0585176745589e-06,1.04908588558893e-06,1.05271807125763e-06,1.05014474168085e-06,9.862995400634e-07,9.35066526230996e-07,9.75842626100315e-07,9.56068086457212e-07,9.82452418190474e-07,9.99764472386571e-07,1.03329655778937e-06,1.04017304564914e-06,1.02439622621997e-06,1.09280428077466e-06,1.09794029955218e-06,1.05103992629139e-06,1.04265399816432e-06,1.08221247198602e-06,1.16329803547327e-06,1.1611223393775e-06,1.15232986886597e-06,1.11212288683325e-06,1.09396847000364e-06,1.07523604517232e-06,1.07708950485003e-06,9.95420690881975e-07,9.3296089554882e-07,9.34105818709725e-07,9.29496016978681e-07,9.05239878928033e-07,8.90816976218905e-07
624,"GNB","Guinea-Bissau",9.57767681189608e-07,9.2107103986644e-07,9.28627416416118e-07,9.24170786648966e-07,9.08016817280988e-07,8.91297768153936e-07,7.82616443223357e-07,7.22401899479476e-07,9.92440459527333e-07,1.06986561907362e-06,1.00623458212486e-06,1.11267714550251e-06,1.15802848867856e-06,1.18484231830362e-06,1.13371470259661e-06,1.0788731535622e-06,1.13517595862635e-06,1.10428378090791e-06,1.03304753059544e-06,1.05687888529948e-06,1.05159509560287e-06,9.72310808981522e-07,1.0531856995962e-06,1.00873645652462e-06,1.00133823584787e-06,9.91110338485953e-07,9.31378600883608e-07,8.94814177962063e-07,9.04626225655778e-07,8.72997319554714e-07,8.96393060883853e-07,8.59881260008483e-07,8.40628208066579e-07
328,"GUY","Guyana",7.14996456210412e-07,7.24716763080643e-07,6.73698235011758e-07,6.62136420172206e-07,6.92982752038299e-07,7.35104267896459e-07,6.96317611617645e-07,6.94893701054033e-07,6.92053034611163e-07,6.95895661831039e-07,6.39446985097928e-07,6.35575262879806e-07,6.07745386675762e-07,6.70659522650795e-07,6.6198189543931e-07,5.94025978924474e-07,5.400442763761e-07,5.52019992677877e-07,5.52129400296376e-07,5.6139599920818e-07,5.50178325872611e-07,5.370291299546e-07,5.21495515821058e-07,5.19172121865499e-07,5.35128098526289e-07,5.47706960078897e-07,5.25927526453082e-07,5.17628160202047e-07,5.14320269940791e-07,5.2377833825292e-07,3.97268420347692e-07,3.36450905715013e-07,2.14009832890393e-07
332,"HTI","Haiti",3.09848328367637e-07,3.1438899386141e-07,3.52749246930637e-07,3.58430034575592e-07,3.96766686477328e-07,3.98792374318119e-07,3.94119361078736e-07,4.11873189912732e-07,4.03001857851428e-07,3.98233393914003e-07,4.25416183970235e-07,4.29075857741368e-07,4.40960100652821e-07,4.27977544309494e-07,4.3657635020258e-07,4.35843099195233e-07,4.35044078128853e-07,4.24395813191939e-07,4.19476276707597e-07,4.06232837567046e-07,4.46469633176167e-07,4.3678522578118e-07,4.41876538457314e-07,4.41154785912726e-07,4.31954276601377e-07,4.2785484368295e-07,4.36942695605291e-07,4.32636468071428e-07,4.33045739786791e-07,4.3812968009462e-07,4.32300188820323e-07,4.39554136641046e-07,4.49407688610711e-07
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",5.14655023826987e-07,5.35961153621857e-07,5.18657899420985e-07,4.72890623675401e-07,5.01039437265076e-07,5.01952035557436e-07,4.91603953600897e-07,4.83425353497945e-07,4.97129597642129e-07,4.77355704579971e-07,4.73986670655034e-07,4.88844695583462e-07,4.88445804197807e-07,5.31833709453891e-07,5.11897626752515e-07,4.91965958400292e-07,4.85375708653816e-07,4.7639992602116e-07,4.69163050924512e-07,4.77133427561137e-07,4.62271596800018e-07,4.76401638543084e-07,4.65322099676024e-07,4.62596685350759e-07,4.56953045618578e-07,4.60680087641455e-07,4.36324193137357e-07,4.25414884947745e-07,4.12400063503321e-07,4.24722439811883e-07,4.46988804766984e-07,4.15367775515412e-07,4.07877865842216e-07
344,"HKG","Hong Kong",1.93351335730552e-07,1.91396846232978e-07,2.047435302321e-07,2.02742048304017e-07,1.73377948205891e-07,1.70190341624471e-07,1.52443370481552e-07,1.5219429369532e-07,2.01415272027779e-07,2.13736431947784e-07,1.88499657616208e-07,1.77077238748987e-07,1.80738717547637e-07,1.90057092785761e-07,1.68865286143194e-07,1.64746375992832e-07,1.4841205521248e-07,1.44550676151133e-07,1.39338371728418e-07,1.39583051066273e-07,1.26547769592485e-07,1.29166082856896e-07,1.26008947408044e-07,1.26303574749688e-07,1.25958224130198e-07,1.15623372546117e-07,1.15697171016221e-07,1.09530795750389e-07,1.06992014839278e-07,1.07375415262594e-07,9.48251465108772e-08,8.75824120427872e-08,8.56557879817794e-08
348,"HUN","Hungary",-9999,5.37600963584884e-07,4.88444462567462e-07,4.98600384360514e-07,4.75240867890874e-07,4.61317428040215e-07,4.77334233106141e-07,4.53349864927301e-07,4.30362634716867e-07,4.20866442424964e-07,3.87361296440594e-07,3.80748561610783e-07,3.73510485129879e-07,3.64375988158745e-07,3.42794914662951e-07,3.23854090244187e-07,3.0668746559504e-07,3.02187819820154e-07,2.92224256193591e-07,2.84226886799979e-07,2.81792578130308e-07,2.69684097227085e-07,2.5965540681733e-07,2.43371136055928e-07,2.33429107269339e-07,2.3535531062481e-07,2.33131608336406e-07,2.32038093863703e-07,2.20454459989621e-07,2.09529617935718e-07,2.13978635695187e-07,2.0326021566736e-07,1.81906412734828e-07
352,"ISL","Iceland",-9999,-9999,-9999,-9999,-9999,3.84864070604266e-07,3.77338533143609e-07,3.6805145085775e-07,3.51728660361038e-07,3.59086491696856e-07,3.49736554773766e-07,3.27854222266249e-07,3.38888439917786e-07,3.30361746849635e-07,3.15954591647208e-07,2.89460092808582e-07,2.88052685495018e-07,2.93206449757515e-07,3.06256241878937e-07,3.20490576963159e-07,3.25730171785658e-07,3.11711443461062e-07,3.05267279755986e-07,2.90463796552304e-07,2.8339011685746e-07,2.81476970527612e-07,2.61111553785689e-07,2.56977523000515e-07,2.4619715475346e-07,2.36002525738944e-07,2.43866506025846e-07,2.42575513181866e-07,2.29611549710124e-07
356,"IND","India",8.82465192095533e-07,9.04803193852884e-07,8.87068578737473e-07,8.62767099549054e-07,8.35421568828364e-07,8.04921900270055e-07,7.83153722604486e-07,7.74949247453957e-07,7.40485884704344e-07,7.13249720514004e-07,6.97299925742157e-07,6.72908871034459e-07,6.5501249465614e-07,6.25823834467264e-07,6.04262782857012e-07,5.81698822809186e-07,5.70688437673421e-07,5.5961461119592e-07,5.70097150424996e-07,5.56494132508963e-07,5.2906560541088e-07,5.22294125385526e-07,5.24080105328048e-07,5.00542598295021e-07,4.91466788558323e-07,4.69253087563046e-07,4.50477521564717e-07,4.32656076757897e-07,4.28063275111862e-07,4.15604413635112e-07,4.21465074843377e-07,4.15822227820407e-07,4.06325881630405e-07
360,"IDN","Indonesia",4.59508378127051e-07,4.62537599050807e-07,4.74293161201308e-07,4.63549649434517e-07,4.42922181925668e-07,4.16976041050399e-07,4.21297257304762e-07,4.25421142432607e-07,4.55227634729263e-07,4.92131277647671e-07,4.62209698980743e-07,4.76228897746666e-07,4.52156465127657e-07,4.56860294562998e-07,4.41754573098001e-07,4.24392993305726e-07,4.09323284375393e-07,4.12012737074439e-07,3.80739346380856e-07,3.89344523294571e-07,3.93585299361652e-07,4.1584319907008e-07,4.047886361105e-07,3.70202384156611e-07,3.56789502139628e-07,3.56809007002295e-07,3.41614347772254e-07,3.40923098514838e-07,3.46764239799763e-07,3.51196258151693e-07,3.40296575725346e-07,3.3275032640491e-07,3.57794144535445e-07
364,"IRN","Iran",6.26229133779681e-07,6.13016551017969e-07,6.15097831929474e-07,6.3904030502231e-07,7.07736159554817e-07,6.94909445081231e-07,6.73472308010297e-07,6.56108618489341e-07,6.78306960067424e-07,7.65196368307649e-07,7.27141787903158e-07,7.30811620559041e-07,6.90322491030438e-07,6.80693551128406e-07,6.98805673300452e-07,7.11990103832569e-07,7.23356160981093e-07,6.7473511392832e-07,6.85216346878655e-07,6.93406658826008e-07,6.76065399399967e-07,6.69227380077903e-07,7.05652068087241e-07,7.25705698833613e-07,7.2377768914556e-07,7.3751812704088e-07,7.0401355677629e-07,7.32511711815208e-07,7.70255391327413e-07,7.62932143601935e-07,7.21902273255598e-07,7.04984371531236e-07,6.92763414313387e-07
368,"IRQ","Iraq",1.07668549345112e-06,1.47007181756769e-06,1.42753715977374e-06,1.20995370459974e-06,1.34780092145824e-06,1.36775250785031e-06,1.16319023316389e-06,1.10391224154023e-06,8.89710554944713e-07,8.03589414752448e-07,7.15238262453078e-07,7.75318611239321e-07,8.16136754194712e-07,1.2915074541048e-06,9.51015846974618e-07,9.28531860221323e-07,8.15902119015606e-07,6.10615737629604e-07,7.25092892716057e-07,7.84268626103177e-07,8.02207390368623e-07,8.10151974871105e-07,7.78996437675793e-07,7.47934615755612e-07,7.49140315855438e-07,7.54312635081186e-07,7.73541299007814e-07,8.42468889708686e-07,8.45440412131186e-07,8.31757988650325e-07,8.18996635267034e-07,8.29601563363714e-07,8.31220235096639e-07
372,"IRL","Ireland",6.39251477969952e-07,6.35189153030569e-07,6.13535552742196e-07,6.04587428644406e-07,5.84784352568032e-07,5.433338078572e-07,5.1995990141685e-07,4.8013400689866e-07,4.57235144234941e-07,4.26295231918962e-07,4.10073125245084e-07,4.01851865059729e-07,3.69253900748421e-07,3.59250936216292e-07,3.3248399565773e-07,3.20497573503611e-07,3.03542246759434e-07,2.84461365929123e-07,2.94745541874604e-07,2.88185589515895e-07,2.77999434777344e-07,2.59930635735193e-07,2.64271709743572e-07,2.58462867446728e-07,2.37467839872791e-07,1.97629370554284e-07,2.02416785712066e-07,1.83588589139146e-07,1.63217003928522e-07,1.50240499159052e-07,1.3635906453251e-07,1.25754525587618e-07,1.13869745256222e-07
833,"IMN","Isle of Man",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
376,"ISR","Israel",-9999,-9999,-9999,-9999,-9999,3.84760925226621e-07,3.78199064248408e-07,3.83794269826087e-07,3.78442590825046e-07,3.60126347356264e-07,3.57721717830342e-07,3.75762204578059e-07,3.57490796725172e-07,3.69038612244648e-07,3.36159554730396e-07,3.1260181696009e-07,3.23454581567315e-07,3.09910396371359e-07,3.25440031600932e-07,3.0163158133154e-07,3.06201402133829e-07,2.95674598612031e-07,3.09458843776866e-07,2.62647546218901e-07,2.43658657197679e-07,2.52022262648008e-07,2.39250987067543e-07,2.22205616692306e-07,2.19273897653947e-07,2.07674333993327e-07,2.08400590726303e-07,1.93369222774022e-07,1.87954974109802e-07
380,"ITA","Italy",2.62494413360277e-07,2.58034382397061e-07,2.54825023016381e-07,2.52489855217769e-07,2.45472631806088e-07,2.51475472416347e-07,2.45144971155425e-07,2.43223746787563e-07,2.43763072586362e-07,2.42257532268121e-07,2.34790591428942e-07,2.27425829195374e-07,2.29202756537008e-07,2.35308331991692e-07,2.31826792473764e-07,2.29905179843751e-07,2.22045984662201e-07,2.16340275750658e-07,2.13685830800111e-07,2.03198835652966e-07,2.04488769549963e-07,1.97535712018819e-07,1.9594608862464e-07,1.85272258959642e-07,1.76466764841099e-07,1.79850708096959e-07,1.76495135533159e-07,1.7163650249132e-07,1.69005600704942e-07,1.64394395105423e-07,1.64927958807262e-07,1.67810855158572e-07,1.62154193673129e-07
388,"JAM","Jamaica",4.44964971530412e-07,4.37709987194818e-07,4.31481045703998e-07,4.07629848241012e-07,4.08614669395687e-07,4.40519522423123e-07,4.60044106789245e-07,4.80500591282493e-07,4.77256902882999e-07,4.850623115594e-07,4.95052625665664e-07,4.98992222303943e-07,4.75432298126757e-07,4.79125130376652e-07,4.66732472675222e-07,4.54993331911306e-07,4.73975503156337e-07,4.37092168301292e-07,4.40019624902835e-07,3.52914360015024e-07,3.4726541266744e-07,3.63527640003791e-07,3.53727034677915e-07,3.73146846049313e-07,3.41433210254179e-07,3.48410425132928e-07,3.50280883021261e-07,3.34442091771981e-07,3.39862135113507e-07,3.26023941025875e-07,3.08747688618333e-07,3.01342274176463e-07,2.85369008222086e-07
392,"JPN","Japan",3.12366380408108e-07,3.04808185247909e-07,3.05402725890748e-07,3.06276206280207e-07,3.17578927191432e-07,3.13343273047926e-07,3.07594851686839e-07,3.02385590278139e-07,2.96152383569944e-07,3.01759448673287e-07,2.95409855363712e-07,2.89580181588576e-07,2.95439452937549e-07,2.92634564879713e-07,2.85427901106192e-07,2.81496601888571e-07,2.7292814704597e-07,2.75818872639128e-07,2.63985450721511e-07,2.63959300096881e-07,2.64609512446663e-07,2.74433361305473e-07,2.78973701887444e-07,2.75492792748417e-07,2.64369559147522e-07,2.52189010584187e-07,2.46364892250678e-07,2.39427787575633e-07,2.29090702504897e-07,2.22987304161033e-07,2.20027485237991e-07,2.19853975548766e-07,2.16201639253803e-07
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",4.59490990314394e-07,4.43695872743338e-07,4.60232284022643e-07,4.38500066171949e-07,4.59192421568046e-07,4.3622666615207e-07,4.44175966160471e-07,4.37851371500052e-07,4.31863000576284e-07,4.2115783516272e-07,4.24155738075049e-07,4.17052263045538e-07,4.16514710464999e-07,4.16173035377361e-07,4.18175381586449e-07,4.22372114656774e-07,3.94826711406036e-07,3.81864262862359e-07,3.53080053544023e-07,3.43875004941149e-07,3.29949532091803e-07,3.33222604402547e-07,3.58490861711148e-07,3.53543107402053e-07,3.6882118932893e-07,3.61695009207656e-07,3.50233795367543e-07,3.55979623984572e-07,3.46129947677331e-07,3.41477877555093e-07,3.15077100064501e-07,3.2786894267419e-07,3.25421979748584e-07
398,"KAZ","Kazakhstan",1.61809705193804e-06,1.75947868375382e-06,1.71105831016604e-06,1.68494882508565e-06,1.63071257252654e-06,1.65159009369559e-06,1.50155742403771e-06,1.38692207371096e-06,1.36551079684052e-06,1.12636661800714e-06,1.20242500733784e-06,1.04143475590882e-06,1.09560372027497e-06,1.07855152815612e-06,1.05001757235945e-06,1.0204225417936e-06,1.01320526324267e-06,9.48081071398523e-07,9.36494859646682e-07,9.137903530682e-07,9.40825604782234e-07,8.44633339474809e-07,8.29767382628882e-07,8.01670853358796e-07,8.18496190652543e-07,8.05509010041571e-07,7.9628071194101e-07,8.24596340514303e-07,8.15890620858518e-07,7.15876563634668e-07,6.89989527191441e-07,6.59120104983007e-07,6.72353911949451e-07
404,"KEN","Kenya",5.12519177860931e-07,4.86806998330178e-07,4.98654622450433e-07,5.08866595282243e-07,5.02573337949324e-07,4.94026087777338e-07,4.83516226091313e-07,4.72513846396254e-07,4.83677161608472e-07,4.94582884844828e-07,4.75199191289989e-07,4.53160405965884e-07,4.50750497450142e-07,4.4496201603743e-07,4.51970282748824e-07,4.31818280013888e-07,4.10891990088021e-07,5.10812568282371e-07,5.18698448584808e-07,5.08498823322229e-07,4.74034748089826e-07,4.68695106906799e-07,4.44653933282393e-07,4.33324651963261e-07,4.23699778614744e-07,4.21755885395683e-07,4.3227886376959e-07,4.02097357167407e-07,3.95199880324645e-07,4.1332089889406e-07,4.60519486960464e-07,4.12782617483751e-07,4.04309460713855e-07
296,"KIR","Kiribati",2.69018937185585e-07,2.69728346133395e-07,2.92428555252393e-07,3.14388152963394e-07,3.09743643844708e-07,3.11797841090115e-07,3.10640513362378e-07,3.07533676133728e-07,2.91094061486113e-07,2.97377295472996e-07,3.28034927887411e-07,3.34891050150677e-07,3.30227445300005e-07,3.44176230745017e-07,3.51469304213671e-07,3.76149982316818e-07,3.79370870538947e-07,3.75186485177596e-07,3.86102293038501e-07,3.83981505305894e-07,4.4802143432804e-07,4.24112415782094e-07,3.89716071500125e-07,3.77003940630765e-07,4.17786863884162e-07,3.68531747777487e-07,3.74096888650811e-07,4.23183774365972e-07,4.03468347881764e-07,4.14838541507316e-07,4.22622588932553e-07,4.06565197668014e-07,3.99739778657697e-07
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-9999,-9999,-9999,-9999,5.9911001564161e-07,6.28271189273926e-07,6.16823643354675e-07,5.7597638953074e-07,5.35784106160226e-07,5.1649961720026e-07,4.4729414136641e-07,4.90866583557317e-07,4.93164677561971e-07,4.29212694107859e-07,4.1621873151203e-07,4.14358490092415e-07,4.40955098266119e-07,3.8106396433096e-07,3.64914334555357e-07
414,"KWT","Kuwait",-9999,-9999,6.87990860381549e-07,8.31908413655074e-07,8.68899733527417e-07,8.02493074087083e-07,7.64737115289884e-07,8.15708119319913e-07,7.24685743207901e-07,7.48268970648007e-07,7.48188128287717e-07,7.75352724690255e-07,7.68864663202898e-07,7.17109368037721e-07,6.77118167502546e-07,6.83688878679553e-07,6.48187636596676e-07,6.08073064139357e-07,6.27325079897115e-07,6.87667179219912e-07,7.16326246500966e-07,6.5546264924886e-07,6.94689958409168e-07,6.02596220411638e-07,5.62335203175368e-07,6.52484903797977e-07,7.15436804297559e-07,7.19686122405887e-07,7.23226725621654e-07,7.51128944014073e-07,7.69179627405499e-07,7.94798250655819e-07,7.81596541419332e-07
417,"KGZ","Kyrgyzstan",1.2216515195852e-06,1.14579287396597e-06,1.04387648592931e-06,1.02982615988467e-06,1.03731548885007e-06,8.77063968531336e-07,8.93358624800075e-07,7.98961399464808e-07,8.11369355689995e-07,7.0103942389867e-07,6.66167516194269e-07,5.91901289561496e-07,6.58073300812932e-07,6.5159947933173e-07,6.31849432265905e-07,6.23639749855953e-07,5.93471335362009e-07,6.05969725161319e-07,6.13631552856842e-07,5.8003703201142e-07,5.73259572756983e-07,6.02817101418724e-07,7.12898991936014e-07,6.51711597062508e-07,6.68139660422014e-07,6.45046307437177e-07,6.0372171596296e-07,5.74923786204104e-07,6.24910522324711e-07,5.34268272317132e-07,5.67213163699766e-07,5.69429573296352e-07,5.40532153079444e-07
418,"LAO","Laos",9.07230468465337e-07,8.67412666354629e-07,8.59915442131509e-07,8.19553578424451e-07,7.97418683992993e-07,7.69255939029784e-07,7.31355200787998e-07,7.0850273200232e-07,6.52070755317794e-07,6.03021855779259e-07,6.12513751753329e-07,6.0363582849496e-07,5.88396778482829e-07,5.68618760888812e-07,5.5961546622573e-07,5.21431546938212e-07,5.01127830262721e-07,4.88994828988566e-07,4.74109237464649e-07,4.77280633688514e-07,4.72015220716127e-07,4.31801960973559e-07,4.31413084697645e-07,4.23302333308287e-07,4.03968853761762e-07,4.94942097180328e-07,6.30578739239395e-07,6.51678071967064e-07,6.27634198651539e-07,5.84753674889158e-07,5.95798217415182e-07,6.46804528046125e-07,6.31857173099705e-07
428,"LVA","Latvia",-9999,-9999,-9999,-9999,-9999,5.63635523804935e-07,5.5209878954017e-07,4.82562193495258e-07,4.38617682061356e-07,4.01885558448877e-07,3.52115260383612e-07,3.45963286261348e-07,3.24936287978025e-07,3.08476705426876e-07,2.86074032623194e-07,2.63396352536424e-07,2.48053591000145e-07,2.34556136596908e-07,2.31976074458977e-07,2.55165553524695e-07,2.91075562358545e-07,2.69948695533749e-07,2.49084757511154e-07,2.4164880145744e-07,2.34205089423627e-07,2.28349865016856e-07,2.21818977261723e-07,2.14224668347778e-07,2.15122210326484e-07,2.07178238176318e-07,2.00448877515897e-07,1.958293124019e-07,1.82197098679969e-07
422,"LBN","Lebanon",4.68360288138363e-07,3.26966133924148e-07,3.28590597423805e-07,3.15573615373026e-07,3.10366223104098e-07,3.20018524147882e-07,2.99586845475798e-07,3.42749677972872e-07,3.54625311539355e-07,3.60450823731307e-07,3.39990670818477e-07,3.4786522931318e-07,3.3636581284613e-07,3.67700585475285e-07,3.27991617037171e-07,3.13589358610729e-07,2.82251940684393e-07,2.44931884457109e-07,2.71335074376569e-07,2.87652850836784e-07,2.57483815752012e-07,2.61229756478855e-07,2.78818745444424e-07,2.69014789527427e-07,2.82907187903059e-07,3.00755649056345e-07,3.05489595374422e-07,3.18269615120832e-07,3.10268228073712e-07,3.32208433198469e-07,3.829605261332e-07,4.31906829574034e-07,-9999
426,"LSO","Lesotho",1.58212119382753e-06,1.5049863255104e-06,1.48918482916911e-06,1.44525758864294e-06,1.36449109612051e-06,1.31189073753402e-06,1.24654230300757e-06,1.23749781276143e-06,1.16576024732988e-06,1.33947190637043e-06,1.27871449290927e-06,1.23660063921533e-06,1.177220140326e-06,1.15023948827654e-06,1.12811450916222e-06,1.14488623262929e-06,1.0900785510164e-06,1.06952113971682e-06,1.00679096196449e-06,1.04753366339389e-06,1.00357549366985e-06,1.12732990422763e-06,1.06652396758843e-06,8.82759317928882e-07,8.89317958536778e-07,8.18318158968097e-07,7.79396692906427e-07,8.84704376344917e-07,8.43332709373205e-07,8.29446119661023e-07,7.83175063644186e-07,8.7604626701592e-07,9.94422672482606e-07
430,"LBR","Liberia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.13368186269157e-07,4.12360000276947e-07,4.11628369147079e-07,6.14005998896052e-07,6.3332810346112e-07,6.46344528456479e-07,6.415014617739e-07,5.84231627997837e-07,5.47057928101985e-07,5.71677512256112e-07,5.75125727147555e-07,5.58647885595296e-07,5.53289009607593e-07,5.04748826944295e-07,5.15272389515859e-07,4.92555722421144e-07,4.99173206548469e-07,5.48143244960946e-07,4.90525004645661e-07,6.11577250629994e-07,6.01019280671283e-07,5.93522337249502e-07,5.72370196165284e-07
434,"LBY","Libya",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.42656901053672e-07,6.59499756342583e-07,6.49860337634497e-07,6.45830031738511e-07,6.24164733749088e-07,6.0455255646917e-07,5.81789728354711e-07,5.17127601176816e-07,4.57355580715288e-07,4.72146284035468e-07,4.78787145907137e-07,5.06113267287257e-07,7.44028026657941e-07,4.89200788153299e-07,4.7650838895638e-07,6.98893661828293e-07,6.4035199857502e-07,6.2545758609904e-07,5.30445064731367e-07,5.16630656778423e-07,7.10020369486931e-07,6.63838758268702e-07,7.31354037440045e-07,7.55587112095179e-07
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,"LTU","Lithuania",-9999,-9999,-9999,-9999,-9999,6.30674171566699e-07,6.22647849328117e-07,5.63669616464616e-07,5.43935605205313e-07,4.89956628020165e-07,4.38887040623964e-07,4.23504925177781e-07,4.05095548099973e-07,3.66936765087798e-07,3.57139140331002e-07,3.42470622421224e-07,3.23295041944704e-07,3.14890118274529e-07,2.96066940093362e-07,3.12602069050558e-07,3.21263193116342e-07,3.12181391141079e-07,3.03321119188928e-07,2.77150616183273e-07,2.66432459717995e-07,2.66728162088501e-07,2.59304213040676e-07,2.50665426718261e-07,2.37743644674713e-07,2.29539260075699e-07,2.26184887322497e-07,2.14846668120515e-07,1.95133448193973e-07
442,"LUX","Luxembourg",4.74055976453737e-07,4.57597016695497e-07,4.4174875426182e-07,4.2871177037417e-07,3.87991709194766e-07,3.09787883090977e-07,3.06889697838461e-07,2.72555583101294e-07,2.31241578228738e-07,2.25736266205259e-07,2.22607996057832e-07,2.27162336320584e-07,2.38167802226692e-07,2.41678642992858e-07,2.59984626369992e-07,2.58393469345985e-07,2.40490701296829e-07,2.12171290934485e-07,2.10579563789249e-07,2.07806237763258e-07,2.10668918059554e-07,2.06457995879584e-07,1.98779962009837e-07,1.84143077443657e-07,1.71348389465048e-07,1.59841050523314e-07,1.48569622912028e-07,1.49222587506841e-07,1.51392694469376e-07,1.50633841230373e-07,1.27322508458981e-07,1.25983437768759e-07,1.11826059072039e-07
446,"MAC","Macao",6.6211917358384e-08,6.7439814013401e-08,5.91301796792666e-08,6.1090418820868e-08,6.29897556685567e-08,5.92496572305382e-08,6.74774142942614e-08,7.1451729894312e-08,7.82624625271838e-08,7.82705103175337e-08,7.91154376995292e-08,7.94056147437121e-08,6.61072214649474e-08,5.98786232386326e-08,5.27131872516868e-08,5.18501503951326e-08,4.08661276034825e-08,3.04768608215837e-08,2.48453330206616e-08,3.95432377971372e-08,2.12544050324024e-08,1.8321813147828e-08,1.49140524653761e-08,1.19160680127379e-08,1.55161075961193e-08,2.65543832628529e-08,2.69165519245614e-08,2.639152013883e-08,1.65714682238451e-08,1.66855942408463e-08,3.15665004280767e-08,2.73333435565059e-08,3.68532097696356e-08
