"code","iso","country","IFL.raw.2005","IFL.raw.2006","IFL.raw.2007","IFL.raw.2008","IFL.raw.2009","IFL.raw.2010","IFL.raw.2011","IFL.raw.2012","IFL.raw.2013","IFL.raw.2014","IFL.raw.2015","IFL.raw.2016","IFL.raw.2017","IFL.raw.2018","IFL.raw.2019","IFL.raw.2020","IFL.raw.2021","IFL.raw.2022"
296,"KIR","Kiribati",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
417,"KGZ","Kyrgyzstan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
418,"LAO","Laos",0.000604783984785397,0.00114704723452921,0.00145999362318683,0.00161712535906061,0.00221870398322433,0.00272069904535681,0.00249592117964614,0.00252988810832029,0.00281314821017087,0.00359983677508123,0.00476328675303752,0.00578101147416011,0.00629482994096589,0.00669349916718942,0.00630305622694497,0.0055844815715788,0.00504506965433442,0.00486316383065271
428,"LVA","Latvia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
422,"LBN","Lebanon",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
426,"LSO","Lesotho",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
430,"LBR","Liberia",0.000318626384320404,0.000293845407167363,0.000173817641052504,0.000137382085028574,0.000157444427982263,0.000106238217962421,0.000110264234166151,0.000110202204660142,0.000219971651112608,0.000252296690634216,0.000284955763874754,0.000321561740056825,0.000377914535809055,0.000334583713431919,0.0003663620870242,0.00041658948480125,0.000426529013866289,0.000427161751234016
434,"LBY","Libya",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,"LTU","Lithuania",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
442,"LUX","Luxembourg",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",0.000887221174167974,0.000979030942399192,0.00131548880169166,0.00145771115993866,0.00152612224529503,0.00156217859837812,0.00206747432434582,0.00214203542133437,0.00265582578854511,0.00341296471511083,0.0039543703132117,0.00414452000180284,0.00538286598849399,0.00653301069371446,0.00656976371655296,0.00715200009024517,0.00727749036127237,0.00641077376566238
454,"MWI","Malawi",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
458,"MYS","Malaysia",0.00105803497459403,0.00153376947145961,0.00201158434797072,0.00245974456584103,0.0028530911755077,0.00290472024369436,0.00277360456944007,0.00349890622395647,0.00315136890912102,0.00360606491094621,0.00363850782330514,0.00380449167799916,0.00287142453343686,0.00303293038202453,0.00205122490435028,0.00160283127600755,0.00117992830612089,0.000915594010298287
462,"MDV","Maldives",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
466,"MLI","Mali",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
470,"MLT","Malta",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
584,"MHL","Marshall Islands",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
478,"MRT","Mauritania",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
480,"MUS","Mauritius",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
484,"MEX","Mexico",0.000118464041739129,0.000112030339701865,0.000138465587049147,0.000167551486790016,0.000203668379351172,0.00023248929793389,0.000261729409074015,0.000295981598010535,0.0004922591017531,0.000471533346334698,0.000499248982655682,0.000611933286980994,0.000732492830257935,0.000651172950889742,0.00133851821250574,0.001504021094642,0.00165134312569107,0.0016941543314197
583,"FSM","Micronesia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
498,"MDA","Moldova",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
492,"MCO","Monaco",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
496,"MNG","Mongolia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
499,"MNE","Montenegro",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
504,"MAR","Morocco",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
508,"MOZ","Mozambique",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
104,"MMR","Myanmar",0.000296195377426063,0.000375758998664699,0.00041971242730826,0.000453099828721337,0.000414467432570782,0.000450143895384126,0.000401902809460915,0.000457617963753467,0.000518104068702303,0.000671785448313495,0.000729161140631309,0.000973285166988295,0.00103280611708468,0.00105084624926218,0.0009451472960781,0.000987335119331346,0.000896824212824568,0.000874835010412634
516,"NAM","Namibia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
520,"NRU","Nauru",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
524,"NPL","Nepal",0.000399091626223616,0.000476160175640613,0.000631814409906385,0.000694305172532925,0.000952513581542596,0.000882448701249414,0.000850859768672197,0.000987259172560722,0.000927111188981446,0.000559548447638321,0.000525954993697855,0.000577968470775028,0.000125980464755932,0.000345333747908004,0.000454451209627001,0.000356253408443287,0.000334345893485917,0.000443793631972991
528,"NLD","Netherlands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
540,"NCL","New Caledonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
554,"NZL","New Zealand",0.000126280458898831,0.000128429206243757,0.000147538268969265,0.00013496397881159,0.000141041825870615,0.000141252925107319,0.000157642677718276,0.000150391547004546,0.000170491055094721,0.000398237651125403,0.000382556902264526,0.000390534460360553,0.000384550088569681,0.000358909791236256,0.00012463591726175,0.000125678921307112,0.000102588537952244,9.83878658666239e-05
558,"NIC","Nicaragua",0.00069933044297947,0.00095501275069068,0.00427757071498591,0.00446419638459207,0.00479463531993161,0.00552091172684573,0.00580106091754887,0.0027530779161804,0.00351372396897003,0.00496453960907207,0.00503000616543574,0.00787033519514319,0.0319034499195626,0.033899940513969,0.0347877818669756,0.0368280261275458,0.036346786000907,0.0141467845388285
562,"NER","Niger",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
566,"NGA","Nigeria",0.000266190940745087,0.000313736743318841,0.000221746814714218,0.000203219028051458,0.000290426946366133,0.000356133211086965,0.000363998739125555,0.000453039894273515,0.000564194913007818,0.000665091138648724,0.00056909981741197,0.000605809501006562,0.00102930825161657,0.00165234470620069,0.00212246489222912,0.00319065447060765,0.00434422396148199,0.00486460226905853
570,"NIU","Niue",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
408,"PRK","North Korea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
807,"MKD","North Macedonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
578,"NOR","Norway",0.000216638433222635,0.000228768961785482,0.000198130118052855,0.000261580127894923,0.000278649362351492,0.000280308318692752,0.000262414216098914,0.000212243294551476,0.000208104239674837,0.000179116977446368,0.00014713340162248,0.000152692045278321,0.000162550414054367,0.000138840253377636,0.000125842621097126,0.000135409064825988,0.000325465798987456,0.000315171166932041
512,"OMN","Oman",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
586,"PAK","Pakistan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
585,"PLW","Palau",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
591,"PAN","Panama",0.000108073727391778,0.000130289042126546,0.000144791913782012,0.000176272938758845,0.000191949913401541,0.000194474997854566,0.000251846402041486,0.000280410753022769,0.000341120242985284,0.000348337630217659,0.000345160614496371,0.000599455703338607,0.000616359899442192,0.000609008842352191,0.000643859904326046,0.000739005912808977,0.000500091300776686,0.000497631528732678
598,"PNG","Papua New Guinea",0.000296598981644174,0.000315068018282318,0.000297570442067777,0.000354199087725158,0.000327094398140886,0.000336839975536845,0.00034048895265421,0.000390302442630703,0.000351730320438707,0.000441087719978829,0.000652240855882004,0.00110537603855632,0.00112769773158502,0.00126992109911742,0.00126594071306748,0.00110544228999104,0.000710356492282286,0.000756549449259698
600,"PRY","Paraguay",0.00149529914966498,0.00164024131637672,0.00288998524424719,0.00456881572159128,0.00698596662413582,0.0102731976650668,0.0146337307225479,0.0175558498417836,0.0188899192613338,0.0200539989439992,0.0190529121090714,0.0174529120723926,0.0156884719555336,0.0154458995511518,0.013733288041141,0.0127623974384544,0.0119928800959208,0.0117311141211348
604,"PER","Peru",0.000124895641314478,0.000147088967745782,0.00017418016999773,0.000211494812908759,0.00025350106888965,0.00028208065991502,0.000316503720144709,0.000405682205290197,0.000498084035560455,0.000560869873956463,0.00059245337441383,0.000669157739771487,0.00072740936543532,0.000741614307926706,0.000822211872135433,0.000961861918405195,0.00100771775610712,0.0010302457011302
608,"PHL","Philippines",0.000348173614944048,0.000471192217984249,0.000591707988283634,0.000589971541987806,0.000621973465003478,0.000572574228172117,0.000489670497389982,0.000467952999381152,0.000486736037686973,0.000469480448191316,0.000391851666321217,0.000665430446091381,0.000804257690088041,0.000956848733638647,0.000994908607552227,0.00102141612171592,0.000760167667279271,0.00274873038230695
616,"POL","Poland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
620,"PRT","Portugal",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
634,"QAT","Qatar",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
178,"COG","Republic of Congo",0.000122628020591164,0.000137926136504153,0.000146790740729892,0.000130870231222381,0.000143247034106475,0.000173842259006363,0.000180631461418995,0.000183508406857688,0.000281965941659659,0.000392968514814442,0.00040756893017444,0.000895173074841778,0.000975725850930626,0.000983148538209343,0.000968557745091911,0.00099758291389403,0.000549567922002435,0.000548191565249379
642,"ROU","Romania",0.000407278076339721,0.000356448111071915,0.000482480468680521,0.00079194510770076,0.000859646775466394,0.00114247246969156,0.00112124484647151,0.00134676840424452,0.0011310357487672,0.00141354073674734,0.00121480534809625,0.0016510653824341,0.00145855151530474,0.00168216816626904,0.00147262339006045,0.00207962123085306,0.00180949452596629,0.00179352080022122
643,"RUS","Russia",0.00287598299965725,0.00312773582126611,0.00321182252073971,0.00310558684865315,0.00279063159303149,0.00271820462256274,0.00273620992689303,0.00350318521195787,0.0045422328182139,0.00559631947470933,0.00592276020722587,0.00728616927361747,0.00767416562731092,0.00718389823220305,0.00680006668366219,0.00792416119358422,0.00801173899807236,0.00726183274834111
646,"RWA","Rwanda",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
652,"BLM","Saint Barthelemy",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
659,"KNA","Saint Kitts and Nevis",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
662,"LCA","Saint Lucia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
670,"VCT","Saint Vincent and the Grenadines",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
882,"WSM","Samoa",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
674,"SMR","San Marino",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
678,"STP","Sao Tome and Principe",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
682,"SAU","Saudi Arabia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
686,"SEN","Senegal",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
688,"SRB","Serbia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
690,"SYC","Seychelles",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
694,"SLE","Sierra Leone",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
702,"SGP","Singapore",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
534,"SXM","Sint Maarten",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
703,"SVK","Slovakia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
705,"SVN","Slovenia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
90,"SLB","Solomon Islands",0.000318377478392192,0.000408418047181586,0.000476860752901892,0.000668490262130971,0.000730284200755735,0.000809083954218891,0.000873824366416658,0.00107641473916253,0.00127528606812088,0.00211821047852134,0.00256537676503862,0.00350223010677046,0.00442317899678187,0.00543773414288676,0.00568647478115052,0.00609711607837337,0.00577639456412173,0.00552528029521975
706,"SOM","Somalia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
710,"ZAF","South Africa",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
410,"KOR","South Korea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
728,"SSD","South Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
724,"ESP","Spain",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
144,"LKA","Sri Lanka",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
275,"PSE","State of Palestine",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
729,"SDN","Sudan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
740,"SUR","Suriname",3.6830278123327e-05,3.64523402657919e-05,3.57016511205722e-05,4.41999382213715e-05,4.37826785449839e-05,5.52832039341664e-05,7.19802379561747e-05,0.000155670406046364,0.000176338382683224,0.000228424574883451,0.000267155618841512,0.000315062809956743,0.000351060885914325,0.000474870133468373,0.00053922072381271,0.000580456491988465,0.000603127254848714,0.000585206751310434
752,"SWE","Sweden",7.72093561848397e-05,0.000195266973620271,0.000222872759937674,0.000265988052819076,0.00026051501194476,0.000314978912365216,0.000221418793608242,0.000278285295156616,0.000296955194526414,0.00030486178572228,0.000264163154495567,0.000304312369644478,0.000234313988748297,0.000187269317637627,0.000171482949251499,0.000211827114084882,0.000162525979298581,0.000136746431853645
756,"CHE","Switzerland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
760,"SYR","Syria",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
158,"TWN","Taiwan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
762,"TJK","Tajikistan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
834,"TZA","Tanzania",0.00136122292938435,0.000941147743444417,0.000929114418788556,0.0008133827424601,0.000758562612704657,0.00110205187668881,0.00126118576112138,0.00125242296834574,0.00135967260174352,0.00218485566892977,0.00219031682904312,0.00201155836329509,0.00186872469470878,0.00170629748392482,0.000859881564720124,0.000287750794685366,0.000297457000544572,0.000300024779941044
764,"THA","Thailand",0.000219484704383294,0.000275893227845269,0.000340492578977762,0.000334868286258955,0.000355066704224367,0.000405714510077332,0.000400171383562858,0.000371771196778573,0.00039090264917388,0.00036298037353077,0.000246583223621014,0.00022317352469493,0.000175304181741486,0.000138642778903234,0.000105403212787196,0.000133419197634424,0.000122051582213112,0.000118028599501121
626,"TLS","Timor-Leste",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
768,"TGO","Togo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
776,"TON","Tonga",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
780,"TTO","Trinidad and Tobago",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
788,"TUN","Tunisia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
792,"TUR","Turkiye",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
795,"TKM","Turkmenistan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
796,"TCA","Turks and Caicos Islands",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
798,"TUV","Tuvalu",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
800,"UGA","Uganda",0.000563301002575018,0.000462771916000478,0.000509798558505326,0.000535527534632949,0.000637419441226666,0.000903904698175104,0.00103953166102427,0.00129852020890492,0.00362138824371511,0.00543225150551643,0.00540787976302086,0.00525419233563139,0.0050740937092792,0.00282142586757488,0.00110819191491498,0.0021661341794923,0.0028195716901237,0.00286694071483781
804,"UKR","Ukraine",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
784,"ARE","United Arab Emirates",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
826,"GBR","United Kingdom",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
840,"USA","United States of America",0.0103726447886777,0.0130325493712127,0.0134521203247889,0.012939319755944,0.0101604856956343,0.0085900907287712,0.00587627438431373,0.00486791700460622,0.00532872899434842,0.00497623171477886,0.00641585195493773,0.00735902947847442,0.00812559517201198,0.00782184956712825,0.00957953874903871,0.0066049440285256,0.005752704743655,0.0073044329188707
858,"URY","Uruguay",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
860,"UZB","Uzbekistan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
548,"VUT","Vanuatu",3.08621492466705e-05,3.00691129021326e-05,2.7222545540174e-05,3.4398192240859e-05,3.25035221164528e-05,2.93414226357477e-05,2.82855689930611e-05,3.54623982555176e-05,5.44660781523505e-05,0.000241663487329065,0.000259176500662245,0.000261076220137972,0.000264029980896033,0.000239752505074896,5.32904349809967e-05,3.19289102814611e-05,3.11392663747334e-05,3.27391845858796e-05
862,"VEN","Venezuela",0.000116357223171066,9.28482050089104e-05,0.000122347820351117,9.25512421372439e-05,9.33757456548447e-05,0.000118087554722011,0.000123816166184998,0.000115642781498364,0.000121160294936323,0.000134782958081191,0.000123861913414342,0.000383738231383073,0.000401469379936394,0.000413527150651786,0.000557280475258405,0.000646117782181542,0.000408142090099912,0.000393240486565704
704,"VNM","Viet Nam",0.000166814829479279,0.00017538405555162,0.000169075747149645,0.000172650721137207,0.000202513830119012,0.00019598897104705,0.000204019488666582,0.000250920468993443,0.00026325014805402,0.000275361277575886,0.000282234755811505,0.000324953909169425,0.000322607946945027,0.000431269354240257,0.000405319438838447,0.000364890635891393,0.000390022724215423,0.000350729153770872
876,"WLF","Wallis and Futuna Islands",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
732,"ESH","Western Sahara",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
887,"YEM","Yemen",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
894,"ZMB","Zambia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
716,"ZWE","Zimbabwe",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
