"code","iso","country","SDA.raw.1990","SDA.raw.1991","SDA.raw.1992","SDA.raw.1993","SDA.raw.1994","SDA.raw.1995","SDA.raw.1996","SDA.raw.1997","SDA.raw.1998","SDA.raw.1999","SDA.raw.2000","SDA.raw.2001","SDA.raw.2002","SDA.raw.2003","SDA.raw.2004","SDA.raw.2005","SDA.raw.2006","SDA.raw.2007","SDA.raw.2008","SDA.raw.2009","SDA.raw.2010","SDA.raw.2011","SDA.raw.2012","SDA.raw.2013","SDA.raw.2014","SDA.raw.2015","SDA.raw.2016","SDA.raw.2017","SDA.raw.2018","SDA.raw.2019","SDA.raw.2020","SDA.raw.2021","SDA.raw.2022"
204,"BEN","Benin",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0807827748174468,0.0813282503741064,0.0724009931939438,0.0646409699161012,0.0504587091634905,0.035574664035835,0.0204558962392007,0.0341477503414735,0.0663565693287216,0.0828397817471587,0.0980258118709951,0.104877975104469,0.0971578216795648,0.0858464887363446,0.0719103147731457,0.0607229258238764,0.0526909915057865,0.0505523796951706,0.0554768033266886,0.0552747816984074,0.0654071988962259,0.078460824309557,0.0521166344176609,0.0284270681083849
60,"BMU","Bermuda",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00679949210033648,0.0142146386994175,0.012470659487686,-0.0814692585714944,-0.175937566214522,-0.239212348539761,-0.32178191787926,-0.325169424645594,-0.287435548672771,-0.263365873410839,-0.167941695067255,-0.0812319788614526,-0.0308446921299836,-0.037019456536325,-0.0366301258637419,-0.017029074957661,-0.0177447980353382,-0.0175939423687987,-0.0206889219015362,-0.0213204671767185,-0.0156854900158913,0.00222800110840771,-0.000875989494173026,0.000457607220294864
64,"BTN","Bhutan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00766474940825557,-0.00804459825499063,-0.024479054662769,-0.0342557145242138,-0.0447694139208146,-0.0514454209361928,-0.0479313919951461,-0.035528529944586,-0.0101806681318751,0.0148418275820315,0.0382478643979025,0.0443995261833554,0.053221547873511,0.0641776782351859,0.0748649929406944,0.0798440759385994,0.0813355021717657,0.07577259373811,0.0640895131295325,0.0571837901910681,0.0384745057590028,0.0218094561111999,0.0113895755571292,-9999
68,"BOL","Bolivia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0106031804800861,0.00421649755120823,0.0150956657416581,0.0241602136204198,0.0292409360407577,0.0417116071444805,0.0622766934785681,0.0757500426088549,0.0778075137352805,0.0637032109963225,0.0374331730514459,0.0149029786189387,0.0114651142071593,0.0171568369521315,0.018054373025634,0.00850920978443703,-0.0156679911475533,-0.0388886996555542,-0.0351617394207907,-0.036786245621626,-0.0344967572448865,-0.0508389977041587,-0.0374114933346783,-0.0143967680223424
70,"BIH","Bosnia and Herzegovina",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.223165168699052,0.17778651596869,0.12381708756489,0.0574907508043967,0.0467407063121823,0.0494748320953682,0.0403409060514803,0.0369028934054318,0.0381642337158008,0.0331638592987442,0.0271935931212601,0.015932071376024,0.00565433650851821,0.00657049614887595,0.00983037349960836,0.017413654089099,0.0132026008599377,0.00980076849046152,0.0125158239134935,0.00965421453143622
72,"BWA","Botswana",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.200788354678845,0.192249233453441,0.151781123148879,0.120669267147479,0.0793075160971437,0.00996486994907486,0.0192016371125125,0.0165502474650077,0.00411322773035572,0.00510727788911014,0.00487120336201108,-0.00500282512616367,-0.0433986935353771,-0.0791866223972234,-0.0403858257500044,-0.0292090031141472,-0.00551428559444163,0.00052949149563486,-0.0210511524080314,-0.0259987800662475,-0.0358909396892164,-0.0781680930205525,-0.124776624353179,-0.158841814503282
76,"BRA","Brazil",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0369921751090998,0.0314588547943226,0.0196611553013821,0.0052425545982151,-0.010857784810762,-0.0298174519330406,-0.0438131276803747,-0.0478162867556331,-0.0423012450641832,-0.0504683079335857,-0.0590053939160699,-0.0533920723489132,-0.0424734967252093,-0.0285062220167893,-0.00748737374088685,0.00715693991931898,0.0156085968503774,0.014408347475368,0.0117358765746243,0.00450866794759119,-0.00563220861292137,-0.0132093590708785,-0.0172141422641933,-0.0330772160453117
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0658649541140939,0.0547187775202398,0.0420585739076189,0.0265262815753449,0.0130963575048739,0.013227526674418,0.0124228946401252,0.0214701569250417,0.034630213836502,0.0603471536384201,0.0810946630201794,0.0946311557673247,0.107855421874154,0.108709894783694,0.0981267323170905,0.0835995838621868,0.0626109728082187,0.140236304207772,0.0986482675027547,0.0675248298025588,0.0985690886875561,0.143542931553199,0.180410054605611,0.199356195503819
100,"BGR","Bulgaria",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00285687400625134,-0.00433036629151568,-0.00949651168152521,-0.0379275579389965,-0.0652549456393039,-0.0804734650423316,-0.0911330412411721,-0.0896116495741239,-0.0441396698576777,-0.043723541106369,-0.0772812195143253,-0.140271638019389,-0.134380283292198,-0.2066907380608,-0.297926827979885,-0.36304285587163,-0.404839901432722,-0.439865974359936,-0.422310813467381,-0.423403302266858,-0.406452706455429,-0.398883562419884,-0.32419719803629,-0.257250720843112
854,"BFA","Burkina Faso",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0390430562579005,0.0501427300484283,0.0612815435991803,0.0639579034609967,0.0627588107570805,0.0610612046990695,0.0559454526503969,0.0577776293905989,0.065171210319366,0.0669763708372733,0.0622001932554062,0.059241046016427,0.0526479304633627,0.0388280579993581,0.020577922085786,0.00791805840538196,0.00069239210842631,0.0017982951080795,0.0183904895112772,0.0298525826000655,0.0401478668545947,0.0486003894457099,0.0517743606297214,0.0588996612996271
108,"BDI","Burundi",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0137160199561159,-0.0480786568553608,-0.09409981140976,-0.13200200607273,-0.172261123746083,-0.201385962673674,-0.226842439453925,-0.178397868527389,-0.103704499429592,-0.0146530517702788,0.00611762064875632,0.0152579358159575,0.0151886691602581,0.013182639101867,0.00190437595753057,-0.00173725381241887,-0.020936680571667,-0.0294604026668428,-0.0278030026396095,-0.0207038866521176,-0.009492542676365,0.00055175025061871,0.0058713467226883,0.0155539190694634
132,"CPV","Cabo Verde",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0769509065770282,0.0887789712612117,0.103308750149678,0.11517380244104,0.114287139782487,0.11208747765379,0.108003297810981,0.102587318176551,0.0965639515485861,0.0735624475769887,0.0542768934921056,0.0330852623394036,0.029894035725512,0.0253661338915165,0.0139016152973046,0.0123579959106543,0.0230370564764506,0.0317544735816662,0.0576225449978731,0.0629698672116308,0.0677920537615762,0.0643507588558652,0.0670283311431052,0.0741789275461859
116,"KHM","Cambodia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0694150305702841,0.0621087696902787,0.0518625312940637,0.0752467250323123,0.0718868155324557,0.0727139087736812,0.0739096745901737,0.071219987482025,0.0605111869600672,0.0502355917074513,0.0369735519013557,0.0199282921551123,0.0135687225632548,0.0141517520453927,0.0306122198660617,0.0490774758062702,0.0656434268005202,0.0888263041986868,0.0994711697766828,0.0997209240474692,0.0917497165177938
120,"CMR","Cameroon",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00446828463595206,0.014775871834857,0.0170527538339706,0.019417843791931,0.0219581160934028,0.0267088417021348,0.0313424492854846,0.03237172221389,0.0378155510662173,0.0409106138935575,0.0492943795389376,0.0609549828399407,0.0630245214462484,0.0622234792587719,0.0606754774368745,0.0602096267364278,0.0446988279761338,0.0266189115070337,0.0134827892500213,0.00388274190329541,-0.00142621508698602,-0.00322459133056053,-0.0076800470744514,-0.00851159881655785
124,"CAN","Canada",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0439826275081569,-0.0358879446710693,-0.0298426541073631,-0.0260981400664273,-0.0257972039305286,-0.0335765086752773,-0.0377409707679676,-0.0469634024883595,-0.0545695930206621,-0.0681626411306882,-0.0936623547938594,-0.117906976171598,-0.138318261273058,-0.146700215246629,-0.146210807144118,-0.134821657204067,-0.120738727488327,-0.107012637303256,-0.094322313340841,-0.0948286140574908,-0.11093819931923,-0.128396135232982,-0.143557135090021,-0.152747862282578
136,"CYM","Cayman Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0350094575832704,-0.0550978857177408,-0.0492435154568819,-0.0340192988476242,-0.0148876173888934,0.0032577170645427,-0.00462208416597289,-9999
140,"CAF","Central African Republic",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0280157891021657,0.0315024033177784,0.0331136060606263,0.02949163505923,0.0222540077861997,0.0147408095701629,0.0092865137490381,0.00330337831981486,-0.00182309899209892,-0.00393933347278804,-0.00171739422379453,0.00486451376080099,0.00742298407031683,0.00616165762467746,1.19491173742325e-05,-0.00198103106138578,-0.00088236113703095,0.00139811729868633,0.0100773143204995,0.0175511575836731,0.0249989177741845,0.034949360461465,0.0387228269072319,0.046677610298653
148,"TCD","Chad",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.022676121880657,0.0386049338769949,0.0433890544905828,0.0449120479679503,0.0469698505322069,0.0476384938495211,0.0500487827841574,0.0498057394912921,0.0486933796537479,0.0469437473439167,0.0421147634557832,0.0408535402749681,0.0327667484356149,0.0219004091939503,0.0110847980037652,0.00157913882068983,-0.0132821022760399,-0.0324284491453072,-0.0366247263123475,-0.0327032410964008,-0.022939410392174,-0.00919665868234292,-0.00320714020187884,0.00479743867447424
152,"CHL","Chile",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0120818244779089,-0.016189478674294,-0.0307472916073897,-0.0568322843464316,-0.0839590479840886,-0.119400947663087,-0.150243611777199,-0.168769458379535,-0.187983702373124,-0.212256442014328,-0.227644334595508,-0.228627965233873,-0.216100723345301,-0.204469739413988,-0.182606111748428,-0.174679362508992,-0.153298835543349,-0.118703192407399,-0.089659061843756,-0.0734769645389944,-0.0654067685744133,-0.0497128775630101,-0.0371188821821866,-0.0382784278140691
156,"CHN","China",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.021263661193645,0.014458105374846,0.0094654673277863,0.00763735930299525,0.0153262724900185,0.0313612932856886,0.0562149651468236,0.0750791652938572,0.0856663481256128,0.0845944777743959,0.0697297582992165,0.0458841366194833,0.0227831807863501,-0.0017648050636208,-0.0417475070591309,-0.0887286408295302,-0.124634444753257,-0.160740120627866,-0.198524620981972,-0.227840043583562,-0.248693483438578,-0.267123877701804,-0.254903911743452,-0.219191267117563
170,"COL","Colombia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0020907527767271,-0.00757678875370608,-0.0205240089615041,-0.0322907199655958,-0.0457595548233188,-0.0667014042490547,-0.0656343941564122,-0.0689039738397797,-0.047937884228082,-0.0320537356573181,-0.0209693898667639,0.00393323289883929,0.0156730794991919,0.0237199084319202,0.0421693434145285,0.0408159444009939,0.037686104221555,0.0335557890406792,0.0172795914867057,0.00326368410057265,-0.00338056220519703,0.000210516759570067,-0.0140389506556505,-0.0386201142692276
174,"COM","Comoros",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00706425024835022,0.0170129007229685,0.030256608815088,0.0376144279167192,0.0439559396224194,0.0518680583752327,0.0634122512005371,0.0628726456044244,0.05296919505531,0.0464520662304733,0.0397656238179973,0.0354583833871276,0.0330042227076339,0.0243167950024918,0.0123516050128221,0.00853581618220134,0.0136231051406344,0.0200144031097789,0.0300543829425852,0.0381651693942471,0.0443755028906196,0.0512846324677501,0.0544184994176027,0.061816609704481
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.021241729110818,0.0094188991765598,-0.00216313266679613,-0.0116927041145505,-0.0141762139745587,-0.0076423468727762,0.00353723909851578,0.0142379356891151,0.0274917400477608,0.0339556288681397,0.0315358085278978,0.0277097653708078,0.0348004433386242,0.0346022272528734,0.040834458455131,0.0200193896601051,-0.0284484264911645,-0.0713753663854751,-0.114043925868725,-0.151138686897731,-0.209229160061192,-0.235692342110817,-0.219950313709472,-0.174475214602807
384,"CIV","Cote d'Ivoire",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0561208207298263,0.0558666693804624,0.0524456069799806,0.039509150859812,0.00543777271946322,0.000153047698210562,-0.00376897609897504,-0.0117188742151355,-0.0282341045651093,-0.0497451598129873,-0.0655606711606851,-0.061131446973539,-0.0498007799626208,0.00853458868808166,0.00973664993638934,0.0425083290131518,0.0679432929848198,0.0525764463484741,0.0324047810716876,0.0102745002041489,-0.0130589593240472,-0.0375246978360745,-0.0776499925811401,-0.0386313952227252
191,"HRV","Croatia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0653313038883866,-0.0709968686219637,-0.104109396082315,-0.0900296355193811,-0.0624025548585492,-0.0199189326839353,-0.0529545552596753,-0.0887432165799613,-0.0956371903570229,-0.0763814622639812,-0.0722107029597983,-0.0214182297529677,-0.0604387711241455,-0.135680554663259,-0.204562442686234,-0.216049308456358,-0.221956926129303,-0.212706440881918,-0.184093847552314
192,"CUB","Cuba",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0181880653719555,0.0417103102243253,0.0500299964499902,0.0428127649907795,0.0279772100037319,0.00920219314022486,-0.00320650306848592,-0.0190868845083296,-0.0216836543441977,-0.0283688058444149,-0.0293767856220461,-0.0151844919993983,-0.00933543388931453,0.000737904112312782,0.00315705667266375,-0.00531741099601381,-0.00306509954851219,-0.00607211240746931,-0.0144227060957169,-0.0317480882316154,-0.0481022778306847,-0.0482318768834771,-0.043719676560347,-0.0301748138835041
531,"CUW","Curacao",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0347475436327469,-0.0735146433870835,-0.051293371443879,-0.0780234278391096,-0.0951269801491426,-0.0867522744389834,-0.0672058998620163,-0.0466385992992376,-0.0203256163689029,-0.024528022699101,-0.0188306928120715,-0.00929789752007031,-0.00954676586099948,-9999
196,"CYP","Cyprus",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0461438067782707,0.0392684861011703,0.0263927926641818,0.0194708159463499,0.0162321100075045,0.00704740479534283,-0.0129834686411219,-0.0538832035296907,-0.0994116145638436,-0.147442006177891,-0.192481506606222,-0.198230852040326,-0.200471373061822,-0.198100088297257,-0.161073771320155,-0.102367106000309,-0.0602070381185466,-0.0317701883036887,-0.0184185171641007,-0.0116428415003468,-0.0163006587045269,-0.0249889762864947,-0.0387033279322913,-0.0612000633741774
