STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,23.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,17.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ERI,Eritrea,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,0.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,61.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRO,Faroe Islands,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,18.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,278.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,276.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,3500.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PYF,French Polynesia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,634.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GAB,Gabon,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,200.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GMB,"Gambia, The",WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,13.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,62.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,300.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,57.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,713.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRL,Greenland,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,42.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRD,Grenada,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,6.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUM,Guam,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,70.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,174.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,72.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNB,Guinea-Bissau,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,6.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUY,Guyana,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,205.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HTI,Haiti,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,62.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HMD,Heard Island and McDonald Islands,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,12.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,164.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,18.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,966.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,1366.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,197.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,12.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,35.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,105.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,633.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JAM,Jamaica,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,394.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,2332.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JOR,Jordan,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,7.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KAZ,Kazakhstan,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,77.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KEN,Kenya,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,315.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KIR,Kiribati,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,9.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,0.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KOR,"Korea, Rep.",WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,379.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KWT,Kuwait,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,9.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,15.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBN,Lebanon,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,24.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBR,Liberia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,33.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBY,Libya,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,1.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,4.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDG,Madagascar,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,2862.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MYS,Malaysia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,1029.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDV,Maldives,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,20.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MLT,Malta,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,16.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MHL,Marshall Islands,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,77.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MRT,Mauritania,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,20.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
